gene,gene_type,log2FC_g0_minus_g1,t,p,abs_t
ZSCAN26,protein_coding,0.5249095,8.295989,3.1993237e-15,8.295989
RN7SL526P,misc_RNA,-0.7545992,-8.29548,2.888888e-15,8.29548
AC093422.1,processed_pseudogene,-0.43224585,-8.29535,3.114671e-15,8.29535
HECTD1,protein_coding,-0.71828985,-8.293776,3.1553015e-15,8.293776
PFN1P11,processed_pseudogene,0.41669613,8.292828,5.2064667e-15,8.292828
TRMU,protein_coding,0.54143786,8.292136,2.9649814e-15,8.292136
PLEKHM3,protein_coding,-0.5827017,-8.289723,3.1730456e-15,8.289723
RPL39L,protein_coding,1.3527865,8.288703,4.339665e-15,8.288703
LINC01235,lncRNA,1.0152805,8.287294,4.0658877e-15,8.287294
CCDC153,protein_coding,0.57492393,8.287289,6.5106544e-15,8.287289
PDIA6,protein_coding,0.60028887,8.286318,3.2978957e-15,8.286318
SELENOKP1,processed_pseudogene,0.59942067,8.2863035,3.0996707e-15,8.2863035
SLC9A7P1,transcribed_processed_pseudogene,-0.5178226,-8.284317,3.1209818e-15,8.284317
TNKS2-AS1,lncRNA,0.70081365,8.283351,4.4684313e-15,8.283351
LINC01433,lncRNA,-0.5713389,-8.282199,4.260496e-15,8.282199
AC138207.8,transcribed_unprocessed_pseudogene,0.5673282,8.281822,3.9345278e-15,8.281822
RBMXP2,processed_pseudogene,0.45193064,8.280876,3.7728203e-15,8.280876
SNORD19,snoRNA,-1.0753595,-8.280556,3.5669358e-15,8.280556
AC008569.2,lncRNA,-0.49152386,-8.279606,3.8082894e-15,8.279606
TOGARAM1,protein_coding,-0.5792558,-8.278853,3.3948706e-15,8.278853
RHBDF2,protein_coding,0.8241241,8.277991,3.4412535e-15,8.277991
PITPNC1,protein_coding,0.6878233,8.276695,3.2972735e-15,8.276695
GABPB1,protein_coding,0.48960114,8.276358,3.446062e-15,8.276358
CHIC2,protein_coding,0.92937565,8.274968,3.5212119e-15,8.274968
ZNF365,protein_coding,0.79118943,8.2740965,3.652808e-15,8.2740965
ATP6V1C1,protein_coding,0.6567564,8.2733755,6.086255e-15,8.2733755
LGI4,protein_coding,1.1613789,8.272618,4.781108e-15,8.272618
ZBTB8A,protein_coding,0.56538796,8.272407,3.3928328e-15,8.272407
AL022393.1,TEC,0.51658314,8.271844,4.931486e-15,8.271844
FAM83D,protein_coding,1.0319054,8.270392,4.473404e-15,8.270392
AC133134.1,processed_pseudogene,0.57602453,8.269094,3.5008026e-15,8.269094
DOT1L,protein_coding,0.8876529,8.268356,4.42356e-15,8.268356
AC092376.3,lncRNA,-0.7151926,-8.267291,3.5638924e-15,8.267291
GCAT,protein_coding,0.6198621,8.266075,4.3537837e-15,8.266075
PODNL1,protein_coding,0.92190063,8.264454,1.280832e-14,8.264454
MDFIC,protein_coding,1.0518095,8.263387,4.3286467e-15,8.263387
MARCHF7,protein_coding,0.57875824,8.26323,7.163104e-15,8.26323
TLE4,protein_coding,0.65327954,8.2630825,3.619124e-15,8.2630825
FUCA1,protein_coding,0.6858988,8.2598715,3.7041306e-15,8.2598715
SKA1,protein_coding,0.86578846,8.25985,4.308048e-15,8.25985
BTN3A2,protein_coding,0.83424044,8.255985,4.082363e-15,8.255985
GLULP4,processed_pseudogene,-0.6091515,-8.255985,3.9768692e-15,8.255985
AC022706.1,lncRNA,0.4429875,8.255307,9.951724e-15,8.255307
AUTS2,protein_coding,0.75554657,8.251705,3.9123787e-15,8.251705
AL391261.1,lncRNA,0.49654377,8.250827,8.593136e-15,8.250827
AC079447.1,protein_coding,-0.32881278,-8.250342,5.9483558e-15,8.250342
TDRD7,protein_coding,0.5790329,8.250293,4.1739946e-15,8.250293
A4GALT,protein_coding,0.7402123,8.24912,4.8313743e-15,8.24912
CCDC91,protein_coding,0.612551,8.248808,4.607876e-15,8.248808
AMDHD2,protein_coding,0.52368045,8.248584,4.0382965e-15,8.248584
GRAMD2B,protein_coding,0.8702431,8.248509,4.043509e-15,8.248509
L3HYPDH,protein_coding,0.59916306,8.247096,5.127252e-15,8.247096
HSPE1P7,processed_pseudogene,0.4722063,8.245724,5.5826307e-15,8.245724
LOXL1,protein_coding,1.1668532,8.245277,5.3190844e-15,8.245277
MAN2B2,protein_coding,0.58452463,8.244945,4.1181094e-15,8.244945
AL109917.1,lncRNA,0.6331959,8.244869,4.7218538e-15,8.244869
VPS9D1-AS1,lncRNA,0.65994245,8.243398,8.053038e-15,8.243398
NPEPL1,protein_coding,0.6208397,8.243237,4.694661e-15,8.243237
TRBV26OR9-2,TR_V_pseudogene,-0.8960247,-8.241533,4.305262e-15,8.241533
PSPH,protein_coding,1.052105,8.241459,5.652651e-15,8.241459
E2F3,protein_coding,0.7546518,8.240979,4.2642086e-15,8.240979
GCK,protein_coding,0.81398976,8.239898,8.981808e-15,8.239898
CTDSP2,protein_coding,1.0425744,8.238031,4.6539175e-15,8.238031
RPL4P3,processed_pseudogene,0.3668695,8.237773,4.496372e-15,8.237773
ADNP,protein_coding,0.6389427,8.237363,5.1283423e-15,8.237363
MIR3143,miRNA,-0.7555264,-8.236919,7.03088e-15,8.236919
BBS12,protein_coding,0.494776,8.236706,4.35149e-15,8.236706
AL512306.3,lncRNA,-0.8850731,-8.235986,4.6224485e-15,8.235986
AC098583.1,processed_pseudogene,0.5735283,8.23558,6.3700876e-15,8.23558
AL353622.1,lncRNA,0.66917956,8.23523,1.1265637e-14,8.23523
ZIC1,protein_coding,0.9882691,8.23511,4.472392e-15,8.23511
AC104563.1,processed_pseudogene,0.53990674,8.234691,4.552932e-15,8.234691
CEP19,protein_coding,0.7091925,8.232775,4.5053937e-15,8.232775
AC109583.3,processed_pseudogene,-0.84492505,-8.2325,4.4860716e-15,8.2325
RNF182,protein_coding,0.96764946,8.232236,5.2841566e-15,8.232236
CWC22,protein_coding,0.6183822,8.231899,5.29532e-15,8.231899
FRAT2,protein_coding,0.53246903,8.231431,5.052649e-15,8.231431
AL513534.2,lncRNA,0.69151175,8.231061,4.513099e-15,8.231061
OR7E102P,unprocessed_pseudogene,0.6247479,8.230985,1.2430518e-14,8.230985
AC015961.2,lncRNA,0.5766294,8.230751,7.762311e-15,8.230751
RPL3P1,processed_pseudogene,-0.3897583,-8.228136,6.966027e-15,8.228136
CCNP,protein_coding,0.6403162,8.225557,1.4481316e-14,8.225557
CCN3,protein_coding,1.1023617,8.224046,6.2871817e-15,8.224046
FOXCUT,lncRNA,0.38938183,8.22096,7.3237035e-15,8.22096
HARBI1,protein_coding,0.42499018,8.220927,5.1907212e-15,8.220927
AC233723.2,TEC,0.6295092,8.2206,5.165217e-15,8.2206
IMPDH1P8,processed_pseudogene,-0.6972601,-8.220561,4.9317075e-15,8.220561
SNORA75,snoRNA,-0.6633009,-8.219723,8.59964e-15,8.219723
ZMYM3,protein_coding,0.6119914,8.219593,4.9043644e-15,8.219593
FAR1,protein_coding,0.58673286,8.217235,7.753287e-15,8.217235
ZNF282,protein_coding,0.64895725,8.216288,5.1432976e-15,8.216288
FOLR1,protein_coding,1.1359208,8.2154,1.0445444e-14,8.2154
SLC30A1,protein_coding,0.61388874,8.215293,6.328103e-15,8.215293
TUBB6,protein_coding,0.9284549,8.215282,6.5289837e-15,8.215282
AC004069.1,lncRNA,0.48099804,8.214484,6.362435e-15,8.214484
CD247,protein_coding,0.4516778,8.214276,9.252774e-15,8.214276
RASGRP4,protein_coding,0.580065,8.213214,7.761837e-15,8.213214
TLE1,protein_coding,0.7590771,8.212767,5.2469193e-15,8.212767
THEM4,protein_coding,0.86186767,8.212286,6.2653083e-15,8.212286
S1PR1,protein_coding,0.86625147,8.212252,5.265363e-15,8.212252
PROSER2,protein_coding,0.3750881,8.212009,8.948372e-15,8.212009
ETV4,protein_coding,1.1752768,8.211486,8.386646e-15,8.211486
ASAP1,protein_coding,0.7022996,8.210982,5.2035343e-15,8.210982
GPR27,protein_coding,1.1712931,8.210277,1.009421e-14,8.210277
DBNL,protein_coding,0.4931388,8.209964,6.365106e-15,8.209964
MEST,protein_coding,1.1831145,8.209312,6.3140843e-15,8.209312
WARS2,protein_coding,0.52119684,8.209301,6.090423e-15,8.209301
AC064807.1,lncRNA,0.50363684,8.209153,5.342619e-15,8.209153
AC007182.2,processed_pseudogene,0.6232817,8.209005,5.5969637e-15,8.209005
ASPRV1,protein_coding,0.6278961,8.208539,5.9872215e-15,8.208539
VPS4B,protein_coding,0.49329472,8.208,7.052073e-15,8.208
M1AP,protein_coding,0.450737,8.20606,1.1141349e-14,8.20606
SRP14-AS1,lncRNA,0.63427186,8.205611,5.919154e-15,8.205611
AL391121.1,lncRNA,0.5362377,8.2048435,5.7006202e-15,8.2048435
ETAA1,protein_coding,0.6113205,8.203418,9.396515e-15,8.203418
Z95118.2,lncRNA,0.40535033,8.202978,6.3767135e-15,8.202978
ABCG4,protein_coding,0.46234155,8.202639,1.3922486e-14,8.202639
SOCS5,protein_coding,0.5507591,8.202421,7.627712e-15,8.202421
LINC00926,lncRNA,0.60747004,8.201841,6.918845e-15,8.201841
FLJ16779,lncRNA,1.436449,8.201723,1.052179e-14,8.201723
LARP1,protein_coding,0.7179923,8.200837,5.560247e-15,8.200837
AC100821.1,processed_pseudogene,-0.4050632,-8.200459,8.604188e-15,8.200459
ADRA1A,protein_coding,-0.86137325,-8.200278,6.1204542e-15,8.200278
GPRC5C,protein_coding,0.8391125,8.20007,1.0026171e-14,8.20007
AL031710.2,lncRNA,-0.52128834,-8.200037,5.619263e-15,8.200037
MGARP,protein_coding,0.9974656,8.198697,1.0839723e-14,8.198697
ASGR2,protein_coding,0.47515398,8.196246,1.7143867e-14,8.196246
TRIM2,protein_coding,0.76328635,8.193853,6.8213825e-15,8.193853
HIVEP2,protein_coding,-0.7530267,-8.193844,5.837041e-15,8.193844
OSCP1,protein_coding,0.5146668,8.193339,6.3089275e-15,8.193339
UMPS,protein_coding,0.47461343,8.191554,7.6418745e-15,8.191554
FAM66D,lncRNA,-0.6517383,-8.189612,6.9805065e-15,8.189612
AP001793.1,lncRNA,-0.40528738,-8.189592,6.6161193e-15,8.189592
TRMT5,protein_coding,0.58415294,8.18924,6.8012705e-15,8.18924
MYC,protein_coding,0.8641069,8.188861,6.531432e-15,8.188861
POMT1,protein_coding,0.57023335,8.188681,6.04934e-15,8.188681
AC007611.1,lncRNA,0.29444182,8.188455,6.9710545e-15,8.188455
KIAA0040,protein_coding,0.92110205,8.186463,6.7842045e-15,8.186463
BOK,protein_coding,1.0177124,8.185255,9.319676e-15,8.185255
ZC3H8,protein_coding,0.5685816,8.183157,6.8711736e-15,8.183157
AC067930.4,lncRNA,-0.4961747,-8.181876,7.19776e-15,8.181876
AL591926.6,processed_pseudogene,-0.74353683,-8.18088,6.3915526e-15,8.18088
CHL1-AS2,lncRNA,0.8470216,8.1808,1.6913664e-14,8.1808
FAM86JP,transcribed_unprocessed_pseudogene,0.52543604,8.179309,6.943241e-15,8.179309
RNU6-419P,snRNA,-0.8029578,-8.179055,9.670356e-15,8.179055
AC006581.2,lncRNA,-0.49245727,-8.178166,6.973649e-15,8.178166
TEX26,protein_coding,0.97880805,8.175833,1.5513634e-14,8.175833
GYG2,protein_coding,1.177186,8.175666,8.149954e-15,8.175666
CMTM2,protein_coding,0.45765316,8.175416,1.4123564e-14,8.175416
CKMT2,protein_coding,-0.7041998,-8.17495,6.7683303e-15,8.17495
AJ011932.1,lncRNA,0.78011036,8.174511,9.293283e-15,8.174511
MON1B,protein_coding,0.5961857,8.172986,6.9474896e-15,8.172986
SCX,protein_coding,1.1395947,8.172317,1.0424086e-14,8.172317
CENPV,protein_coding,1.2986169,8.171754,1.3685477e-14,8.171754
MVB12B,protein_coding,0.8043697,8.17089,8.073925e-15,8.17089
NDEL1,protein_coding,0.48440838,8.169237,8.377334e-15,8.169237
KLHDC8A,protein_coding,1.2580843,8.167006,7.6933e-15,8.167006
ELF4,protein_coding,0.75716114,8.166301,7.577083e-15,8.166301
CAPS,protein_coding,1.1462655,8.166046,1.15327856e-14,8.166046
CCDC80,protein_coding,0.8952613,8.16601,7.267854e-15,8.16601
MLH1,protein_coding,0.44403648,8.165791,9.373723e-15,8.165791
RNU6-1209P,snRNA,-0.74250084,-8.165462,7.9292965e-15,8.165462
CD302,protein_coding,0.66266465,8.162326,7.456608e-15,8.162326
AC003965.1,lncRNA,0.5217351,8.161991,1.4076964e-14,8.161991
APOC1P1,transcribed_unprocessed_pseudogene,0.6763184,8.161824,1.2637187e-14,8.161824
PANTR1,lncRNA,0.8781295,8.161632,8.937614e-15,8.161632
MXD3,protein_coding,0.7886429,8.160783,1.1875954e-14,8.160783
FAM193A,protein_coding,0.5920563,8.158988,7.460275e-15,8.158988
AC111186.1,processed_pseudogene,-0.7047522,-8.1589575,7.42014e-15,8.1589575
FCRLB,protein_coding,0.5949142,8.156169,9.094293e-15,8.156169
AC108215.1,TEC,-0.72685677,-8.155747,1.1317937e-14,8.155747
MPV17L,protein_coding,0.7016752,8.155217,1.1008846e-14,8.155217
Y_RNA,misc_RNA,-0.6399375,-8.153821,9.215375e-15,8.153821
AC023421.2,lncRNA,-0.87415874,-8.152576,1.1923138e-14,8.152576
PPIAP35,processed_pseudogene,0.39409745,8.150573,9.396365e-15,8.150573
ISL2,protein_coding,0.6071169,8.15016,1.9932979e-14,8.15016
GAPVD1,protein_coding,-0.5233393,-8.14975,7.9573e-15,8.14975
RPS17,protein_coding,0.49349713,8.149715,8.559399e-15,8.149715
AC002401.3,lncRNA,-0.4461183,-8.149201,9.144544e-15,8.149201
AL109918.1,transcribed_unprocessed_pseudogene,0.77023005,8.147513,8.181477e-15,8.147513
P2RY6,protein_coding,0.7413652,8.141966,1.2616975e-14,8.141966
TMEM147-AS1,lncRNA,0.60395026,8.140929,9.652062e-15,8.140929
NDC80,protein_coding,0.94616866,8.13947,8.566709e-15,8.13947
CCPG1,protein_coding,0.51355755,8.13792,9.151082e-15,8.13792
AL138960.1,lncRNA,0.75227594,8.137502,1.1791602e-14,8.137502
AC019181.1,processed_pseudogene,-0.59908843,-8.137378,1.1392059e-14,8.137378
SPATA5L1,protein_coding,0.5282147,8.135535,8.897624e-15,8.135535
AC011445.1,lncRNA,0.8215177,8.135518,1.0967995e-14,8.135518
C15orf48,protein_coding,0.6961192,8.135224,4.1534067e-14,8.135224
RNU6-828P,snRNA,-0.7168639,-8.132305,8.937326e-15,8.132305
IPO7,protein_coding,0.6028981,8.131867,1.1373645e-14,8.131867
KAT14,protein_coding,0.5486176,8.131703,9.893428e-15,8.131703
MT1H,protein_coding,1.0813984,8.131423,1.9807105e-14,8.131423
AC011472.1,lncRNA,0.62828887,8.130744,9.103321e-15,8.130744
DNAJC9,protein_coding,0.52294827,8.130246,9.038239e-15,8.130246
AC005165.2,processed_pseudogene,-0.44497722,-8.130031,9.169895e-15,8.130031
THNSL1,protein_coding,0.6000142,8.129738,1.0101319e-14,8.129738
RNU2-58P,snRNA,-0.5997557,-8.128927,1.402806e-14,8.128927
NSUN4,protein_coding,0.40755725,8.128573,1.1566338e-14,8.128573
AC084880.3,lncRNA,-0.75942624,-8.128465,9.859252e-15,8.128465
TMEM150C,protein_coding,0.7606158,8.128361,9.350893e-15,8.128361
NPR2,protein_coding,0.67926383,8.128342,9.434026e-15,8.128342
GUCY1B1,protein_coding,0.7971988,8.128119,9.6859336e-15,8.128119
SDC4,protein_coding,1.1465306,8.126433,1.2413448e-14,8.126433
RAB33B,protein_coding,0.49805236,8.126394,9.463274e-15,8.126394
LIN37,protein_coding,0.3769381,8.12562,9.681001e-15,8.12562
RNU6-375P,snRNA,-0.62961817,-8.124699,1.4313237e-14,8.124699
KCTD2,protein_coding,0.62724304,8.123294,9.624881e-15,8.123294
AC112191.2,processed_pseudogene,0.5888777,8.12293,9.533835e-15,8.12293
RTP4,protein_coding,0.8587172,8.122787,1.3097859e-14,8.122787
DTWD2,protein_coding,0.43554187,8.1227,9.785114e-15,8.1227
TLCD5,protein_coding,0.58506846,8.12213,1.0302398e-14,8.12213
PLD2,protein_coding,0.6907096,8.120849,9.86096e-15,8.120849
AGFG1,protein_coding,0.54122686,8.120624,2.0647402e-14,8.120624
PPP1R32,protein_coding,0.72833145,8.119778,1.1372951e-14,8.119778
RAB26,protein_coding,0.74438167,8.119512,1.766734e-14,8.119512
ASCC3,protein_coding,-0.6802311,-8.117961,1.0972502e-14,8.117961
TRAF2,protein_coding,0.5825794,8.117903,9.8919675e-15,8.117903
AL645728.2,transcribed_unprocessed_pseudogene,0.6106875,8.117727,1.9626938e-14,8.117727
TET2,protein_coding,-0.59588504,-8.117226,1.2189593e-14,8.117226
MCL1,protein_coding,0.6670356,8.1168585,1.2230061e-14,8.1168585
AC016769.3,processed_pseudogene,0.66531265,8.11539,6.7152894e-14,8.11539
ARRDC2,protein_coding,0.6927829,8.114573,1.06519e-14,8.114573
LINC02285,lncRNA,0.42247695,8.114465,3.5504528e-14,8.114465
KCTD3,protein_coding,0.6221242,8.1139145,1.1076237e-14,8.1139145
DOK4,protein_coding,0.74101496,8.112277,1.1357661e-14,8.112277
NCBP2-AS1,lncRNA,-0.6540712,-8.111273,1.0407565e-14,8.111273
SLC2A1,protein_coding,0.80923796,8.108936,1.2109883e-14,8.108936
ANKS6,protein_coding,0.59989214,8.108279,1.0519358e-14,8.108279
AL118558.4,lncRNA,0.5479659,8.107309,1.4502371e-14,8.107309
MIR378A,miRNA,-0.7751577,-8.104825,1.1904472e-14,8.104825
MTSS2,protein_coding,0.908494,8.103417,1.2717957e-14,8.103417
CAVIN1,protein_coding,0.97574186,8.102076,1.20281186e-14,8.102076
UGCG,protein_coding,0.7074156,8.101812,1.10568e-14,8.101812
VN1R84P,unprocessed_pseudogene,-0.91103387,-8.101649,1.27391595e-14,8.101649
FAM72B,protein_coding,0.4887094,8.10067,1.1377542e-14,8.10067
TUBA3D,protein_coding,-0.5171934,-8.098104,1.2508951e-14,8.098104
SLC43A1,protein_coding,0.5363035,8.096308,1.1861035e-14,8.096308
HAGLR,lncRNA,1.0139339,8.095653,2.239841e-14,8.095653
CNTROB,protein_coding,0.6465626,8.095574,1.1513064e-14,8.095574
KRT8P12,transcribed_processed_pseudogene,0.59903026,8.09491,1.1614602e-14,8.09491
ZGRF1,protein_coding,-0.7270435,-8.094879,1.2065848e-14,8.094879
STAT1,protein_coding,0.80343676,8.0942,1.218312e-14,8.0942
HOXB7,protein_coding,1.3708963,8.088994,2.2496812e-14,8.088994
ARHGAP9,protein_coding,0.6432166,8.088109,1.3587344e-14,8.088109
AC114744.1,processed_pseudogene,-0.3677203,-8.087266,1.214014e-14,8.087266
TNFRSF18,protein_coding,0.711668,8.086309,2.6983544e-14,8.086309
AC018638.2,processed_pseudogene,1.1309552,8.086199,1.2936836e-14,8.086199
AC069236.1,processed_pseudogene,-0.5304839,-8.085444,1.8872504e-14,8.085444
CCR5,protein_coding,0.8251672,8.085257,1.656079e-14,8.085257
BACE2,protein_coding,0.8167436,8.083569,1.3610623e-14,8.083569
AP003059.1,lncRNA,-0.5579055,-8.083401,1.3137426e-14,8.083401
AL033397.2,lncRNA,-0.47368312,-8.083356,1.2582957e-14,8.083356
AL162399.1,lncRNA,-0.58894515,-8.082087,1.8185945e-14,8.082087
SUB1P3,processed_pseudogene,0.6544471,8.078522,1.2996483e-14,8.078522
PKD1P4,transcribed_unprocessed_pseudogene,-0.5176517,-8.078259,1.2950751e-14,8.078259
ZNF404,protein_coding,1.0850053,8.0781355,1.4287313e-14,8.0781355
GREB1L,protein_coding,-0.74058473,-8.078112,1.3664846e-14,8.078112
TBL1X,protein_coding,0.6811013,8.076822,1.3410546e-14,8.076822
AC080038.1,lncRNA,0.773556,8.076668,1.7086904e-14,8.076668
HSF2,protein_coding,0.6616211,8.075872,1.3611088e-14,8.075872
AC010834.3,lncRNA,-0.7938287,-8.073823,1.3808446e-14,8.073823
DDX54,protein_coding,0.6417093,8.073202,1.3628326e-14,8.073202
RPL10P13,processed_pseudogene,0.5283203,8.071956,1.5080749e-14,8.071956
AL133485.1,snoRNA,-0.58931285,-8.070643,2.3725047e-14,8.070643
MIR6762,miRNA,-0.5146212,-8.070084,1.4719656e-14,8.070084
RNLS,protein_coding,0.52065444,8.069478,1.7921054e-14,8.069478
EEF1A1P4,processed_pseudogene,-0.5727341,-8.068897,1.4097293e-14,8.068897
AC022306.2,lncRNA,0.6488322,8.068813,1.4713772e-14,8.068813
GDPD2,protein_coding,1.0913424,8.068662,1.7402602e-14,8.068662
ARL4C,protein_coding,0.97480154,8.068277,1.39538116e-14,8.068277
AP003307.1,lncRNA,0.4303553,8.067682,2.1496724e-14,8.067682
SMAD4,protein_coding,0.5555837,8.06609,2.0287594e-14,8.06609
KCTD9,protein_coding,0.6429205,8.065847,1.5355872e-14,8.065847
MIR302C,miRNA,-0.6871616,-8.064879,1.4314213e-14,8.064879
GEMIN4,protein_coding,0.5290339,8.064651,1.4151215e-14,8.064651
H2BC21,protein_coding,-0.79870796,-8.06452,1.716119e-14,8.06452
AC004980.2,processed_pseudogene,-0.70971537,-8.063818,1.5793178e-14,8.063818
REEP3,protein_coding,0.6106782,8.062871,1.6490554e-14,8.062871
AC106037.2,lncRNA,-0.51131207,-8.062855,1.539562e-14,8.062855
PTPN2,protein_coding,0.5190885,8.062149,1.5567214e-14,8.062149
S100A1,protein_coding,0.55603826,8.061893,3.289551e-14,8.061893
RPL27AP5,processed_pseudogene,0.44811356,8.061686,2.0368739e-14,8.061686
TRGV7,TR_V_pseudogene,0.5687947,8.060593,3.500391e-14,8.060593
GUCY1A2,protein_coding,-0.8141761,-8.05971,1.605913e-14,8.05971
AC078899.1,processed_pseudogene,0.47393048,8.0581255,1.5631236e-14,8.0581255
AC008124.1,lncRNA,0.64765954,8.056393,1.5712082e-14,8.056393
RPL21P37,processed_pseudogene,0.4183452,8.056014,1.9658913e-14,8.056014
IDSP1,unprocessed_pseudogene,-0.45960477,-8.055491,1.6826374e-14,8.055491
AC010642.2,lncRNA,0.40922236,8.05538,1.5075765e-14,8.05538
TNK2,protein_coding,0.8566489,8.054928,1.6855419e-14,8.054928
AL731571.1,lncRNA,-0.47600323,-8.053722,1.6237364e-14,8.053722
AK8,protein_coding,0.70367825,8.052914,2.3217719e-14,8.052914
HROB,protein_coding,0.60523343,8.051356,1.724788e-14,8.051356
C1GALT1C1L,protein_coding,0.8448801,8.051161,2.1743617e-14,8.051161
CT66,lncRNA,0.49364793,8.050554,3.3234154e-14,8.050554
RPS10P16,unprocessed_pseudogene,0.5222347,8.0494585,3.0245e-14,8.0494585
ATG9A,protein_coding,0.6527772,8.048627,1.8864948e-14,8.048627
SYT2,protein_coding,-0.5707459,-8.048087,1.709958e-14,8.048087
TAF5L,protein_coding,0.52041674,8.04716,1.6255213e-14,8.04716
EMP2,protein_coding,0.93425345,8.047037,2.1929173e-14,8.047037
EIF4EBP2,protein_coding,0.6364608,8.045931,2.2581333e-14,8.045931
DDX24,protein_coding,0.57772255,8.043698,1.6909224e-14,8.043698
AC022968.1,processed_pseudogene,0.54713607,8.04308,1.6636396e-14,8.04308
C13orf46,protein_coding,-0.4548519,-8.042944,2.1334737e-14,8.042944
HFE,protein_coding,0.7025459,8.042175,2.2089698e-14,8.042175
FAM171A1,protein_coding,0.83429,8.042135,1.6498836e-14,8.042135
FRMD8,protein_coding,0.52488804,8.041655,1.732011e-14,8.041655
FRG1HP,transcribed_unprocessed_pseudogene,-0.56263757,-8.041148,1.661136e-14,8.041148
PAFAH1B2,protein_coding,0.51438856,8.041028,2.6787e-14,8.041028
AL390198.1,lncRNA,-0.4168735,-8.040583,1.7883015e-14,8.040583
DNAJC5,protein_coding,0.6234298,8.04043,1.6909737e-14,8.04043
FOXK2,protein_coding,0.54707026,8.039868,1.6876544e-14,8.039868
VPS52,protein_coding,0.53809595,8.039675,1.7144401e-14,8.039675
KAT8,protein_coding,0.45236254,8.039545,1.711129e-14,8.039545
RPRM,protein_coding,1.4969578,8.039299,3.61771e-14,8.039299
AC133552.4,unprocessed_pseudogene,-0.7241504,-8.038209,1.6963012e-14,8.038209
HACD1,protein_coding,0.5895492,8.03816,2.735988e-14,8.03816
NRADDP,transcribed_unitary_pseudogene,-0.3508798,-8.036655,2.048741e-14,8.036655
RNA5SP108,rRNA_pseudogene,-0.7815331,-8.036544,1.7409958e-14,8.036544
RNU1-88P,snRNA,-0.6754793,-8.03307,1.819016e-14,8.03307
AL592148.3,lncRNA,0.4911574,8.0323515,1.8033606e-14,8.0323515
AC090617.9,TEC,-0.717909,-8.032152,1.7659209e-14,8.032152
SYCE1L,protein_coding,0.6652051,8.03213,3.344955e-14,8.03213
PPIAP36,processed_pseudogene,-0.43445545,-8.029679,1.878112e-14,8.029679
B3GNT2,protein_coding,0.59268737,8.028025,1.8178884e-14,8.028025
SLC5A4,protein_coding,-0.47956705,-8.026922,2.0073937e-14,8.026922
OXCT1-AS1,lncRNA,0.65145075,8.026802,2.2903119e-14,8.026802
AL391422.1,processed_pseudogene,0.78565896,8.025469,2.6223364e-14,8.025469
SNHG15,lncRNA,0.841135,8.024323,2.6404888e-14,8.024323
GOLGA5,protein_coding,0.52196074,8.02311,1.9742913e-14,8.02311
Metazoa_SRP,misc_RNA,-0.5360544,-8.022744,1.8846188e-14,8.022744
SIN3B,protein_coding,0.6633792,8.022292,1.9760239e-14,8.022292
MED6,protein_coding,0.5021839,8.022168,2.6220882e-14,8.022168
RPL13AP20,processed_pseudogene,0.5236347,8.02121,1.9371803e-14,8.02121
PPP1R3E,protein_coding,0.6463125,8.021142,1.93066e-14,8.021142
FAM168B,protein_coding,0.74667597,8.020049,1.9342253e-14,8.020049
TRAPPC13P1,processed_pseudogene,0.86884177,8.018896,4.1701506e-14,8.018896
ZNF461,protein_coding,0.5231168,8.018594,1.9447524e-14,8.018594
AC095057.3,lncRNA,0.7620721,8.017895,2.1310412e-14,8.017895
GATAD1,protein_coding,0.7385359,8.017703,2.0651273e-14,8.017703
AC074050.4,lncRNA,-0.44227993,-8.016547,2.1458348e-14,8.016547
NUDT21,protein_coding,0.69653845,8.014444,2.525821e-14,8.014444
RCC2,protein_coding,0.71583176,8.014268,2.0202659e-14,8.014268
AC008758.6,protein_coding,-0.39701414,-8.013715,2.0564886e-14,8.013715
CTR9,protein_coding,0.58531,8.012257,2.044769e-14,8.012257
ZNF81,protein_coding,-0.56971955,-8.011983,2.3928034e-14,8.011983
AC092718.7,TEC,-0.4769467,-8.011628,2.3304328e-14,8.011628
AKT1,protein_coding,0.70912933,8.011287,2.2028171e-14,8.011287
DUOX1,protein_coding,-0.58111846,-8.011273,2.1933181e-14,8.011273
PPAN,protein_coding,0.5638952,8.010681,2.3388258e-14,8.010681
AP000866.2,lncRNA,-0.47765416,-8.010053,2.8320047e-14,8.010053
GINS2,protein_coding,0.83014226,8.009263,2.280672e-14,8.009263
FZD10,protein_coding,0.43444186,8.009098,3.2311075e-14,8.009098
AC099522.2,lncRNA,0.61195874,8.00851,2.2368871e-14,8.00851
RNF215,protein_coding,0.46281266,8.008136,2.0917714e-14,8.008136
CYB5R4,protein_coding,0.5417721,8.008114,2.0863306e-14,8.008114
COBL,protein_coding,0.9241152,8.006593,2.5674089e-14,8.006593
SLC52A3,protein_coding,0.6815883,8.005928,3.1275055e-14,8.005928
PRKCG,protein_coding,0.90255827,8.005046,5.69643e-14,8.005046
ATP23,protein_coding,1.0800416,8.004966,2.8522374e-14,8.004966
GPR65,protein_coding,0.7888551,8.003978,2.4738519e-14,8.003978
SIRPB1,protein_coding,0.56979525,8.003496,1.2422783e-13,8.003496
LSM3P2,processed_pseudogene,-0.49567717,-8.003413,2.910993e-14,8.003413
C1QTNF12,protein_coding,0.4745626,8.002107,3.582197e-14,8.002107
