gene,gene_type,log2FC_g0_minus_g1,t,p,abs_t
BTAF1,protein_coding,-0.6966467,-8.001914,2.1928575e-14,8.001914
SUGT1P4-STRA6LP,lncRNA,-0.4788267,-8.001654,2.466301e-14,8.001654
ITPRIP,protein_coding,0.70011187,8.0012665,2.2359445e-14,8.0012665
RTN1,protein_coding,1.1351151,8.000379,2.7626698e-14,8.000379
DGCR2,protein_coding,0.6471772,7.999023,2.2129507e-14,7.999023
PMM2,protein_coding,-0.5048063,-7.9988704,2.7453237e-14,7.9988704
HIBCH,protein_coding,0.5868287,7.992366,3.2174906e-14,7.992366
BRWD3,protein_coding,-0.67313766,-7.991139,2.5637551e-14,7.991139
HSPG2,protein_coding,-1.0553491,-7.990881,2.6439571e-14,7.990881
AC108047.1,lncRNA,0.5973344,7.9906917,2.4157868e-14,7.9906917
C1QTNF3,protein_coding,0.8561624,7.9903564,2.3980541e-14,7.9903564
CD33,protein_coding,0.6646304,7.990134,3.2574377e-14,7.990134
LINC02144,lncRNA,-0.6547239,-7.988628,3.7096157e-14,7.988628
ZNF222,protein_coding,0.5307827,7.988205,2.61214e-14,7.988205
ZFX,protein_coding,-0.5727005,-7.9878674,2.5969046e-14,7.9878674
MAST1,protein_coding,1.0203454,7.9877505,3.664478e-14,7.9877505
AL589740.1,lncRNA,-0.6720884,-7.9865522,2.7184769e-14,7.9865522
HS6ST1,protein_coding,0.70405245,7.986479,2.4434093e-14,7.986479
ZRANB3,protein_coding,-0.49260235,-7.986327,3.0730027e-14,7.986327
DCUN1D1,protein_coding,0.60962677,7.983174,5.287873e-14,7.983174
KBTBD2,protein_coding,0.63934565,7.9818935,3.1757478e-14,7.9818935
RNA5SP151,rRNA_pseudogene,-0.7035973,-7.9816093,2.840869e-14,7.9816093
FERMT3,protein_coding,0.7470894,7.980382,2.7746128e-14,7.980382
RNU7-143P,snRNA,-1.094938,-7.9800286,2.7349994e-14,7.9800286
RNA5SP284,rRNA_pseudogene,0.5674614,7.979474,9.9930806e-14,7.979474
AC009407.1,lncRNA,1.0060422,7.9791346,3.084247e-14,7.9791346
RNU6-549P,snRNA,-0.62770575,-7.978425,2.6959017e-14,7.978425
AL513477.1,transcribed_processed_pseudogene,0.72655106,7.9778824,3.1929656e-14,7.9778824
MIR644A,miRNA,-0.6945432,-7.976533,6.075763e-14,7.976533
AC016722.2,lncRNA,-0.3949631,-7.9764433,2.8218621e-14,7.9764433
AC005387.2,lncRNA,-0.57694376,-7.9757385,2.7965614e-14,7.9757385
ITGB1BP2,protein_coding,-0.5297755,-7.975548,3.2211802e-14,7.975548
CTPS1,protein_coding,0.6089368,7.9743185,2.6327961e-14,7.9743185
FAHD2CP,transcribed_unprocessed_pseudogene,0.75908256,7.9730706,2.8881743e-14,7.9730706
SLC10A4,protein_coding,1.2715948,7.9729104,4.703844e-14,7.9729104
NEK3,protein_coding,0.5913,7.972601,2.6568232e-14,7.972601
GDF15,protein_coding,1.2590194,7.97127,3.2727703e-14,7.97127
HES7,protein_coding,0.49821526,7.970822,7.0050634e-14,7.970822
MICA,protein_coding,0.7172606,7.970477,2.831444e-14,7.970477
CSMD1,protein_coding,-0.8150697,-7.969824,2.7347517e-14,7.969824
AL645768.1,lncRNA,-0.5480864,-7.9696445,3.310563e-14,7.9696445
ZNF436-AS1,lncRNA,0.5778451,7.9695864,3.026788e-14,7.9695864
NEURL3,protein_coding,0.6027237,7.9693995,4.4310015e-14,7.9693995
AL021937.4,lncRNA,-0.5666056,-7.9689894,2.7460366e-14,7.9689894
ANKRD29,protein_coding,0.55729526,7.9689465,5.2514315e-14,7.9689465
RPL29P19,processed_pseudogene,0.61071616,7.9673347,4.3068813e-14,7.9673347
MB,protein_coding,0.5564648,7.96719,6.911818e-14,7.96719
WASH2P,transcribed_unprocessed_pseudogene,0.56578994,7.9661293,2.8032921e-14,7.9661293
SMOC2,protein_coding,0.9281497,7.9655147,3.772571e-14,7.9655147
XPO6,protein_coding,0.5806856,7.965283,2.8500954e-14,7.965283
SOHLH2,protein_coding,0.50130284,7.964339,9.4736685e-14,7.964339
COX6B1P1,processed_pseudogene,-0.5103982,-7.9633327,2.8905575e-14,7.9633327
AC096540.1,lncRNA,0.48179817,7.963106,3.326501e-14,7.963106
AC099568.2,lncRNA,0.5722868,7.962776,4.0102656e-14,7.962776
AC138207.9,lncRNA,-0.74282694,-7.9623275,2.9575565e-14,7.9623275
OBSCN,protein_coding,-0.5282026,-7.9614396,3.617002e-14,7.9614396
ATP1A1-AS1,lncRNA,-0.45375848,-7.9600105,4.7982312e-14,7.9600105
SCARA3,protein_coding,0.84735584,7.9600043,2.8986616e-14,7.9600043
AHCYL1,protein_coding,0.93363476,7.9596972,2.918883e-14,7.9596972
CLUAP1,protein_coding,0.50531006,7.958011,2.9681905e-14,7.958011
LINC01141,lncRNA,0.7616315,7.9579396,3.900267e-14,7.9579396
USP27X-AS1,lncRNA,0.4056778,7.9576025,3.455886e-14,7.9576025
Y_RNA,misc_RNA,-0.71817017,-7.956119,3.114483e-14,7.956119
ASB7,protein_coding,0.44683123,7.954865,3.5092135e-14,7.954865
CSRP2,protein_coding,0.92564154,7.9545684,3.0168654e-14,7.9545684
DLEU2,lncRNA,-0.6082114,-7.954396,3.7313326e-14,7.954396
DHCR24,protein_coding,1.0084157,7.95273,3.5637136e-14,7.95273
AC022154.1,lncRNA,-0.36217225,-7.950983,3.602894e-14,7.950983
GOLIM4,protein_coding,0.8005295,7.950927,3.06655e-14,7.950927
AC006449.5,lncRNA,0.5458929,7.9494314,3.8358822e-14,7.9494314
DCAF7,protein_coding,0.66666365,7.9484334,3.1199103e-14,7.9484334
AC004832.5,lncRNA,-0.7468182,-7.948177,3.3245884e-14,7.948177
TAFA3,protein_coding,0.9123714,7.9478097,7.127138e-14,7.9478097
GRTP1,protein_coding,0.65494514,7.947204,4.0960545e-14,7.947204
MAL,protein_coding,1.4074051,7.9468875,4.3179703e-14,7.9468875
AC093162.1,unprocessed_pseudogene,-0.69910336,-7.946557,3.2701967e-14,7.946557
TASOR2,protein_coding,-0.68437076,-7.946072,3.3761734e-14,7.946072
ISG20,protein_coding,0.56614196,7.945971,4.073435e-14,7.945971
IER5L,protein_coding,0.80369663,7.944498,4.1928527e-14,7.944498
PTMAP8,processed_pseudogene,0.5282279,7.9441695,3.3664945e-14,7.9441695
SNHG12,lncRNA,0.5939503,7.9437857,3.4726887e-14,7.9437857
NPAS2,protein_coding,0.7193531,7.9437304,4.0924224e-14,7.9437304
TCTEX1D1,protein_coding,1.2737088,7.941665,6.6300325e-14,7.941665
NAP1L2,protein_coding,1.0084677,7.9414916,3.8448492e-14,7.9414916
CFI,protein_coding,0.8709589,7.941161,4.7598356e-14,7.941161
LACC1,protein_coding,0.692238,7.9408236,3.48661e-14,7.9408236
KIF18B,protein_coding,1.0084987,7.9394875,4.341768e-14,7.9394875
AC131212.3,TEC,-0.63432,-7.9376473,3.3554163e-14,7.9376473
AC074134.1,processed_pseudogene,-0.37176025,-7.937588,3.734486e-14,7.937588
AC092794.1,lncRNA,0.63915944,7.9358277,3.461753e-14,7.9358277
AL513548.4,lncRNA,-0.4380755,-7.934853,4.117126e-14,7.934853
AC002070.1,lncRNA,0.3737961,7.9338875,4.5621964e-14,7.9338875
SEMA6C,protein_coding,0.8221245,7.9329143,3.6713427e-14,7.9329143
AC046134.2,lncRNA,-0.47575748,-7.932671,4.9398572e-14,7.932671
SHTN1,protein_coding,0.8662803,7.9325027,3.603833e-14,7.9325027
MAP4K2,protein_coding,0.54966664,7.931888,3.487305e-14,7.931888
AL163051.1,lncRNA,0.44924414,7.9318724,4.7992924e-14,7.9318724
AC144652.1,lncRNA,0.71307325,7.9318585,4.6126074e-14,7.9318585
IL1RN,protein_coding,0.9220464,7.930988,6.334803e-14,7.930988
ANXA1,protein_coding,1.1120992,7.9305124,4.0336143e-14,7.9305124
KRIT1,protein_coding,0.6154305,7.9304247,3.7429522e-14,7.9304247
AC114748.1,snoRNA,-0.7292151,-7.929712,3.6330588e-14,7.929712
C12orf45,protein_coding,-0.5248754,-7.9265265,6.3352894e-14,7.9265265
GTF2IRD1,protein_coding,0.61870885,7.9264874,3.6261514e-14,7.9264874
MPZL2,protein_coding,0.6757138,7.9243217,4.6641612e-14,7.9243217
AC110995.1,lncRNA,0.65534043,7.924161,5.1166848e-14,7.924161
Y_RNA,misc_RNA,-0.59147656,-7.9229317,4.0683507e-14,7.9229317
OSBPL7,protein_coding,0.6268811,7.9229,3.9075378e-14,7.9229
AC009318.4,lncRNA,0.6768776,7.920978,4.4619842e-14,7.920978
WDR26,protein_coding,0.6083584,7.920432,5.684615e-14,7.920432
WNT7B,protein_coding,0.91341686,7.9201756,1.0322313e-13,7.9201756
AP001052.1,pseudogene,-0.9548336,-7.919794,4.243023e-14,7.919794
CDH5,protein_coding,0.7847798,7.919766,4.0848323e-14,7.919766
HES6,protein_coding,1.3034701,7.91953,3.9518112e-14,7.91953
SRP68P3,unprocessed_pseudogene,-0.6093672,-7.917134,4.1190203e-14,7.917134
SYBU,protein_coding,0.77887964,7.915225,4.452745e-14,7.915225
BPTF,protein_coding,-0.7239418,-7.91499,3.930653e-14,7.91499
XPC-AS1,lncRNA,-0.50784683,-7.914671,4.1727177e-14,7.914671
AACS,protein_coding,0.42635918,7.914506,3.939189e-14,7.914506
ZXDA,protein_coding,-0.56634665,-7.9136906,4.0334872e-14,7.9136906
AC104581.4,TEC,-0.3788783,-7.912263,4.3221547e-14,7.912263
KDM4D,protein_coding,0.50256157,7.912022,4.119868e-14,7.912022
USP42,protein_coding,0.5641043,7.9116735,4.0890404e-14,7.9116735
SRSF12,protein_coding,0.64762425,7.9108214,4.1934426e-14,7.9108214
HMOX1,protein_coding,1.1168194,7.9106793,4.0308377e-14,7.9106793
GSN,protein_coding,0.7557421,7.9104996,4.0254746e-14,7.9104996
EFS,protein_coding,0.8702359,7.910129,4.128973e-14,7.910129
SUPT3H,protein_coding,0.54635,7.9096675,4.0521074e-14,7.9096675
APOBEC3H,protein_coding,0.46824372,7.909001,7.2583995e-14,7.909001
GALNS,protein_coding,0.5514283,7.906479,4.158005e-14,7.906479
NOC2L,protein_coding,0.6554775,7.9058948,4.2531937e-14,7.9058948
PALMD,protein_coding,0.59605,7.905846,4.3492103e-14,7.905846
NAV3,protein_coding,-0.9023864,-7.904812,4.2103355e-14,7.904812
FAM124A,protein_coding,0.6623447,7.9045467,4.4898936e-14,7.9045467
PIFO,protein_coding,1.0850616,7.904003,5.828661e-14,7.904003
OSBP,protein_coding,0.5434923,7.9031224,5.001061e-14,7.9031224
RAB42,protein_coding,0.73406935,7.9030676,4.5183604e-14,7.9030676
AL078621.2,lncRNA,0.42761114,7.902279,6.524512e-14,7.902279
LINC02664,lncRNA,-0.48150843,-7.901275,5.784236e-14,7.901275
GSR,protein_coding,0.43840742,7.9007683,4.5049834e-14,7.9007683
PSPC1P1,unprocessed_pseudogene,0.4079283,7.900114,6.055705e-14,7.900114
RPS15AP5,processed_pseudogene,0.39716172,7.899737,7.755982e-14,7.899737
RNU5A-8P,snRNA,-0.67395127,-7.899707,7.537116e-14,7.899707
OXCT1,protein_coding,0.6529565,7.899397,4.523167e-14,7.899397
TRAPPC2,protein_coding,0.49676418,7.8988514,4.580751e-14,7.8988514
SCN4B,protein_coding,1.097368,7.8982716,5.3246866e-14,7.8982716
ZFYVE1,protein_coding,0.60562205,7.8981333,4.3768872e-14,7.8981333
GGCTP1,processed_pseudogene,0.5058586,7.898016,7.1056855e-14,7.898016
RCAN1,protein_coding,0.9977536,7.8979287,5.0430925e-14,7.8979287
AC005753.2,lncRNA,-0.55760187,-7.896843,6.384129e-14,7.896843
ABCC6P2,transcribed_unprocessed_pseudogene,0.5173707,7.89468,8.0808176e-14,7.89468
AC107031.1,lncRNA,-0.43853682,-7.894407,4.5527526e-14,7.894407
ESR2,protein_coding,-0.5863926,-7.893899,4.7038037e-14,7.893899
OAS2,protein_coding,1.0711467,7.8934884,6.7022715e-14,7.8934884
ALG9,protein_coding,0.52157974,7.892246,4.5723482e-14,7.892246
OGDH,protein_coding,0.5685725,7.8922405,4.569637e-14,7.8922405
PARD3-AS1,lncRNA,0.6325559,7.891745,6.974922e-14,7.891745
OLFM1,protein_coding,1.2609868,7.891362,5.6051247e-14,7.891362
GTF2A1,protein_coding,0.63251543,7.8902993,5.96399e-14,7.8902993
TMEM179,protein_coding,1.1255507,7.8894644,8.477167e-14,7.8894644
PMAIP1,protein_coding,0.9854754,7.8892264,6.06241e-14,7.8892264
EXTL3-AS1,lncRNA,0.5711358,7.8892255,9.3253835e-14,7.8892255
RADIL,protein_coding,0.641536,7.886878,5.5046005e-14,7.886878
PITX1,protein_coding,1.1517988,7.8865147,1.1477021e-13,7.8865147
NECAB3,protein_coding,0.60959435,7.8836913,4.8260756e-14,7.8836913
C12orf4,protein_coding,0.5246582,7.8834643,6.616992e-14,7.8834643
MGP,protein_coding,1.2819657,7.882725,5.7549065e-14,7.882725
HCG18,lncRNA,-0.5860722,-7.882443,7.605353e-14,7.882443
SPTSSB,protein_coding,0.8185967,7.8815594,6.9984776e-14,7.8815594
AC027644.3,lncRNA,-0.49631435,-7.8807073,7.970316e-14,7.8807073
PACSIN2,protein_coding,0.63949585,7.879768,4.953992e-14,7.879768
PECR,protein_coding,0.4017818,7.879476,5.294794e-14,7.879476
AL031667.3,lncRNA,-0.46963477,-7.878624,8.213597e-14,7.878624
UBA6-AS1,lncRNA,0.39090133,7.8781667,5.3900657e-14,7.8781667
TCIM,protein_coding,1.1116276,7.877841,5.365392e-14,7.877841
AP005482.2,lncRNA,0.48684752,7.877683,5.1758087e-14,7.877683
CCND2-AS1,lncRNA,0.56043136,7.877171,5.349243e-14,7.877171
RNA5SP490,rRNA_pseudogene,-0.7627748,-7.8763905,5.20932e-14,7.8763905
TMC8,protein_coding,0.65879107,7.87611,5.4579303e-14,7.87611
Z95115.1,lncRNA,0.6352036,7.8748713,5.1155837e-14,7.8748713
LMNB2,protein_coding,0.82455873,7.8746824,5.3957015e-14,7.8746824
RAD54B,protein_coding,0.4154204,7.8744044,5.1770752e-14,7.8744044
NCALD,protein_coding,0.88212466,7.873962,5.4573845e-14,7.873962
FAF2,protein_coding,0.5371833,7.872807,5.7219305e-14,7.872807
TNFAIP8L2,protein_coding,0.71684575,7.8725524,7.589121e-14,7.8725524
CLEC2B,protein_coding,0.95257854,7.87234,7.0107555e-14,7.87234
ADM5,protein_coding,0.4466188,7.871624,6.422634e-14,7.871624
AL049552.1,lncRNA,-0.81647575,-7.871492,5.2428246e-14,7.871492
MRPL42,protein_coding,0.54415274,7.870619,7.029319e-14,7.870619
OTX1,protein_coding,1.136732,7.8700624,1.1801503e-13,7.8700624
AC025171.3,lncRNA,-0.56182206,-7.869541,5.403775e-14,7.869541
GFM1,protein_coding,0.47819567,7.8691597,7.0477614e-14,7.8691597
HIF1A,protein_coding,0.77743244,7.868915,5.398321e-14,7.868915
PCDHGA4,protein_coding,-0.9346715,-7.867979,5.9364074e-14,7.867979
AC011447.3,lncRNA,-0.435978,-7.867792,7.171048e-14,7.867792
SHLD2,protein_coding,0.5794413,7.866416,7.1023096e-14,7.866416
NPIPB11,protein_coding,0.5135927,7.8644185,1.2288555e-13,7.8644185
KANSL1-AS1,lncRNA,0.9191146,7.8629203,8.8680263e-14,7.8629203
AC106782.5,lncRNA,0.49333793,7.862218,8.268112e-14,7.862218
CDK5RAP1,protein_coding,0.47272348,7.86069,5.786611e-14,7.86069
YWHABP2,processed_pseudogene,-0.37250787,-7.8602962,7.1907236e-14,7.8602962
AL391807.1,lncRNA,0.8868238,7.8589973,6.65468e-14,7.8589973
PDCL3P5,processed_pseudogene,-0.58857906,-7.8583755,7.627954e-14,7.8583755
SNORA2C,snoRNA,-0.58944297,-7.857038,5.843192e-14,7.857038
AP001610.2,lncRNA,-0.5176908,-7.8569684,6.858666e-14,7.8569684
RN7SKP272,misc_RNA,-0.5918875,-7.8546495,6.075164e-14,7.8546495
AC011008.1,lncRNA,0.3703065,7.8546166,9.3625635e-14,7.8546166
BEST4,protein_coding,0.73858297,7.8529615,1.0760076e-13,7.8529615
FAM166C,protein_coding,0.6007732,7.852135,1.5240061e-13,7.852135
AC100832.1,processed_pseudogene,-0.6608773,-7.851538,7.524006e-14,7.851538
AL132718.1,lncRNA,-0.61913717,-7.8509955,9.555126e-14,7.8509955
ERICH1,protein_coding,0.51048553,7.8508053,7.170142e-14,7.8508053
AP1B1,protein_coding,0.5773783,7.8500214,6.420369e-14,7.8500214
TMEM62,protein_coding,0.5139885,7.849357,6.5272386e-14,7.849357
AP005136.1,snoRNA,-0.6611059,-7.8489146,7.5913146e-14,7.8489146
APC,protein_coding,-0.79309845,-7.8484163,6.359926e-14,7.8484163
REPIN1-AS1,lncRNA,0.59031224,7.8479867,6.129548e-14,7.8479867
DNAJC10,protein_coding,0.57614684,7.847909,9.126053e-14,7.847909
BRD3,protein_coding,0.732064,7.846499,6.490344e-14,7.846499
STN1,protein_coding,0.38331342,7.8453507,6.2564076e-14,7.8453507
PIGO,protein_coding,0.48574448,7.844769,6.312929e-14,7.844769
REV3L,protein_coding,-0.92647576,-7.8431983,6.376689e-14,7.8431983
H1-10-AS1,lncRNA,0.5486573,7.843052,7.4968806e-14,7.843052
FUBP3,protein_coding,0.61849403,7.842863,6.4255e-14,7.842863
NUP214,protein_coding,0.5880718,7.8421354,6.483054e-14,7.8421354
HMGN2P8,processed_pseudogene,0.4448247,7.841846,1.00396145e-13,7.841846
ZDHHC5,protein_coding,0.51783705,7.8416457,7.4896286e-14,7.8416457
AC023794.1,lncRNA,-0.55606246,-7.8410687,9.484421e-14,7.8410687
KIAA0895L,protein_coding,0.8407302,7.840897,7.01751e-14,7.840897
AL356740.2,lncRNA,-0.53985786,-7.840498,6.507467e-14,7.840498
MIR641,miRNA,-0.9520291,-7.8397145,7.371812e-14,7.8397145
RIN1,protein_coding,0.8709016,7.838658,7.8710564e-14,7.838658
UBFD1,protein_coding,0.5940552,7.8384967,6.76966e-14,7.8384967
PKNOX2-AS1,lncRNA,0.4659091,7.838158,1.6157087e-13,7.838158
AP001029.2,lncRNA,-0.3920995,-7.8380995,7.4062365e-14,7.8380995
AC005329.3,lncRNA,-0.42420316,-7.8362923,6.718622e-14,7.8362923
ANO7,protein_coding,0.38946456,7.835262,8.414968e-14,7.835262
MTERF2,protein_coding,0.6148977,7.8346105,7.633616e-14,7.8346105
AL596094.1,lncRNA,0.5570605,7.834131,6.987788e-14,7.834131
AC108727.1,lncRNA,-0.5936987,-7.8333187,9.1012714e-14,7.8333187
HOOK2,protein_coding,0.71519566,7.8330398,7.8472744e-14,7.8330398
TAF6L,protein_coding,0.47734427,7.8297844,6.921737e-14,7.8297844
AL159169.2,lncRNA,0.68481326,7.8296137,7.4013536e-14,7.8296137
AC107993.1,lncRNA,-0.4181507,-7.8295712,9.078459e-14,7.8295712
GNB1L,protein_coding,0.46477175,7.829427,7.7169025e-14,7.829427
AC007485.2,TEC,0.7118068,7.8282175,7.281535e-14,7.8282175
HLX,protein_coding,0.5968021,7.8275547,1.0548796e-13,7.8275547
RPL7P6,processed_pseudogene,0.46499586,7.827242,7.6792576e-14,7.827242
ADGRL3,protein_coding,-0.9235325,-7.8256335,7.1303796e-14,7.8256335
PIM1,protein_coding,0.75445986,7.825517,7.431559e-14,7.825517
AC007114.1,lncRNA,0.5863209,7.825353,9.29327e-14,7.825353
PCDHGA12,protein_coding,-1.0342499,-7.8250794,1.2331764e-13,7.8250794
TRIM25,protein_coding,0.54639745,7.8249955,7.437297e-14,7.8249955
EIPR1-IT1,lncRNA,-0.5995904,-7.823896,7.4506814e-14,7.823896
MOB3C,protein_coding,0.51707387,7.8237457,7.23143e-14,7.8237457
AL139156.2,processed_pseudogene,0.5200286,7.8232455,7.4005153e-14,7.8232455
TSSK3,protein_coding,-0.37983024,-7.823228,8.242561e-14,7.823228
PDZK1IP1,protein_coding,0.9018854,7.822111,1.8782515e-13,7.822111
SLAMF7,protein_coding,0.47880197,7.8214054,1.7372689e-13,7.8214054
XRN1,protein_coding,-0.6135645,-7.820098,1.0468989e-13,7.820098
MIR4257,miRNA,-0.86700326,-7.8198347,7.436332e-14,7.8198347
CNOT10,protein_coding,0.4937408,7.8191566,1.0181041e-13,7.8191566
IL17RB,protein_coding,0.7897525,7.817932,7.801752e-14,7.817932
THAP5P1,processed_pseudogene,-0.70965636,-7.817393,9.261757e-14,7.817393
AC119424.1,lncRNA,-0.8271481,-7.8168445,8.409746e-14,7.8168445
LMBR1,protein_coding,0.56794167,7.816313,8.973758e-14,7.816313
IQCD,protein_coding,0.61848366,7.8159356,9.5344075e-14,7.8159356
AC104590.1,lncRNA,0.52347857,7.815135,1.3282303e-13,7.815135
NAT16,protein_coding,0.99119717,7.8139014,1.8666396e-13,7.8139014
PPIP5K1,protein_coding,0.4587009,7.81366,7.711639e-14,7.81366
S100A3,protein_coding,0.9390724,7.8125753,9.3680604e-14,7.8125753
BPIFB2,protein_coding,0.7332551,7.810746,3.0768904e-13,7.810746
PNMA6A,protein_coding,0.8172841,7.808177,1.2420146e-13,7.808177
SCRT2,protein_coding,0.97600377,7.8077154,5.7465415e-13,7.8077154
DDR1,protein_coding,0.8173404,7.807401,8.376974e-14,7.807401
LYPD1,protein_coding,0.8628156,7.8041973,9.083896e-14,7.8041973
KCNE5,protein_coding,1.5237807,7.804097,1.5852292e-13,7.804097
RCL1,protein_coding,0.4962921,7.8039856,8.2552495e-14,7.8039856
CEP57,protein_coding,0.58269954,7.803924,1.0148298e-13,7.803924
AC087222.1,lncRNA,-0.7224899,-7.8033957,8.274855e-14,7.8033957
GAS6-DT,lncRNA,0.59199524,7.8032765,1.2656442e-13,7.8032765
CTIF,protein_coding,0.71194386,7.8019586,8.344748e-14,7.8019586
FABP7,protein_coding,1.416606,7.800682,9.335777e-14,7.800682
AC145423.2,lncRNA,-0.67137146,-7.8004627,8.5519604e-14,7.8004627
EFCAB14,protein_coding,0.56559753,7.798774,9.495508e-14,7.798774
MRPS25,protein_coding,0.5304384,7.7978144,1.05801706e-13,7.7978144
TAOK3,protein_coding,0.6072018,7.7977767,8.9609764e-14,7.7977767
CPNE3,protein_coding,0.51576567,7.7956357,8.7227466e-14,7.7956357
LIMS2,protein_coding,1.2885392,7.7952375,1.0258513e-13,7.7952375
NEFM,protein_coding,1.2225401,7.795058,3.1413611e-13,7.795058
PURB,protein_coding,0.62116575,7.7924566,1.0285819e-13,7.7924566
SLC30A6,protein_coding,0.4905095,7.792113,1.23503e-13,7.792113
AC090617.5,lncRNA,-0.6084981,-7.791791,9.293551e-14,7.791791
AC004921.1,lncRNA,0.507357,7.7912035,1.9797835e-13,7.7912035
BCL2L2,protein_coding,0.68018126,7.790795,9.044645e-14,7.790795
DPY19L4,protein_coding,0.598155,7.79034,1.1276275e-13,7.79034
Y_RNA,misc_RNA,-0.5765589,-7.790318,1.0356433e-13,7.790318
AL592148.1,processed_pseudogene,-0.5565888,-7.7903075,1.1221751e-13,7.7903075
ACOX2,protein_coding,0.8298948,7.7888565,1.0502141e-13,7.7888565
ATG2B,protein_coding,-0.62034917,-7.787669,9.872168e-14,7.787669
GTDC1,protein_coding,0.41172004,7.787141,1.3137313e-13,7.787141
AC000123.1,lncRNA,-0.84848034,-7.785928,1.2121792e-13,7.785928
AGFG2,protein_coding,0.63805723,7.7857413,9.293473e-14,7.7857413
LTB4R,protein_coding,0.70794964,7.7844825,1.07780355e-13,7.7844825
AC023908.3,lncRNA,0.39147556,7.7805305,1.2017689e-13,7.7805305
SLC19A2,protein_coding,0.56962943,7.778723,9.768938e-14,7.778723
HOMEZ,protein_coding,0.47102952,7.7778983,1.10214416e-13,7.7778983
GAS1,protein_coding,1.177691,7.7767434,1.232435e-13,7.7767434
ARMC2,protein_coding,-0.5342672,-7.77668,9.888966e-14,7.77668
RASSF7,protein_coding,0.67686415,7.776199,1.1014161e-13,7.776199
FNDC5,protein_coding,0.92122006,7.775974,1.2539957e-13,7.775974
INKA2,protein_coding,0.8318529,7.7756696,1.1669795e-13,7.7756696
AC079610.2,lncRNA,0.6584757,7.774452,1.6209378e-13,7.774452
DNAJA4,protein_coding,0.6757586,7.773294,1.0400579e-13,7.773294
RNF175,protein_coding,0.7665874,7.772847,1.708885e-13,7.772847
AC244517.12,lncRNA,-0.76258945,-7.7718205,1.04699615e-13,7.7718205
MYOM2,protein_coding,0.5575597,7.77135,1.1950784e-13,7.77135
SOX13,protein_coding,0.8942926,7.7713475,1.1063854e-13,7.7713475
C2CD4C,protein_coding,0.8230052,7.769703,1.5514287e-13,7.769703
AL157400.4,lncRNA,-0.48202026,-7.76871,1.4220004e-13,7.76871
ZCCHC18,protein_coding,0.7353904,7.7685647,1.2186794e-13,7.7685647
NCOA2,protein_coding,-0.6085727,-7.768135,1.09626047e-13,7.768135
DIPK1C,protein_coding,1.0510387,7.7681174,1.1423126e-13,7.7681174
IFIT3,protein_coding,0.9734788,7.7670727,1.2779852e-13,7.7670727
MIB2,protein_coding,0.6569152,7.764823,1.11556347e-13,7.764823
EEF1AKMT3,protein_coding,1.2275074,7.7645154,1.3641996e-13,7.7645154
NIN,protein_coding,-0.7543931,-7.764114,1.1613143e-13,7.764114
PARD6G,protein_coding,0.5782933,7.762089,1.08844316e-13,7.762089
SNORA65,snoRNA,-0.6206987,-7.7615876,1.1826817e-13,7.7615876
HNRNPU,protein_coding,0.7196846,7.761287,1.2759311e-13,7.761287
RPL9P7,processed_pseudogene,0.6069176,7.7612214,1.1568372e-13,7.7612214
AL355075.6,lncRNA,-0.52756274,-7.761158,1.2445581e-13,7.761158
MICB,protein_coding,0.70812106,7.7595716,1.2685064e-13,7.7595716
MFAP2,protein_coding,1.1314306,7.7575397,1.8010527e-13,7.7575397
AC008875.1,lncRNA,0.5723907,7.7544894,1.3626281e-13,7.7544894
