gene,depmap_column,dep_mean_GBM,dep_sd_GBM,dep_mean_nonCNS,dep_mean_all_lines,frac_GBM_lines_dependent,frac_all_lines_dependent,frac_nonCNS_lines_dependent,n_lines_measured,n_GBM_lines_measured,delta_GBM_minus_other,cohens_d,t_stat,n_GBM_lines,n_other_lines,gbm_line_sd,gbm_line_range,too_few_lines,pan_essential,tumour_dependency,therapeutic_window,passes_dependency,passes_window,passes_heterogeneity,dependency_tier
OR2T12,OR2T12 (127064),0.071781985,0.061656356,0.07280441,0.073637694,0.0,0.0047755491881566,0.0051599587203302,1047,46,-0.0010224208,-0.013698534,-0.11555043,53,1118,0.061656356,0.24827093,False,False,0.0,-0.0010224249999999935,False,True,False,D · not a dependency
OBI1,OBI1 (79596),0.05126644,0.057237603,0.053833906,0.053183295,0.0,0.0016556291390728,0.0017889087656529,1208,53,-0.0025674663,-0.04157188,-0.31673703,53,1118,0.057237603,0.30668396,False,False,0.0,-0.0025674659999999974,False,True,False,D · not a dependency
OR2T4,OR2T4 (127074),0.040767334,0.038901273,0.028600246,0.029164776,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.012167089,0.2874817,2.2065961,53,1118,0.038901273,0.1664765,False,False,0.0,0.012167088000000003,False,True,False,D · not a dependency
OR2T6,OR2T6 (254879),0.068614826,0.074412555,0.042811327,0.043939028,0.0,0.0036697247706422,0.0039525691699604,1090,46,0.025803499,0.36744082,2.4789832,53,1118,0.074412555,0.34252688,False,False,0.0,0.025803499,False,True,False,D · not a dependency
OR2T8,OR2T8 (343172),0.10986494,0.121525265,0.11336393,0.11433255,0.0,0.0353390639923591,0.0350877192982456,1047,46,-0.0034989864,-0.02628527,-0.20298448,53,1118,0.121525265,0.4111039,False,False,0.0,-0.0034989900000000074,False,True,False,D · not a dependency
OR2V2,OR2V2 (285659),0.08160189,0.058001865,0.08709938,0.08774238,0.0,0.0045871559633027,0.0039525691699604,1090,46,-0.005497493,-0.076940015,-0.6589632,53,1118,0.058001865,0.23406069,False,False,0.0,-0.005497490000000008,False,True,False,D · not a dependency
OR2W1,OR2W1 (26692),0.061162934,0.064577974,0.041899096,0.042438265,0.0,0.0,0.0,1090,46,0.019263837,0.35106185,2.1491797,53,1118,0.064577974,0.28343683,False,False,0.0,0.019263838000000005,False,True,False,D · not a dependency
OR2W3,OR2W3 (343171),0.05066564,0.049799968,0.037670586,0.03848501,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.012995053,0.26668012,1.8598045,53,1118,0.049799968,0.2485588,False,False,0.0,0.012995053999999999,False,True,False,D · not a dependency
OR2Y1,OR2Y1 (134083),0.022384787,0.025799535,0.022627324,0.022699384,0.0,0.0,0.0,1090,46,-0.00024253689,-0.009211993,-0.066747285,53,1118,0.025799535,0.14335996,False,False,0.0,-0.000242537000000001,False,True,False,D · not a dependency
OR2Z1,OR2Z1 (284383),0.03573243,0.06643661,0.040239587,0.039998457,0.0,0.0018348623853211,0.0019762845849802,1090,46,-0.004507158,-0.07336774,-0.48578507,53,1118,0.06643661,0.42481652,False,False,0.0,-0.004507156999999998,False,True,False,D · not a dependency
OR3A1,OR3A1 (4994),0.047076467,0.03643572,0.041842267,0.04204574,0.0,0.0,0.0,1090,46,0.0052342005,0.12607005,1.0083584,53,1118,0.03643572,0.14559314,False,False,0.0,0.005234199999999994,False,True,False,D · not a dependency
OR4A16,OR4A16 (81327),0.048703242,0.044870645,0.041446723,0.041411817,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.007256519,0.1616714,1.1503614,53,1118,0.044870645,0.1824706,False,False,0.0,0.007256519000000003,False,True,False,D · not a dependency
OR4C11,OR4C11 (219429),0.06444208,0.07517712,0.05732851,0.057633616,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.007113572,0.10511959,0.67895967,53,1118,0.07517712,0.40587717,False,False,0.0,0.00711357,False,True,False,D · not a dependency
OR4C12,OR4C12 (283093),0.07842317,0.05221505,0.06692073,0.067493625,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.011502445,0.1941379,1.5470155,53,1118,0.05221505,0.20257673,False,False,0.0,0.011502440000000003,False,True,False,D · not a dependency
OR4C13,OR4C13 (283092),0.06463587,0.09484545,0.04873774,0.04978005,0.0,0.0018348623853211,0.0019762845849802,1090,46,0.015898135,0.19070302,1.2048331,53,1118,0.09484545,0.48750415,False,False,0.0,0.015898129999999996,False,True,False,D · not a dependency
OR2T35,OR2T35 (403244),0.1525825,0.12469098,0.15103737,0.15162142,0.0,0.0487571701720841,0.0516528925619834,1046,46,0.0015451312,0.01073261,0.08684817,53,1118,0.12469098,0.48499486,False,False,0.0,0.0015451300000000057,False,True,False,D · not a dependency
OR1L3,OR1L3 (26735),0.024199462,0.031364013,0.027065977,0.027034784,0.0,0.0,0.0,1090,46,-0.002866516,-0.07937013,-0.6407499,53,1118,0.031364013,0.19664893,False,False,0.0,-0.002866515,False,True,False,D · not a dependency
OR1L4,OR1L4 (254973),0.054461375,0.057003777,0.0497003,0.050030757,0.0,0.0,0.0,1047,46,0.0047610737,0.089348726,0.59755236,53,1118,0.057003777,0.34018064,False,False,0.0,0.0047610749999999966,False,True,False,D · not a dependency
OR1L6,OR1L6 (392390),0.076750465,0.080188625,0.062487394,0.062999725,0.0,0.0038204393505253,0.0041279669762641,1047,46,0.014263071,0.18882065,1.2717625,53,1118,0.080188625,0.46207142,False,False,0.0,0.014263071000000002,False,True,False,D · not a dependency
OR1L8,OR1L8 (138881),0.018587584,0.012763823,0.023905994,0.023778804,0.0,0.0,0.0,1090,46,-0.0053184107,-0.29625532,-2.8409107,53,1118,0.012763823,0.055853575,False,False,0.0,-0.005318409999999999,False,True,False,D · not a dependency
OR1M1,OR1M1 (125963),0.03828306,0.030803675,0.04084128,0.0409939,0.0,0.0,0.0,1090,46,-0.0025582202,-0.06942208,-0.57956564,53,1118,0.030803675,0.15899764,False,False,0.0,-0.00255822,False,True,False,D · not a dependency
OR1N1,OR1N1 (138883),0.08085818,0.076630026,0.047462955,0.04852448,0.0,0.0018348623853211,0.0019762845849802,1090,46,0.033395223,0.4986787,3.1337235,53,1118,0.076630026,0.42224362,False,False,0.0,0.033395225,False,True,False,D · not a dependency
OR1N2,OR1N2 (138882),0.054794826,0.04824909,0.039148103,0.03991833,0.0,0.0,0.0,1090,46,0.015646722,0.37052742,2.3316514,53,1118,0.04824909,0.26043573,False,False,0.0,0.015646723,False,True,False,D · not a dependency
OR1Q1,OR1Q1 (158131),0.06619953,0.08173363,0.06360811,0.06370712,0.0,0.0,0.0,1090,46,0.0025914237,0.036031052,0.22787671,53,1118,0.08173363,0.3714758,False,False,0.0,0.002591420000000011,False,True,False,D · not a dependency
OR2A12,OR2A12 (346525),0.04020572,0.04835119,0.027779697,0.028111113,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.012426024,0.2688699,1.8353121,53,1118,0.04835119,0.24574026,False,False,0.0,0.012426023000000001,False,True,False,D · not a dependency
OR2A2,OR2A2 (442361),0.039459027,0.059869166,0.034718893,0.03518981,0.0,0.0,0.0,1090,46,0.004740134,0.094253205,0.5708635,53,1118,0.059869166,0.40738308,False,False,0.0,0.004740134,False,True,False,D · not a dependency
OR2A25,OR2A25 (392138),0.021653201,0.025071668,0.021937868,0.021926964,0.0,0.0,0.0,1090,46,-0.0002846662,-0.012291386,-0.08130847,53,1118,0.025071668,0.15824959,False,False,0.0,-0.00028466699999999887,False,True,False,D · not a dependency
OR2A5,OR2A5 (393046),0.03286903,0.016659353,0.046054173,0.04528012,0.0,0.0,0.0,1090,46,-0.0131851435,-0.3598718,-4.850351,53,1118,0.016659353,0.061975345,False,False,0.0,-0.013185142999999996,False,True,False,D · not a dependency
OR2AE1,OR2AE1 (81392),0.049171433,0.037334796,0.059922542,0.05879567,0.0,0.0027522935779816,0.0029644268774703,1090,46,-0.01075111,-0.20698346,-1.9668325,53,1118,0.037334796,0.14227864,False,False,0.0,-0.010751109000000002,False,True,False,D · not a dependency
OR2H2,OR2H2 (7932),0.027676567,0.02912091,0.022190567,0.022423495,0.0,0.0,0.0,1090,46,0.0054860003,0.19926721,1.3465707,53,1118,0.02912091,0.16295157,False,False,0.0,0.005485999999999998,False,True,False,D · not a dependency
OR2AG2,OR2AG2 (338755),0.019205185,0.013526181,0.018764665,0.018721033,0.0,0.0,0.0,1090,46,0.0004405193,0.023408577,0.22244145,53,1118,0.013526181,0.05483879,False,False,0.0,0.0004405199999999998,False,True,False,D · not a dependency
OR2AP1,OR2AP1 (121129),0.07393516,0.07197681,0.07011993,0.07051154,0.0,0.0027522935779816,0.0029644268774703,1090,46,0.0038152263,0.057097476,0.37943825,53,1118,0.07197681,0.40104717,False,False,0.0,0.003815230000000003,False,True,False,D · not a dependency
OR2AT4,OR2AT4 (341152),0.025699794,0.03189201,0.019024828,0.019146938,0.0,0.0,0.0,1090,46,0.006674966,0.23329602,1.5021646,53,1118,0.03189201,0.15825929,False,False,0.0,0.006674966000000001,False,True,False,D · not a dependency
OR2B11,OR2B11 (127623),0.047270417,0.042784944,0.06553725,0.065594934,0.0,0.0009174311926605,0.0009881422924901,1090,46,-0.018266834,-0.32196528,-2.93788,53,1118,0.042784944,0.20508659,False,False,0.0,-0.018266833000000003,False,True,False,D · not a dependency
OR2B2,OR2B2 (81697),0.120180264,0.089131035,0.1045528,0.10613987,0.0,0.0055045871559633,0.0059288537549407,1090,46,0.015627466,0.16673508,1.2412828,53,1118,0.089131035,0.33128756,False,False,0.0,0.015627463999999994,False,True,False,D · not a dependency
OR2B3,OR2B3 (442184),0.03306546,0.026045144,0.03621025,0.036163863,0.0,0.0009174311926605,0.0009881422924901,1090,46,-0.0031447895,-0.08290269,-0.8183771,53,1118,0.026045144,0.11867263,False,False,0.0,-0.0031447900000000015,False,True,False,D · not a dependency
OR2B6,OR2B6 (26212),0.06751448,0.06358961,0.06900364,0.068743095,0.0,0.0,0.0,1090,46,-0.0014891624,-0.024015576,-0.16695671,53,1118,0.06358961,0.32635635,False,False,0.0,-0.0014891600000000033,False,True,False,D · not a dependency
OR2D2,OR2D2 (120776),0.04562554,0.037535433,0.041798238,0.041889463,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.0038273036,0.095628604,0.7208703,53,1118,0.037535433,0.18969664,False,False,0.0,0.0038273019999999977,False,True,False,D · not a dependency
OR2D3,OR2D3 (120775),0.019554641,0.024639793,0.01727105,0.017336672,0.0,0.0,0.0,1090,46,0.0022835918,0.09579714,0.66118675,53,1118,0.024639793,0.13454053,False,False,0.0,0.0022835910000000015,False,True,False,D · not a dependency
OR2F2,OR2F2 (135948),0.039366882,0.033095315,0.0347817,0.03517364,0.0,0.0,0.0,1090,46,0.004585184,0.12168928,0.9725788,53,1118,0.033095315,0.1933917,False,False,0.0,0.004585182,False,True,False,D · not a dependency
OR2G2,OR2G2 (81470),0.01566689,0.019874036,0.019863755,0.019882997,0.0,0.0,0.0,1090,46,-0.0041968636,-0.14975832,-1.4391694,53,1118,0.019874036,0.11948291,False,False,0.0,-0.004196865000000001,False,True,False,D · not a dependency
OR2G3,OR2G3 (81469),0.0395247,0.03323544,0.0349579,0.034758966,0.0,0.0,0.0,1090,46,0.0045668,0.117019534,0.96110237,53,1118,0.03323544,0.15674618,False,False,0.0,0.004566800000000003,False,True,False,D · not a dependency
OR2G6,OR2G6 (391211),0.083852336,0.06663257,0.08874611,0.08851231,0.0,0.0064220183486238,0.0069169960474308,1090,46,-0.0048937723,-0.059495173,-0.5104776,53,1118,0.06663257,0.29841733,False,False,0.0,-0.0048937740000000035,False,True,False,D · not a dependency
OR2H1,OR2H1 (26716),0.07480788,0.0825854,0.04902859,0.050137475,0.0,0.0027522935779816,0.0029644268774703,1090,46,0.025779292,0.35912398,2.2454717,53,1118,0.0825854,0.29805762,False,False,0.0,0.025779289999999996,False,True,False,D · not a dependency
OR2AG1,OR2AG1 (144125),0.025108617,0.023044497,0.023098273,0.023123514,0.0,0.0,0.0,1090,46,0.0020103436,0.08135802,0.61639553,53,1118,0.023044497,0.13598792,False,False,0.0,0.0020103440000000007,False,True,False,D · not a dependency
OR51I1,OR51I1 (390063),0.021873055,0.013095389,0.019492054,0.019580565,0.0,0.0,0.0,1090,46,0.0023810007,0.13815601,1.2525349,53,1118,0.013095389,0.058739364,False,False,0.0,0.002381000999999997,False,True,False,D · not a dependency
OR51L1,OR51L1 (119682),0.010726953,0.008871963,0.009587384,0.009598853,0.0,0.0,0.0,1090,46,0.0011395691,0.11541309,0.90398425,53,1118,0.008871963,0.060586624,False,False,0.0,0.001139569,False,True,False,D · not a dependency
OR51Q1,OR51Q1 (390061),0.04097719,0.029756404,0.045580093,0.045211688,0.0,0.0,0.0,1090,46,-0.0046029016,-0.11662668,-1.064387,53,1118,0.029756404,0.13471192,False,False,0.0,-0.004602903000000005,False,True,False,D · not a dependency
OR51S1,OR51S1 (119692),0.028081743,0.023441564,0.035317473,0.03507477,0.0,0.0,0.0,1090,46,-0.00723573,-0.2289998,-2.118778,53,1118,0.023441564,0.10804347,False,False,0.0,-0.007235730000000003,False,True,False,D · not a dependency
OR51T1,OR51T1 (401665),0.024059093,0.023641834,0.017130554,0.017462239,0.0,0.0,0.0,1090,46,0.006928539,0.32548425,2.1027803,53,1118,0.023641834,0.13715094,False,False,0.0,0.006928539000000001,False,True,False,D · not a dependency
OR51V1,OR51V1 (283111),0.07414634,0.083640225,0.06773932,0.06785147,0.0,0.0018348623853211,0.0019762845849802,1090,46,0.006407015,0.0839905,0.5491013,53,1118,0.083640225,0.4217662,False,False,0.0,0.006407019999999999,False,True,False,D · not a dependency
OR52A1,OR52A1 (23538),0.038092893,0.03770881,0.04482342,0.04453284,0.0,0.0009174311926605,0.0009881422924901,1090,46,-0.0067305267,-0.14727229,-1.2435443,53,1118,0.03770881,0.20001529,False,False,0.0,-0.006730527,False,True,False,D · not a dependency
OR52A5,OR52A5 (390054),0.0340012,0.023091324,0.03771228,0.037372217,0.0,0.0,0.0,1090,46,-0.0037110783,-0.117063485,-1.1000222,53,1118,0.023091324,0.10104085,False,False,0.0,-0.0037110799999999985,False,True,False,D · not a dependency
OR52B2,OR52B2 (255725),0.022745483,0.015721345,0.023645626,0.023585202,0.0,0.0,0.0,1090,46,-0.00090014376,-0.044131987,-0.39525002,53,1118,0.015721345,0.07745428,False,False,0.0,-0.0009001429999999991,False,True,False,D · not a dependency
OR52B6,OR52B6 (340980),0.0070188413,0.0064975256,0.010169716,0.009939859,0.0,0.0,0.0,1090,46,-0.0031508743,-0.27976465,-3.1736171,53,1118,0.0064975256,0.033894256,False,False,0.0,-0.0031508747000000004,False,True,False,D · not a dependency
OR52D1,OR52D1 (390066),0.052312534,0.060150918,0.033677414,0.034339983,0.0,0.0,0.0,1090,46,0.01863512,0.37333626,2.2355213,53,1118,0.060150918,0.3627542,False,False,0.0,0.018635119999999998,False,True,False,D · not a dependency
OR52E2,OR52E2 (119678),0.019096194,0.011771756,0.024208022,0.023964733,0.0,0.0,0.0,1090,46,-0.0051118284,-0.2549938,-2.8533287,53,1118,0.011771756,0.05022684,False,False,0.0,-0.005111827999999999,False,True,False,D · not a dependency
OR52E4,OR52E4 (390081),0.028035522,0.025741713,0.042353187,0.041943956,0.0,0.0018348623853211,0.0019762845849802,1090,46,-0.014317665,-0.35439846,-3.7179782,53,1118,0.025741713,0.106065854,False,False,0.0,-0.014317665,False,True,False,D · not a dependency
OR4C15,OR4C15 (81309),0.0464975,0.05130263,0.04482848,0.044867728,0.0,0.0027522935779816,0.0029644268774703,1090,46,0.0016690232,0.02912563,0.22886997,53,1118,0.05130263,0.26946187,False,False,0.0,0.0016690200000000002,False,True,False,D · not a dependency
OR52E8,OR52E8 (390079),0.023852648,0.019674046,0.023007466,0.023027668,0.0,0.0,0.0,1090,46,0.0008451827,0.031811263,0.29479596,53,1118,0.019674046,0.0762994,False,False,0.0,0.0008451819999999999,False,True,False,D · not a dependency
OR52H1,OR52H1 (390067),0.021408288,0.01872793,0.019589785,0.019595072,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.0018185023,0.07379623,0.66893643,53,1118,0.01872793,0.08876662,False,False,0.0,0.0018185030000000026,False,True,False,D · not a dependency
OR52I1,OR52I1 (390037),0.010276834,0.008514811,0.00872893,0.008790288,0.0,0.0,0.0,1090,46,0.0015479038,0.16498324,1.2807977,53,1118,0.008514811,0.054510754,False,False,0.0,0.001547904000000001,False,True,False,D · not a dependency
OR52J3,OR52J3 (119679),0.009554449,0.013974882,0.015160808,0.014875547,0.0,0.0,0.0,1090,46,-0.00560636,-0.27313805,-2.7150629,53,1118,0.013974882,0.08222358,False,False,0.0,-0.005606359,False,True,False,D · not a dependency
OR52K1,OR52K1 (390036),0.045176413,0.060477372,0.04011539,0.039912738,0.0,0.0018348623853211,0.0019762845849802,1090,46,0.005061023,0.0928428,0.6004046,53,1118,0.060477372,0.3039506,False,False,0.0,0.005061022999999998,False,True,False,D · not a dependency
OR52K2,OR52K2 (119774),0.011086891,0.014871313,0.009476077,0.009590448,0.0,0.0,0.0,1090,46,0.0016108146,0.12416273,0.7789776,53,1118,0.014871313,0.09840314,False,False,0.0,0.0016108140000000003,False,True,False,D · not a dependency
OR52L1,OR52L1 (338751),0.05744331,0.04060969,0.04687309,0.04717061,0.0,0.0,0.0,1090,46,0.010570221,0.24016228,1.8370842,53,1118,0.04060969,0.20017678,False,False,0.0,0.010570219999999998,False,True,False,D · not a dependency
OR52M1,OR52M1 (119772),0.062567726,0.059082333,0.04377356,0.044556778,0.0,0.0,0.0,1090,46,0.018794164,0.35944465,2.2853346,53,1118,0.059082333,0.2796497,False,False,0.0,0.018794166,False,True,False,D · not a dependency
OR52N1,OR52N1 (79473),0.0124673685,0.007383267,0.01562784,0.01570047,0.0,0.0,0.0,1090,46,-0.003160472,-0.24636331,-2.7998562,53,1118,0.007383267,0.032602895,False,False,0.0,-0.0031604715000000012,False,True,False,D · not a dependency
OR52N2,OR52N2 (390077),0.013691336,0.012135946,0.018597826,0.018362667,0.0,0.0,0.0,1090,46,-0.0049064904,-0.22466497,-2.6224892,53,1118,0.012135946,0.056991424,False,False,0.0,-0.004906490000000001,False,True,False,D · not a dependency
OR52N4,OR52N4 (390072),0.01141515,0.007847462,0.010188808,0.01020427,0.0,0.0,0.0,1090,46,0.0012263423,0.15463065,1.1105632,53,1118,0.007847462,0.03399826,False,False,0.0,0.001226342,False,True,False,D · not a dependency
OR52N5,OR52N5 (390075),0.013554638,0.00849018,0.014700912,0.0147504825,0.0,0.0,0.0,1090,46,-0.0011462737,-0.093381904,-0.9162461,53,1118,0.00849018,0.046532664,False,False,0.0,-0.0011462739999999992,False,True,False,D · not a dependency
OR56A1,OR56A1 (120796),0.052499484,0.03797973,0.042522334,0.043035276,0.0,0.0,0.0,1090,46,0.009977151,0.26434794,1.8697343,53,1118,0.03797973,0.17649975,False,False,0.0,0.009977149999999997,False,True,False,D · not a dependency
OR56A3,OR56A3 (390083),0.017617436,0.019957576,0.021286719,0.021111315,0.0,0.0009174311926605,0.0009881422924901,1090,46,-0.0036692824,-0.12555522,-1.2449498,53,1118,0.019957576,0.0834502,False,False,0.0,-0.003669282999999999,False,True,False,D · not a dependency
OR52E6,OR52E6 (390078),0.022719985,0.0451341,0.013786167,0.014093295,0.0,0.0,0.0,1090,46,0.008933818,0.265651,1.437265,53,1118,0.0451341,0.30992314,False,False,0.0,0.008933818000000001,False,True,False,D · not a dependency
OR4C3,OR4C3 (256144),0.08139151,0.06353534,0.05297857,0.054749023,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.028412942,0.47518188,3.1977153,53,1118,0.06353534,0.27825293,False,False,0.0,0.028412939999999998,False,True,False,D · not a dependency
OR4C6,OR4C6 (219432),0.034856107,0.029540084,0.042074192,0.041804194,0.0,0.0018348623853211,0.0019762845849802,1090,46,-0.007218085,-0.15563746,-1.6332483,53,1118,0.029540084,0.14925842,False,False,0.0,-0.007218085000000006,False,True,False,D · not a dependency
OR4D11,OR4D11 (219986),0.03856185,0.031982023,0.03330661,0.033726327,0.0,0.0,0.0,1090,46,0.005255241,0.14382342,1.1530473,53,1118,0.031982023,0.18896519,False,False,0.0,0.005255240000000001,False,True,False,D · not a dependency
OR4D5,OR4D5 (219875),0.06963948,0.04985902,0.06878784,0.06875792,0.0,0.0055045871559633,0.0059288537549407,1090,46,0.0008516386,0.013519819,0.11835279,53,1118,0.04985902,0.21908508,False,False,0.0,0.0008516400000000007,False,True,False,D · not a dependency
OR4D6,OR4D6 (219983),0.0047791656,0.008799663,0.007813152,0.007631307,0.0,0.0,0.0,1090,46,-0.0030339863,-0.27190223,-2.3877838,53,1118,0.008799663,0.060640875,False,False,0.0,-0.0030339864,False,True,False,D · not a dependency
OR4E2,OR4E2 (26686),0.05275141,0.052754737,0.042408388,0.0428655,0.0,0.0,0.0,1090,46,0.010343023,0.21557494,1.4056952,53,1118,0.052754737,0.24047157,False,False,0.0,0.010343022,False,True,False,D · not a dependency
OR4F15,OR4F15 (390649),0.033785388,0.040747173,0.03298026,0.03290768,0.0,0.0018348623853211,0.0019762845849802,1090,46,0.00080512837,0.017093878,0.1384647,53,1118,0.040747173,0.16560245,False,False,0.0,0.0008051280000000022,False,True,False,D · not a dependency
OR4K13,OR4K13 (390433),0.0872737,0.079213336,0.09409635,0.09310265,0.0,0.0091743119266055,0.0098814229249011,1090,46,-0.0068226457,-0.07758304,-0.6063352,53,1118,0.079213336,0.3879398,False,False,0.0,-0.0068226499999999995,False,True,False,D · not a dependency
OR4K14,OR4K14 (122740),0.029271495,0.027500128,0.028780537,0.029091237,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.0004909579,0.01530223,0.124969564,53,1118,0.027500128,0.13096413,False,False,0.0,0.0004909580000000031,False,True,False,D · not a dependency
OR4K15,OR4K15 (81127),0.101702005,0.08069771,0.08439913,0.08525466,0.0,0.0064220183486238,0.0069169960474308,1090,46,0.017302878,0.19986112,1.5149225,53,1118,0.08069771,0.27063566,False,False,0.0,0.017302874999999995,False,True,False,D · not a dependency
OR4K17,OR4K17 (390436),0.017133864,0.015542052,0.019916357,0.01970772,0.0,0.0,0.0,1090,46,-0.0027824938,-0.12770447,-1.2212781,53,1118,0.015542052,0.082372405,False,False,0.0,-0.0027824930000000005,False,True,False,D · not a dependency
OR4K2,OR4K2 (390431),0.048387174,0.055456687,0.04142773,0.041459892,0.0,0.0018348623853211,0.0019762845849802,1090,46,0.006959442,0.12785822,0.8941749,53,1118,0.055456687,0.30115992,False,False,0.0,0.006959443999999995,False,True,False,D · not a dependency
OR4K5,OR4K5 (79317),0.018364679,0.015455038,0.01803606,0.017921982,0.0,0.0,0.0,1090,46,0.00032861903,0.016420547,0.14682223,53,1118,0.015455038,0.0572414,False,False,0.0,0.00032861899999999875,False,True,False,D · not a dependency
OR51G2,OR51G2 (81282),0.019341586,0.012594789,0.020639243,0.020676162,0.0,0.0,0.0,1090,46,-0.0012976564,-0.07239656,-0.70109266,53,1118,0.012594789,0.05393415,False,False,0.0,-0.0012976570000000007,False,True,False,D · not a dependency
OR4M1,OR4M1 (441670),0.042980798,0.04123264,0.049327422,0.0494796,0.0,0.0018348623853211,0.0019762845849802,1090,46,-0.0063466243,-0.115200005,-1.0579637,53,1118,0.04123264,0.16116159,False,False,0.0,-0.006346624000000002,False,True,False,D · not a dependency
OR4N5,OR4N5 (390437),0.07690932,0.067687206,0.104572676,0.10452908,0.0,0.0220183486238532,0.0227272727272727,1090,46,-0.027663358,-0.28426594,-2.7762387,53,1118,0.067687206,0.35020408,False,False,0.0,-0.027663356,False,True,False,D · not a dependency
OR4P4,OR4P4 (81300),0.077157,0.08845699,0.05533486,0.056201648,0.0,0.0036697247706422,0.0039525691699604,1090,46,0.02182214,0.27156,1.768917,53,1118,0.08845699,0.44305825,False,False,0.0,0.021822140000000004,False,True,False,D · not a dependency
OR4X1,OR4X1 (390113),0.09298247,0.10856342,0.08965806,0.08973102,0.0,0.0174311926605504,0.0187747035573122,1090,46,0.0033244118,0.029644074,0.21716887,53,1118,0.10856342,0.4908242,False,False,0.0,0.00332441,False,True,False,D · not a dependency
OR51A2,OR51A2 (401667),0.013848272,0.013890024,0.01196287,0.0119622275,0.0,0.0,0.0,1047,46,0.001885402,0.118104935,0.95183915,53,1118,0.013890024,0.06789886,False,False,0.0,0.0018854019999999996,False,True,False,D · not a dependency
OR51A4,OR51A4 (401666),0.010817012,0.00831687,0.012962824,0.012903078,0.0,0.0,0.0,1090,46,-0.002145812,-0.14685424,-1.683222,53,1118,0.00831687,0.03659696,False,False,0.0,-0.0021458119999999987,False,True,False,D · not a dependency
OR51A7,OR51A7 (119687),0.021741584,0.027655201,0.020403847,0.020362563,0.0,0.0,0.0,1090,46,0.0013377368,0.04669686,0.3429599,53,1118,0.027655201,0.18050857,False,False,0.0,0.001337737000000002,False,True,False,D · not a dependency
OR51B4,OR51B4 (79339),0.012950348,0.008653398,0.012943911,0.012915737,0.0,0.0,0.0,1090,46,6.4363703e-06,0.0006791534,0.005243839,53,1118,0.008653398,0.051854987,False,False,0.0,6.436999999999762e-06,False,True,False,D · not a dependency
OR51B5,OR51B5 (282763),0.030197635,0.0612982,0.026057707,0.02605806,0.0,0.0018365472910927,0.0019782393669634,1089,46,0.004139928,0.074090175,0.48414367,53,1118,0.0612982,0.30275717,False,False,0.0,0.004139928000000001,False,True,False,D · not a dependency
OR51B6,OR51B6 (390058),0.05868764,0.052372906,0.048161656,0.04826036,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.010525983,0.18772693,1.4203045,53,1118,0.052372906,0.27921718,False,False,0.0,0.010525984000000002,False,True,False,D · not a dependency
OR51D1,OR51D1 (390038),0.027791455,0.022732498,0.028049286,0.028057592,0.0,0.0,0.0,1090,46,-0.00025783107,-0.008826222,-0.07840239,53,1118,0.022732498,0.10598287,False,False,0.0,-0.00025783100000000003,False,True,False,D · not a dependency
OR51E1,OR51E1 (143503),0.05401386,0.0911743,0.03202605,0.032760683,0.0,0.0009174311926605,0.0009881422924901,1090,46,0.02198781,0.30815032,1.7464007,53,1118,0.0911743,0.4921374,False,False,0.0,0.021987809999999997,False,True,False,D · not a dependency
OR51E2,OR51E2 (81285),0.034774832,0.031999752,0.027871683,0.027996704,0.0,0.0,0.0,1090,46,0.006903149,0.20801698,1.5293337,53,1118,0.031999752,0.15045957,False,False,0.0,0.006903148999999997,False,True,False,D · not a dependency
OR51F2,OR51F2 (119694),0.022069328,0.017486632,0.022867944,0.022628088,0.0,0.0,0.0,1090,46,-0.00079861656,-0.037123878,-0.31757623,53,1118,0.017486632,0.11200904,False,False,0.0,-0.000798616000000002,False,True,False,D · not a dependency
OR4L1,OR4L1 (122742),0.014114219,0.00899702,0.017952658,0.017782703,0.0,0.0,0.0,1090,46,-0.0038384395,-0.21035017,-2.6805108,53,1118,0.00899702,0.040456563,False,False,0.0,-0.003838438999999999,False,True,False,D · not a dependency
OLAH,OLAH (55301),0.017797109,0.020548375,0.016028902,0.016496774,0.0,0.0,0.0,1208,53,0.0017682072,0.078630745,0.6067159,53,1118,0.020548375,0.13071758,False,False,0.0,0.0017682069999999973,False,True,False,D · not a dependency
OLFM1,OLFM1 (10439),0.022246912,0.030199643,0.026614608,0.026308227,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.004367696,-0.11919397,-1.0074892,53,1118,0.030199643,0.18782344,False,False,0.0,-0.004367696000000001,False,True,False,D · not a dependency
OLFM2,OLFM2 (93145),0.06597468,0.056601737,0.054546237,0.05504574,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.011428446,0.19779792,1.4335524,53,1118,0.056601737,0.21956484,False,False,0.0,0.011428442999999996,False,True,False,D · not a dependency
