variant,gene_set,n_pcs,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,BioValidity_ARI,BioValidity_NMI,min_cluster_size,size_balance,cluster_sizes
V1,MAD_2000_ALL,5,Ward,5,0.5357,1529.2,0.8549,0.5276,0.0004,0.0279,23,0.164,"140,57,64,44,23"
V1,MAD_2000_ALL,5,Ward,6,0.3436,1335.3,0.9709,0.3587,0.0153,0.0393,23,0.264,"64,57,87,44,23,53"
V1,MAD_2000_ALL,5,Ward,7,0.2998,1212.4,1.2195,0.3214,0.0146,0.0409,23,0.264,"57,33,31,44,23,53,87"
V1,MAD_2000_ALL,5,GMM,3,0.4569,780.1,1.6089,0.7871,0.0387,0.0849,38,0.253,"150,140,38"
V1,MAD_2000_ALL,5,GMM,4,0.4665,942.2,0.8903,0.6722,0.004,0.0538,16,0.114,"140,122,16,50"
V1,MAD_2000_ALL,5,GMM,5,0.4093,723.9,1.4001,0.5648,0.0295,0.1089,21,0.15,"36,140,21,93,38"
V1,MAD_2000_ALL,5,GMM,6,0.4158,904.5,1.3822,0.4889,0.0231,0.0979,19,0.136,"43,140,43,32,19,51"
V1,MAD_2000_ALL,5,GMM,7,0.4174,831.4,1.4882,0.4701,0.0359,0.1385,19,0.136,"39,140,25,20,19,34,51"
V1,MAD_2000_ALL,5,Spectral,3,0.6227,1748.5,0.632,0.6723,0.0036,0.0136,83,0.593,"140,105,83"
V1,MAD_2000_ALL,5,Spectral,4,0.391,1218.5,0.8683,0.5114,0.0111,0.0231,47,0.448,"47,83,93,105"
V1,MAD_2000_ALL,5,Spectral,5,0.3431,1336.7,0.9194,0.4092,0.0043,0.0264,47,0.505,"93,79,49,60,47"
V1,MAD_2000_ALL,5,Spectral,6,0.3222,1099.1,0.9795,0.3475,0.0104,0.0487,29,0.367,"40,79,49,71,29,60"
V1,MAD_2000_ALL,5,Spectral,7,0.3065,1165.6,1.0174,0.3007,0.0187,0.0579,25,0.357,"70,47,25,63,40,30,53"
V1,MAD_2000_ALL,8,KMeans,3,0.5909,1503.1,0.6965,0.6413,0.0041,0.0172,92,0.643,"92,143,93"
V1,MAD_2000_ALL,8,KMeans,4,0.5273,1328.0,0.8745,0.5715,0.0034,0.0254,45,0.321,"140,67,76,45"
V1,MAD_2000_ALL,8,KMeans,5,0.4954,1183.5,0.999,0.5229,-0.0023,0.0247,25,0.179,"140,58,25,58,47"
V1,MAD_2000_ALL,8,KMeans,6,0.3057,1043.9,1.1154,0.3463,0.009,0.0335,25,0.316,"79,60,25,48,61,55"
V1,MAD_2000_ALL,8,KMeans,7,0.2668,939.9,1.2808,0.3061,0.0116,0.0409,24,0.312,"77,45,33,24,40,46,63"
V1,MAD_2000_ALL,8,Ward,3,0.5706,1330.1,0.7041,0.7072,0.006,0.0135,62,0.443,"126,140,62"
V1,MAD_2000_ALL,8,Ward,4,0.5295,1309.9,0.8599,0.5681,-0.0025,0.016,49,0.35,"62,140,77,49"
V1,MAD_2000_ALL,8,Ward,5,0.4868,1125.9,0.9879,0.5413,0.0006,0.0286,19,0.136,"140,49,77,43,19"
V1,MAD_2000_ALL,8,Ward,6,0.2966,985.8,1.1076,0.369,0.0049,0.0297,19,0.226,"77,49,56,43,19,84"
V1,MAD_2000_ALL,8,Ward,7,0.2464,884.4,1.3318,0.3248,0.0069,0.0367,19,0.226,"55,49,56,43,19,84,22"
V1,MAD_2000_ALL,8,GMM,3,0.4218,737.0,1.6934,0.6865,0.0488,0.0656,72,0.514,"140,116,72"
V1,MAD_2000_ALL,8,GMM,4,0.3111,639.5,1.2194,0.6511,0.0504,0.0737,7,0.052,"7,77,110,134"
V1,MAD_2000_ALL,8,GMM,5,0.165,642.9,1.7654,0.4199,0.0683,0.1136,37,0.394,"83,94,37,57,57"
V1,MAD_2000_ALL,8,GMM,6,0.1955,728.7,1.5098,0.3617,0.043,0.0824,21,0.273,"63,34,66,67,77,21"
V1,MAD_2000_ALL,8,GMM,7,0.1685,614.1,1.622,0.3376,0.0416,0.0723,7,0.091,"55,63,48,21,77,57,7"
V1,MAD_2000_ALL,8,Spectral,3,0.5897,1462.5,0.6957,0.67,0.004,0.015,86,0.614,"86,102,140"
V1,MAD_2000_ALL,8,Spectral,4,0.3738,1037.1,0.9647,0.495,0.0096,0.0192,58,0.569,"82,102,58,86"
V1,MAD_2000_ALL,8,Spectral,5,0.3192,1047.4,1.0245,0.408,0.0022,0.0232,48,0.533,"82,48,90,58,50"
V1,MAD_2000_ALL,8,Spectral,6,0.2851,856.7,1.0824,0.3685,0.0091,0.042,29,0.322,"77,48,50,34,29,90"
V1,MAD_2000_ALL,8,Spectral,7,0.2683,882.2,1.1388,0.3131,0.0167,0.0557,24,0.312,"77,65,55,24,34,44,29"
V1,MAD_2000_ALL,10,KMeans,3,0.5777,1386.2,0.7273,0.6413,0.0041,0.0172,92,0.643,"143,92,93"
V1,MAD_2000_ALL,10,KMeans,4,0.5116,1197.3,0.9178,0.5715,0.0034,0.0254,45,0.321,"76,140,67,45"
V1,MAD_2000_ALL,10,KMeans,5,0.4772,1049.2,1.0588,0.5229,-0.0023,0.0247,25,0.179,"58,58,140,47,25"
V1,MAD_2000_ALL,10,KMeans,6,0.2824,918.0,1.1865,0.3497,0.0077,0.0319,25,0.301,"58,25,83,47,58,57"
V1,MAD_2000_ALL,10,KMeans,7,0.2464,818.4,1.3761,0.3081,0.011,0.0392,20,0.256,"62,41,40,42,45,78,20"
V1,MAD_2000_ALL,10,Ward,3,0.5638,1280.7,0.7351,0.6865,0.0093,0.0182,72,0.514,"116,140,72"
V1,MAD_2000_ALL,10,Ward,4,0.4959,1129.8,0.9883,0.5626,0.0013,0.023,58,0.414,"72,140,58,58"
V1,MAD_2000_ALL,10,Ward,5,0.4622,989.3,1.0924,0.5295,0.0042,0.0348,19,0.136,"140,58,58,53,19"
V1,MAD_2000_ALL,10,Ward,6,0.2704,855.5,1.2244,0.3711,0.0209,0.0476,19,0.202,"58,58,94,53,19,46"
V1,MAD_2000_ALL,10,Ward,7,0.24,763.4,1.3954,0.3417,0.0285,0.0717,19,0.202,"58,53,35,23,19,46,94"
V1,MAD_2000_ALL,10,GMM,3,0.3874,644.4,2.8289,0.6679,0.0793,0.101,88,0.629,"140,88,100"
V1,MAD_2000_ALL,10,GMM,5,0.3316,510.2,1.5759,0.5897,0.0169,0.0374,18,0.129,"98,140,18,54,18"
V1,MAD_2000_ALL,10,Spectral,3,0.5762,1351.3,0.7255,0.6693,0.005,0.0168,87,0.621,"87,101,140"
V1,MAD_2000_ALL,10,Spectral,4,0.3516,955.4,1.0321,0.4891,0.0129,0.0236,70,0.693,"101,70,70,87"
V1,MAD_2000_ALL,10,Spectral,5,0.2961,946.2,1.0967,0.3998,0.0053,0.027,49,0.557,"70,49,51,88,70"
V1,MAD_2000_ALL,10,Spectral,6,0.2608,772.0,1.1713,0.3655,0.0109,0.0436,29,0.33,"77,51,49,88,34,29"
V1,MAD_2000_ALL,10,Spectral,7,0.2399,769.0,1.2281,0.3136,0.0208,0.06,25,0.325,"77,42,29,54,34,25,67"
V1,MAD_2000_ALL,15,KMeans,3,0.5583,1201.8,0.7797,0.6413,0.0041,0.0172,92,0.643,"143,92,93"
V1,MAD_2000_ALL,15,KMeans,4,0.4897,1003.7,0.9963,0.5715,0.0034,0.0254,45,0.321,"67,140,45,76"
V1,MAD_2000_ALL,15,KMeans,5,0.4546,858.2,1.168,0.5204,-0.0007,0.0281,27,0.193,"57,140,27,47,57"
V1,MAD_2000_ALL,15,KMeans,6,0.2524,741.4,1.3022,0.3453,0.0074,0.0319,25,0.325,"77,58,63,58,47,25"
V1,MAD_2000_ALL,15,KMeans,7,0.2196,654.2,1.5017,0.3075,0.0102,0.0388,24,0.304,"45,61,33,47,24,39,79"
V1,MAD_2000_ALL,15,Ward,3,0.548,1143.5,0.7949,0.6688,0.0001,0.0105,88,0.629,"100,140,88"
V1,MAD_2000_ALL,15,Ward,4,0.4728,913.0,1.0808,0.577,-0.0032,0.0168,47,0.336,"88,140,53,47"
V1,MAD_2000_ALL,15,Ward,5,0.4347,802.5,1.1675,0.5379,-0.0036,0.0262,17,0.121,"140,71,53,47,17"
V1,MAD_2000_ALL,15,Ward,6,0.2323,688.2,1.3132,0.3585,0.0084,0.0361,17,0.239,"71,47,53,69,17,71"
V1,MAD_2000_ALL,15,Ward,7,0.2054,615.4,1.5913,0.3126,0.0088,0.0348,17,0.239,"53,47,34,69,17,71,37"
V1,MAD_2000_ALL,15,GMM,3,0.4406,652.7,1.3489,0.8432,0.0097,0.0192,26,0.16,"140,162,26"
V1,MAD_2000_ALL,15,GMM,4,0.3661,527.6,1.3052,0.7618,0.0017,0.0192,16,0.109,"16,140,25,147"
V1,MAD_2000_ALL,15,GMM,7,0.3893,580.1,1.6834,0.4704,0.011,0.0807,15,0.107,"44,140,26,22,34,15,47"
V1,MAD_2000_ALL,15,Spectral,3,0.5568,1175.3,0.7761,0.6693,0.005,0.0168,87,0.621,"87,101,140"
V1,MAD_2000_ALL,15,Spectral,4,0.3257,826.5,1.1229,0.4894,0.0152,0.0261,67,0.663,"73,101,67,87"
V1,MAD_2000_ALL,15,Spectral,5,0.2689,786.7,1.1935,0.4016,0.0069,0.0272,48,0.539,"73,48,89,67,51"
V1,MAD_2000_ALL,15,Spectral,6,0.2317,643.7,1.2893,0.3589,0.0091,0.0402,28,0.326,"38,28,86,54,48,74"
V1,MAD_2000_ALL,15,Spectral,7,0.2111,619.0,1.3438,0.3129,0.0166,0.0537,23,0.311,"74,56,41,68,38,23,28"
V1,MAD_2000_ALL,20,KMeans,3,0.5451,1093.7,0.8183,0.6413,0.0041,0.0172,92,0.643,"92,143,93"
V1,MAD_2000_ALL,20,KMeans,4,0.4754,895.4,1.054,0.5715,0.0034,0.0254,45,0.321,"45,140,67,76"
V1,MAD_2000_ALL,20,KMeans,5,0.4392,756.1,1.2306,0.5229,-0.0019,0.0251,25,0.179,"140,59,25,47,57"
V1,MAD_2000_ALL,20,KMeans,6,0.2339,647.4,1.3878,0.3465,0.0074,0.0316,25,0.316,"61,58,79,47,25,58"
V1,MAD_2000_ALL,20,KMeans,7,0.1996,566.3,1.6409,0.3063,0.0109,0.0388,23,0.291,"79,43,23,41,38,43,61"
V1,MAD_2000_ALL,20,Ward,3,0.5361,1040.9,0.8192,0.6803,0.0035,0.0127,76,0.543,"112,140,76"
V1,MAD_2000_ALL,20,Ward,4,0.4752,863.8,1.0893,0.5685,-0.0034,0.0175,46,0.329,"76,140,66,46"
V1,MAD_2000_ALL,20,Ward,5,0.438,738.2,1.2221,0.5288,0.0029,0.0354,22,0.157,"140,54,66,46,22"
V1,MAD_2000_ALL,20,Ward,6,0.2369,628.8,1.3718,0.3722,0.0093,0.037,22,0.232,"66,54,95,46,22,45"
V1,MAD_2000_ALL,20,Ward,7,0.2262,546.4,1.5815,0.3418,0.0217,0.0824,17,0.179,"54,46,17,49,22,45,95"
V1,MAD_2000_ALL,20,GMM,3,0.4896,885.7,0.9776,0.6676,0.0211,0.0334,91,0.65,"91,97,140"
V1,MAD_2000_ALL,20,GMM,4,0.3818,570.3,1.226,0.7086,0.0009,0.0206,24,0.171,"29,140,24,135"
V1,MAD_2000_ALL,20,Spectral,3,0.5435,1071.6,0.8135,0.6693,0.005,0.0168,87,0.621,"140,101,87"
V1,MAD_2000_ALL,20,Spectral,4,0.308,750.5,1.1896,0.4894,0.0152,0.0261,67,0.663,"73,101,87,67"
V1,MAD_2000_ALL,20,Spectral,5,0.2508,701.7,1.2738,0.3961,0.0072,0.025,50,0.588,"85,67,73,53,50"
V1,MAD_2000_ALL,20,Spectral,6,0.2311,640.8,1.3702,0.3488,0.0151,0.0438,24,0.329,"73,67,24,67,43,54"
V1,MAD_2000_ALL,20,Spectral,7,0.1931,543.1,1.4497,0.3103,0.018,0.0561,24,0.324,"74,43,54,67,38,28,24"
V1,MAD_5000_ALL,5,KMeans,3,0.5219,933.7,0.7927,0.6503,0.007,0.0196,88,0.611,"144,96,88"
V1,MAD_5000_ALL,5,KMeans,4,0.456,763.9,0.98,0.5794,0.0074,0.0381,49,0.348,"141,82,49,56"
V1,MAD_5000_ALL,5,KMeans,5,0.2926,670.3,1.1684,0.3979,0.0296,0.057,49,0.598,"75,56,49,66,82"
V1,MAD_5000_ALL,5,KMeans,6,0.2723,614.6,1.2709,0.3428,0.0251,0.0551,28,0.394,"57,71,46,70,28,56"
V1,MAD_5000_ALL,5,KMeans,7,0.2728,560.2,1.2298,0.3102,0.0451,0.0976,26,0.347,"75,26,28,37,66,51,45"
V1,MAD_5000_ALL,5,Ward,3,0.5192,919.2,0.7997,0.6777,0.0033,0.0136,86,0.61,"101,141,86"
V1,MAD_5000_ALL,5,Ward,4,0.4328,716.2,1.0747,0.5853,0.0048,0.029,44,0.312,"86,141,57,44"
V1,MAD_5000_ALL,5,Ward,5,0.4078,606.3,1.2757,0.5203,0.0173,0.0584,34,0.241,"141,34,57,44,52"
V1,MAD_5000_ALL,5,Ward,6,0.2274,554.6,1.4357,0.3417,0.0495,0.0828,34,0.425,"34,80,57,44,52,61"
V1,MAD_5000_ALL,5,Ward,7,0.2275,493.8,1.3646,0.3315,0.0454,0.0974,14,0.175,"80,44,57,20,52,61,14"
V1,MAD_5000_ALL,5,GMM,3,0.4738,779.1,0.9189,0.6805,0.0226,0.0344,82,0.582,"141,105,82"
V1,MAD_5000_ALL,5,GMM,4,0.2487,563.7,1.3454,0.4981,0.0428,0.053,67,0.638,"74,82,105,67"
V1,MAD_5000_ALL,5,GMM,5,0.2523,597.1,1.2584,0.4209,0.0361,0.0753,40,0.426,"53,83,40,94,58"
V1,MAD_5000_ALL,5,GMM,6,0.2058,476.6,1.4621,0.3742,0.0583,0.1054,22,0.232,"22,95,63,39,53,56"
V1,MAD_5000_ALL,5,GMM,7,0.158,419.9,1.5743,0.3351,0.0601,0.1063,22,0.247,"22,89,63,25,38,56,35"
V1,MAD_5000_ALL,5,Spectral,3,0.5188,919.3,0.7961,0.6757,0.0035,0.0152,92,0.652,"92,141,95"
V1,MAD_5000_ALL,5,Spectral,4,0.3391,699.8,1.0751,0.5035,0.0275,0.0476,54,0.551,"89,87,98,54"
V1,MAD_5000_ALL,5,Spectral,5,0.2879,659.1,1.169,0.3998,0.0215,0.0456,46,0.561,"82,59,64,46,77"
V1,MAD_5000_ALL,5,Spectral,6,0.2544,546.3,1.2632,0.3492,0.067,0.1357,31,0.378,"31,82,44,46,66,59"
V1,MAD_5000_ALL,5,Spectral,7,0.2743,483.2,1.1549,0.3198,0.0576,0.1368,20,0.244,"20,46,59,82,27,54,40"
V1,MAD_5000_ALL,8,KMeans,3,0.4799,737.8,0.897,0.6503,0.007,0.0196,88,0.611,"144,88,96"
V1,MAD_5000_ALL,8,KMeans,4,0.4079,579.0,1.1315,0.5794,0.0074,0.0381,49,0.348,"82,141,56,49"
V1,MAD_5000_ALL,8,KMeans,5,0.2471,499.3,1.3392,0.3992,0.0224,0.0484,49,0.598,"63,82,49,78,56"
V1,MAD_5000_ALL,8,KMeans,6,0.2277,445.3,1.4687,0.3481,0.018,0.0476,25,0.316,"79,48,58,56,62,25"
V1,MAD_5000_ALL,8,KMeans,7,0.2265,397.6,1.4321,0.3135,0.0382,0.0948,23,0.295,"41,63,45,23,78,51,27"
V1,MAD_5000_ALL,8,Ward,3,0.4725,718.2,0.9082,0.6814,0.0021,0.0121,81,0.574,"106,141,81"
V1,MAD_5000_ALL,8,Ward,4,0.4129,561.2,1.1272,0.5873,-0.0018,0.0229,37,0.262,"141,69,81,37"
V1,MAD_5000_ALL,8,Ward,5,0.2453,470.1,1.2532,0.4743,0.0114,0.054,27,0.237,"81,69,114,37,27"
V1,MAD_5000_ALL,8,Ward,6,0.2292,422.0,1.3376,0.4281,0.0138,0.0604,21,0.184,"114,69,60,37,27,21"
V1,MAD_5000_ALL,8,Ward,7,0.1975,377.7,1.4361,0.3402,0.0203,0.0698,21,0.244,"69,37,60,86,27,21,28"
V1,MAD_5000_ALL,8,GMM,3,0.3688,483.3,1.6454,0.6805,0.1,0.1378,82,0.582,"141,82,105"
V1,MAD_5000_ALL,8,GMM,4,0.1395,343.6,1.9542,0.5102,0.13,0.159,52,0.495,"82,105,89,52"
V1,MAD_5000_ALL,8,GMM,5,0.1586,373.3,1.9122,0.4062,0.074,0.1212,52,0.584,"89,54,79,52,54"
V1,MAD_5000_ALL,8,GMM,6,0.1502,324.1,1.7521,0.3777,0.0702,0.1329,19,0.213,"19,89,48,42,78,52"
V1,MAD_5000_ALL,8,GMM,7,0.1613,274.6,1.7711,0.3167,0.1018,0.1613,22,0.278,"58,53,79,33,22,28,55"
V1,MAD_5000_ALL,8,Spectral,3,0.4791,726.8,0.8888,0.679,0.0053,0.0186,84,0.596,"141,103,84"
V1,MAD_5000_ALL,8,Spectral,4,0.2979,543.6,1.1985,0.52,0.0281,0.0501,45,0.437,"96,45,103,84"
V1,MAD_5000_ALL,8,Spectral,5,0.2486,479.7,1.2494,0.4583,0.0279,0.0667,37,0.356,"96,104,46,37,45"
V1,MAD_5000_ALL,8,Spectral,6,0.207,403.2,1.4043,0.3814,0.0449,0.1148,34,0.333,"68,102,39,39,46,34"
V1,MAD_5000_ALL,8,Spectral,7,0.2286,351.3,1.3451,0.3506,0.0527,0.133,24,0.235,"26,39,102,46,24,56,35"
V1,MAD_5000_ALL,10,KMeans,3,0.465,679.5,0.9371,0.6503,0.007,0.0196,88,0.611,"144,96,88"
V1,MAD_5000_ALL,10,KMeans,4,0.3923,527.2,1.1839,0.5794,0.0074,0.0381,49,0.348,"49,141,56,82"
V1,MAD_5000_ALL,10,KMeans,5,0.2336,451.7,1.3994,0.3984,0.0276,0.0539,48,0.578,"71,83,56,48,70"
V1,MAD_5000_ALL,10,KMeans,6,0.213,398.9,1.5472,0.3457,0.0243,0.0533,25,0.342,"25,68,56,73,48,58"
V1,MAD_5000_ALL,10,KMeans,7,0.2117,354.1,1.5121,0.3117,0.0424,0.0979,23,0.315,"41,73,51,68,45,27,23"
V1,MAD_5000_ALL,10,Ward,3,0.4497,648.8,0.9589,0.6869,0.0088,0.0186,76,0.539,"111,141,76"
V1,MAD_5000_ALL,10,Ward,4,0.3839,505.0,1.2859,0.5742,0.0039,0.0289,51,0.362,"141,60,76,51"
V1,MAD_5000_ALL,10,Ward,5,0.2111,420.4,1.4793,0.4381,0.016,0.0389,35,0.33,"76,60,106,51,35"
V1,MAD_5000_ALL,10,Ward,6,0.1912,366.1,1.6183,0.3889,0.0173,0.0453,28,0.264,"106,60,48,51,35,28"
V1,MAD_5000_ALL,10,Ward,7,0.1647,325.8,1.6745,0.311,0.0234,0.0666,27,0.342,"60,51,48,79,35,28,27"
V1,MAD_5000_ALL,10,GMM,3,0.3512,437.1,1.6803,0.7555,0.0656,0.1339,47,0.333,"141,47,140"
V1,MAD_5000_ALL,10,GMM,4,0.127,311.8,1.9681,0.6692,0.0517,0.1186,28,0.176,"48,159,28,93"
V1,MAD_5000_ALL,10,GMM,5,0.1086,319.8,2.3471,0.4313,0.0861,0.1238,42,0.452,"93,42,48,93,52"
V1,MAD_5000_ALL,10,GMM,6,0.0969,280.1,2.0652,0.429,0.0643,0.1323,24,0.233,"93,103,48,29,24,31"
V1,MAD_5000_ALL,10,GMM,7,0.1176,252.1,1.793,0.4069,0.0487,0.1146,13,0.125,"25,88,104,40,22,13,36"
V1,MAD_5000_ALL,10,Spectral,3,0.4655,668.6,0.922,0.6824,0.0018,0.016,80,0.567,"141,107,80"
V1,MAD_5000_ALL,10,Spectral,4,0.2812,497.1,1.2484,0.5233,0.0217,0.0439,45,0.421,"96,80,107,45"
V1,MAD_5000_ALL,10,Spectral,5,0.2335,436.5,1.3071,0.4562,0.0253,0.0628,37,0.359,"103,96,47,37,45"
V1,MAD_5000_ALL,10,Spectral,6,0.2003,363.5,1.496,0.3797,0.0484,0.1112,34,0.33,"63,47,37,103,34,44"
V1,MAD_5000_ALL,10,Spectral,7,0.2153,315.5,1.4147,0.3565,0.0554,0.1411,23,0.223,"25,103,47,23,59,34,37"
V1,MAD_5000_ALL,15,KMeans,3,0.4434,597.3,1.0025,0.6516,0.0068,0.0192,85,0.59,"85,144,99"
V1,MAD_5000_ALL,15,KMeans,4,0.3687,456.2,1.2773,0.5797,0.007,0.0374,48,0.34,"141,82,48,57"
V1,MAD_5000_ALL,15,KMeans,5,0.2098,385.6,1.5127,0.3985,0.0265,0.0528,48,0.578,"72,83,56,48,69"
V1,MAD_5000_ALL,15,KMeans,6,0.1891,336.4,1.6781,0.3455,0.0221,0.0512,25,0.347,"72,57,57,48,69,25"
V1,MAD_5000_ALL,15,KMeans,7,0.1869,296.2,1.6539,0.3122,0.0424,0.0958,24,0.338,"70,24,71,53,45,26,39"
V1,MAD_5000_ALL,15,Ward,3,0.4038,531.6,1.0416,0.7333,0.0058,0.0165,54,0.383,"133,141,54"
V1,MAD_5000_ALL,15,Ward,4,0.3571,436.4,1.3087,0.5815,0.0044,0.0306,49,0.348,"141,84,54,49"
V1,MAD_5000_ALL,15,Ward,5,0.1793,361.3,1.6019,0.4013,0.0178,0.0435,49,0.583,"84,49,54,63,78"
V1,MAD_5000_ALL,15,Ward,6,0.1613,312.0,1.7545,0.3386,0.0409,0.0806,35,0.449,"54,49,35,63,78,49"
V1,MAD_5000_ALL,15,Ward,7,0.1494,275.1,1.8381,0.3133,0.0398,0.0815,21,0.269,"49,63,35,33,78,49,21"
V1,MAD_5000_ALL,15,GMM,3,0.377,445.3,1.2515,0.7699,0.0179,0.0562,43,0.299,"141,144,43"
V1,MAD_5000_ALL,15,GMM,4,0.1278,303.8,2.2827,0.6329,0.0224,0.0539,35,0.243,"35,43,106,144"
V1,MAD_5000_ALL,15,GMM,5,0.0925,281.9,2.3385,0.492,0.0243,0.0766,35,0.299,"117,45,35,96,35"
V1,MAD_5000_ALL,15,GMM,6,0.1367,293.3,2.1166,0.3604,0.0511,0.1042,34,0.362,"34,47,58,55,40,94"
V1,MAD_5000_ALL,15,Spectral,3,0.4414,588.8,0.9959,0.679,0.0019,0.015,84,0.596,"84,141,103"
V1,MAD_5000_ALL,15,Spectral,4,0.2578,433.6,1.3467,0.5219,0.0234,0.0458,44,0.427,"97,84,103,44"
V1,MAD_5000_ALL,15,Spectral,5,0.2108,372.6,1.4095,0.4581,0.0269,0.0655,37,0.359,"97,37,47,44,103"
V1,MAD_5000_ALL,15,Spectral,6,0.1756,306.3,1.6691,0.383,0.0626,0.1346,29,0.282,"47,103,64,37,29,48"
V1,MAD_5000_ALL,15,Spectral,7,0.191,267.4,1.5542,0.355,0.0548,0.1409,24,0.233,"58,47,37,103,26,24,33"
V1,MAD_5000_ALL,20,KMeans,3,0.4286,550.0,1.0523,0.6503,0.007,0.0196,88,0.611,"88,144,96"
V1,MAD_5000_ALL,20,KMeans,4,0.3558,416.5,1.3374,0.5807,0.0066,0.037,48,0.34,"56,141,83,48"
V1,MAD_5000_ALL,20,KMeans,5,0.1962,348.8,1.5881,0.3985,0.0265,0.0528,48,0.578,"72,83,56,48,69"
V1,MAD_5000_ALL,20,KMeans,6,0.1753,302.3,1.7663,0.3454,0.0233,0.0522,25,0.352,"71,57,57,48,70,25"
V1,MAD_5000_ALL,20,KMeans,7,0.1728,264.9,1.7389,0.3114,0.0449,0.0998,23,0.324,"70,41,23,27,45,71,51"
V1,MAD_5000_ALL,20,Ward,3,0.4094,518.0,1.1099,0.6772,-0.0013,0.0091,87,0.617,"100,141,87"
V1,MAD_5000_ALL,20,Ward,4,0.3553,389.7,1.4131,0.5888,0.0096,0.0415,40,0.284,"87,141,40,60"
V1,MAD_5000_ALL,20,Ward,5,0.3215,326.3,1.577,0.525,0.0299,0.0834,31,0.22,"141,56,40,60,31"
V1,MAD_5000_ALL,20,Ward,6,0.1563,286.5,1.7537,0.3668,0.0601,0.1124,31,0.323,"56,96,40,60,31,45"
V1,MAD_5000_ALL,20,Ward,7,0.1428,248.9,1.7764,0.3443,0.0619,0.1389,15,0.156,"96,60,40,41,31,45,15"
V1,MAD_5000_ALL,20,GMM,3,0.3633,414.9,1.3712,0.7555,0.0197,0.05,47,0.333,"141,47,140"
V1,MAD_5000_ALL,20,GMM,4,0.1322,290.7,1.9629,0.5925,0.0373,0.0667,47,0.336,"140,94,47,47"
V1,MAD_5000_ALL,20,GMM,5,0.1536,321.8,1.8266,0.4116,0.023,0.0475,49,0.563,"86,51,55,87,49"
V1,MAD_5000_ALL,20,GMM,6,0.1336,269.8,2.0347,0.3764,0.0351,0.095,23,0.267,"34,55,49,81,86,23"
V1,MAD_5000_ALL,20,Spectral,3,0.4283,543.2,1.0402,0.679,0.0036,0.0167,84,0.596,"141,103,84"
V1,MAD_5000_ALL,20,Spectral,4,0.2434,397.6,1.4251,0.5164,0.0303,0.0535,47,0.456,"94,103,47,84"
V1,MAD_5000_ALL,20,Spectral,5,0.1978,340.9,1.5143,0.4411,0.0334,0.0704,38,0.392,"94,97,52,38,47"
V1,MAD_5000_ALL,20,Spectral,6,0.1776,281.1,1.65,0.3731,0.0459,0.1164,26,0.268,"38,52,53,26,62,97"
V1,MAD_5000_ALL,20,Spectral,7,0.1772,243.0,1.6678,0.3435,0.059,0.1422,24,0.247,"26,52,38,24,33,58,97"
V2,MAD_1000_PC,5,KMeans,3,0.2116,101.3,1.5739,-0.0032,0.3807,0.3721,98,0.754,"98,130,100"
V2,MAD_1000_PC,5,KMeans,4,0.1974,89.9,1.4825,-0.0018,0.3979,0.3944,72,0.809,"89,72,79,88"
V2,MAD_1000_PC,5,KMeans,5,0.2024,84.0,1.4741,-0.0048,0.3509,0.4076,41,0.461,"81,53,89,41,64"
V2,MAD_1000_PC,5,KMeans,6,0.2042,79.8,1.4354,-0.0036,0.3434,0.3852,39,0.582,"48,67,45,62,67,39"
V2,MAD_1000_PC,5,KMeans,7,0.2024,75.0,1.3933,-0.0031,0.34,0.3951,30,0.5,"45,60,58,30,36,39,60"
V2,MAD_1000_PC,5,Ward,3,0.1573,76.5,1.8629,-0.0032,0.2666,0.2911,70,0.53,"126,132,70"
V2,MAD_1000_PC,5,Ward,4,0.1479,69.0,1.6716,0.0003,0.2929,0.3401,43,0.326,"132,83,70,43"
V2,MAD_1000_PC,5,Ward,5,0.1504,66.7,1.6913,-0.0006,0.2759,0.3669,43,0.518,"70,83,83,43,49"
V2,MAD_1000_PC,5,Ward,6,0.1394,62.8,1.558,-0.0028,0.2167,0.3608,34,0.41,"83,49,83,43,34,36"
V2,MAD_1000_PC,5,Ward,7,0.1503,60.2,1.5691,0.0001,0.2226,0.3503,18,0.217,"83,49,65,43,34,36,18"
V2,MAD_1000_PC,5,GMM,3,0.1828,86.3,1.6769,-0.0016,0.3378,0.3349,103,0.888,"103,109,116"
V2,MAD_1000_PC,5,GMM,4,0.1725,65.9,1.9664,-0.0044,0.4593,0.4525,59,0.59,"93,76,100,59"
V2,MAD_1000_PC,5,GMM,5,0.1604,63.6,1.7994,-0.0041,0.3478,0.4461,56,0.709,"79,57,78,56,58"
V2,MAD_1000_PC,5,GMM,6,0.1217,50.1,2.0068,-0.0022,0.3047,0.338,36,0.429,"57,84,64,45,42,36"
V2,MAD_1000_PC,5,GMM,7,0.0949,43.3,2.1058,-0.0033,0.3572,0.4276,28,0.4,"44,70,35,66,55,28,30"
V2,MAD_1000_PC,5,Spectral,3,0.2081,98.3,1.5994,-0.0026,0.4369,0.4294,88,0.672,"109,131,88"
V2,MAD_1000_PC,5,Spectral,4,0.1936,87.3,1.5406,-0.0023,0.3899,0.4033,72,0.809,"80,87,72,89"
V2,MAD_1000_PC,5,Spectral,5,0.1871,77.2,1.5021,0.0024,0.2534,0.3519,49,0.57,"86,50,60,49,83"
