variant,gene_set,n_pcs,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,BioValidity_ARI,BioValidity_NMI,min_cluster_size,size_balance,cluster_sizes
V3,MAD_3000_PC,10,KMeans,7,0.1437,47.8,1.7021,0.0036,0.293,0.3493,19,0.322,"54,19,59,46,46,56,48"
V3,MAD_3000_PC,10,Ward,3,0.1151,57.1,2.3338,0.0001,0.2303,0.2469,80,0.611,"131,80,117"
V3,MAD_3000_PC,10,Ward,4,0.1141,51.9,2.0714,-0.0036,0.2108,0.2428,57,0.487,"117,80,57,74"
V3,MAD_3000_PC,10,Ward,5,0.1011,46.8,1.9422,-0.001,0.2726,0.2973,48,0.6,"80,69,57,74,48"
V3,MAD_3000_PC,10,Ward,6,0.1048,43.8,1.9317,-0.0001,0.2595,0.319,32,0.432,"69,74,57,32,48,48"
V3,MAD_3000_PC,10,Ward,7,0.1001,41.0,1.9248,0.001,0.2261,0.3143,32,0.432,"57,74,34,32,48,48,35"
V3,MAD_3000_PC,10,GMM,3,0.126,53.4,2.3707,-0.0051,0.2435,0.2839,76,0.484,"95,157,76"
V3,MAD_3000_PC,10,GMM,4,0.0698,32.8,2.405,-0.0066,0.2517,0.3218,29,0.174,"72,29,167,60"
V3,MAD_3000_PC,10,GMM,5,0.0693,29.3,2.4596,-0.0046,0.3521,0.374,30,0.252,"67,32,80,30,119"
V3,MAD_3000_PC,10,Spectral,3,0.157,68.3,1.9905,-0.0011,0.2514,0.2986,74,0.5,"74,106,148"
V3,MAD_3000_PC,10,Spectral,4,0.1401,58.8,1.9766,-0.0032,0.301,0.3717,60,0.472,"67,127,60,74"
V3,MAD_3000_PC,10,Spectral,5,0.1337,50.2,1.919,-0.0031,0.2918,0.3368,39,0.476,"80,61,39,82,66"
V3,MAD_3000_PC,10,Spectral,6,0.1376,47.8,1.8555,-0.0017,0.266,0.3371,28,0.346,"74,36,28,47,81,62"
V3,MAD_3000_PC,10,Spectral,7,0.1298,44.5,1.8268,-0.0001,0.2393,0.3435,30,0.476,"63,44,48,30,46,35,62"
V3,MAD_3000_PC,15,KMeans,3,0.1385,61.5,2.1624,-0.0012,0.2565,0.2872,78,0.565,"78,138,112"
V3,MAD_3000_PC,15,KMeans,4,0.1286,53.3,2.1422,-0.0035,0.3357,0.3746,68,0.591,"69,76,115,68"
V3,MAD_3000_PC,15,KMeans,5,0.1233,47.5,2.0746,-0.0028,0.3435,0.3701,59,0.843,"70,59,68,69,62"
V3,MAD_3000_PC,15,KMeans,6,0.1286,43.8,1.9566,0.0014,0.319,0.3592,25,0.368,"68,61,25,56,53,65"
V3,MAD_3000_PC,15,KMeans,7,0.124,40.3,1.8775,0.0011,0.2946,0.3713,21,0.309,"42,58,42,45,52,68,21"
V3,MAD_3000_PC,15,Ward,3,0.1108,48.0,2.3983,-0.0042,0.2511,0.2966,67,0.411,"98,67,163"
V3,MAD_3000_PC,15,Ward,4,0.0972,42.9,2.0906,-0.0072,0.2104,0.3108,44,0.27,"163,67,54,44"
V3,MAD_3000_PC,15,Ward,5,0.1031,40.5,2.1723,-0.0006,0.2821,0.3295,44,0.512,"67,86,54,44,77"
V3,MAD_3000_PC,15,Ward,6,0.1052,37.8,2.06,0.0023,0.2781,0.3489,22,0.256,"86,77,54,44,45,22"
V3,MAD_3000_PC,15,Ward,7,0.1001,35.2,1.9997,0.0034,0.2387,0.3368,22,0.286,"40,77,54,44,45,22,46"
V3,MAD_3000_PC,15,GMM,3,0.0622,29.5,2.8792,-0.006,0.2319,0.2965,70,0.389,"70,180,78"
V3,MAD_3000_PC,15,GMM,4,0.0699,31.2,2.5817,-0.0003,0.3333,0.3217,64,0.667,"64,87,81,96"
V3,MAD_3000_PC,15,GMM,6,0.0967,33.7,2.2331,-0.0018,0.3717,0.4178,28,0.4,"51,70,70,45,28,64"
V3,MAD_3000_PC,15,GMM,7,0.1034,34.7,2.0894,-0.0024,0.3338,0.3851,30,0.441,"68,36,30,61,62,41,30"
V3,MAD_3000_PC,15,Spectral,3,0.1361,59.1,2.1553,0.0015,0.266,0.3043,74,0.503,"74,147,107"
V3,MAD_3000_PC,15,Spectral,4,0.1208,50.4,2.14,-0.0016,0.3061,0.347,65,0.533,"73,122,68,65"
V3,MAD_3000_PC,15,Spectral,5,0.106,40.5,2.0488,0.0003,0.2872,0.3796,39,0.443,"82,39,46,73,88"
V3,MAD_3000_PC,15,Spectral,6,0.1204,40.9,1.9878,0.0024,0.3062,0.3721,26,0.356,"66,73,70,57,26,36"
V3,MAD_3000_PC,15,Spectral,7,0.11,37.8,1.9319,0.0021,0.2548,0.3503,26,0.371,"35,70,26,50,62,38,47"
V3,MAD_3000_PC,20,KMeans,3,0.1306,56.7,2.2548,-0.0028,0.2465,0.2801,77,0.575,"117,77,134"
V3,MAD_3000_PC,20,KMeans,4,0.1213,48.8,2.238,-0.0047,0.3068,0.3671,64,0.547,"64,75,117,72"
V3,MAD_3000_PC,20,KMeans,5,0.1097,43.3,2.1755,-0.0024,0.3186,0.3487,52,0.722,"71,52,72,69,64"
V3,MAD_3000_PC,20,KMeans,6,0.1166,39.8,2.0632,-0.0006,0.3421,0.3713,30,0.448,"67,65,66,53,47,30"
V3,MAD_3000_PC,20,KMeans,7,0.1135,36.6,2.0452,-0.0015,0.2866,0.3599,29,0.509,"57,46,47,43,50,29,56"
V3,MAD_3000_PC,20,Ward,3,0.0729,39.3,2.7297,-0.0005,0.1054,0.1136,84,0.622,"135,84,109"
V3,MAD_3000_PC,20,Ward,4,0.0667,35.0,2.385,0.0027,0.1817,0.2129,61,0.56,"84,74,109,61"
V3,MAD_3000_PC,20,Ward,5,0.0745,32.7,2.2865,0.0041,0.208,0.2765,39,0.358,"109,74,39,61,45"
V3,MAD_3000_PC,20,Ward,6,0.0857,31.9,2.2135,-0.0008,0.2554,0.3213,39,0.527,"39,74,40,61,45,69"
V3,MAD_3000_PC,20,Ward,7,0.0886,29.7,2.0366,-0.0005,0.2565,0.3162,15,0.203,"74,61,40,24,45,69,15"
V3,MAD_3000_PC,20,GMM,3,0.0617,29.5,3.152,-0.0039,0.2321,0.2671,77,0.5,"97,154,77"
V3,MAD_3000_PC,20,GMM,4,0.0832,34.9,2.4765,-0.0036,0.2382,0.2928,55,0.514,"55,100,107,66"
V3,MAD_3000_PC,20,GMM,5,0.0817,35.2,2.33,-0.0032,0.2942,0.3402,53,0.616,"86,63,65,53,61"
V3,MAD_3000_PC,20,GMM,6,0.0871,33.6,2.2206,-0.0028,0.3167,0.3734,42,0.609,"69,48,60,64,45,42"
V3,MAD_3000_PC,20,Spectral,3,0.1293,54.4,2.2166,-0.0018,0.2492,0.295,69,0.463,"149,110,69"
V3,MAD_3000_PC,20,Spectral,4,0.1089,45.5,2.217,-0.0034,0.291,0.3475,58,0.472,"123,80,67,58"
V3,MAD_3000_PC,20,Spectral,5,0.1043,38.2,2.1607,-0.0022,0.286,0.3356,41,0.441,"93,59,81,54,41"
V3,MAD_3000_PC,20,Spectral,6,0.094,33.7,2.1473,-0.0037,0.2594,0.377,28,0.257,"38,45,77,28,109,31"
V3,MAD_3000_PC,20,Spectral,7,0.0981,33.3,2.1174,-0.0021,0.2295,0.3361,29,0.337,"49,86,29,36,43,50,35"
V3,MAD_5000_PC,5,KMeans,3,0.2145,99.8,1.6029,-0.0029,0.2023,0.2558,81,0.54,"150,81,97"
V3,MAD_5000_PC,5,KMeans,4,0.1875,90.2,1.6658,-0.0045,0.3134,0.3493,71,0.634,"112,72,71,73"
V3,MAD_5000_PC,5,KMeans,5,0.1917,83.4,1.5358,-0.003,0.3071,0.3522,44,0.557,"69,76,79,44,60"
V3,MAD_5000_PC,5,KMeans,6,0.1971,79.9,1.464,-0.0018,0.3051,0.3591,33,0.423,"70,33,40,43,64,78"
V3,MAD_5000_PC,5,KMeans,7,0.2011,76.1,1.3212,0.0028,0.2845,0.3608,19,0.264,"40,47,47,60,72,19,43"
V3,MAD_5000_PC,5,Ward,3,0.156,78.8,1.7758,-0.0016,0.185,0.2374,75,0.524,"143,110,75"
V3,MAD_5000_PC,5,Ward,4,0.1628,71.3,1.7546,-0.0018,0.2578,0.3048,52,0.473,"91,110,75,52"
V3,MAD_5000_PC,5,Ward,5,0.1615,66.9,1.5382,-0.0015,0.2581,0.2965,16,0.145,"110,75,75,52,16"
V3,MAD_5000_PC,5,Ward,6,0.1632,65.3,1.5161,-0.0008,0.2849,0.3258,16,0.198,"75,52,75,81,16,29"
V3,MAD_5000_PC,5,Ward,7,0.1452,61.3,1.4582,-0.0001,0.284,0.3406,16,0.198,"75,52,38,81,16,29,37"
V3,MAD_5000_PC,5,GMM,3,0.1701,81.4,1.8117,-0.003,0.3177,0.3284,93,0.689,"135,100,93"
V3,MAD_5000_PC,5,GMM,4,0.1854,81.1,1.6707,-0.0048,0.3595,0.3746,44,0.333,"44,69,132,83"
V3,MAD_5000_PC,5,GMM,5,0.1175,50.4,1.8475,-0.0041,0.296,0.3352,46,0.5,"64,52,92,74,46"
V3,MAD_5000_PC,5,GMM,6,0.1125,49.1,1.7226,-0.004,0.3008,0.3086,24,0.24,"24,47,74,46,37,100"
V3,MAD_5000_PC,5,GMM,7,0.1537,60.3,1.5996,-0.0032,0.2152,0.2997,26,0.317,"33,58,56,26,28,82,45"
V3,MAD_5000_PC,5,Spectral,3,0.2009,92.8,1.6664,-0.0023,0.1925,0.2518,61,0.396,"113,61,154"
V3,MAD_5000_PC,5,Spectral,4,0.1782,81.8,1.6532,-0.0036,0.2536,0.3048,67,0.67,"67,94,100,67"
V3,MAD_5000_PC,5,Spectral,5,0.1786,74.7,1.5917,-0.0032,0.2619,0.3188,31,0.344,"85,90,31,59,63"
V3,MAD_5000_PC,5,Spectral,6,0.1911,74.0,1.4922,-0.0009,0.2753,0.3354,28,0.337,"82,83,59,28,31,45"
V3,MAD_5000_PC,5,Spectral,7,0.1899,71.9,1.3882,-0.0017,0.2258,0.3103,20,0.278,"72,61,59,31,20,50,35"
V3,MAD_5000_PC,8,KMeans,3,0.1773,77.1,1.814,-0.0028,0.2018,0.2555,81,0.544,"149,81,98"
V3,MAD_5000_PC,8,KMeans,4,0.1578,67.9,1.8921,-0.0041,0.2887,0.3439,65,0.537,"121,72,65,70"
V3,MAD_5000_PC,8,KMeans,5,0.1553,61.8,1.7821,-0.0021,0.3037,0.3461,45,0.556,"45,76,67,59,81"
V3,MAD_5000_PC,8,KMeans,6,0.1582,58.4,1.6744,-0.0013,0.3169,0.3644,28,0.378,"74,65,71,28,47,43"
V3,MAD_5000_PC,8,KMeans,7,0.1593,54.5,1.5762,0.0015,0.2868,0.3632,21,0.3,"70,58,46,49,21,41,43"
V3,MAD_5000_PC,8,Ward,3,0.1356,63.3,1.8951,-0.0049,0.0853,0.1859,48,0.312,"154,126,48"
V3,MAD_5000_PC,8,Ward,4,0.1179,55.9,2.0878,-0.0033,0.1231,0.1933,48,0.381,"77,126,48,77"
V3,MAD_5000_PC,8,Ward,5,0.1293,51.6,1.879,-0.0025,0.1357,0.2042,22,0.175,"126,55,48,77,22"
V3,MAD_5000_PC,8,Ward,6,0.1238,48.5,1.918,-0.0036,0.1797,0.2467,22,0.278,"55,47,79,77,22,48"
V3,MAD_5000_PC,8,Ward,7,0.117,45.3,1.8859,-0.0022,0.185,0.2663,22,0.278,"47,77,79,31,22,48,24"
V3,MAD_5000_PC,8,GMM,3,0.1422,62.9,2.1716,-0.0038,0.2686,0.2828,83,0.576,"101,83,144"
V3,MAD_5000_PC,8,GMM,4,0.1145,44.8,2.1621,-0.0045,0.3011,0.3337,41,0.323,"81,41,127,79"
V3,MAD_5000_PC,8,GMM,5,0.1367,51.8,1.8208,-0.0028,0.3354,0.3325,30,0.326,"92,35,30,82,89"
V3,MAD_5000_PC,8,Spectral,3,0.168,72.3,1.859,-0.001,0.1652,0.2261,58,0.372,"114,156,58"
V3,MAD_5000_PC,8,Spectral,4,0.1542,65.1,1.8744,-0.0018,0.2615,0.3351,60,0.455,"132,75,61,60"
V3,MAD_5000_PC,8,Spectral,5,0.1457,55.8,1.7759,-0.0028,0.2693,0.3491,28,0.295,"95,70,57,28,78"
V3,MAD_5000_PC,8,Spectral,6,0.1569,55.1,1.7079,-0.0022,0.2945,0.3642,27,0.297,"50,73,57,30,91,27"
V3,MAD_5000_PC,8,Spectral,7,0.1469,51.1,1.6651,-0.0036,0.2306,0.3302,28,0.337,"40,83,31,53,28,64,29"
V3,MAD_5000_PC,10,KMeans,3,0.1639,70.3,1.8959,-0.0028,0.2018,0.2555,81,0.544,"149,98,81"
V3,MAD_5000_PC,10,KMeans,4,0.1496,61.6,1.9918,-0.0033,0.2955,0.3541,63,0.512,"70,63,123,72"
V3,MAD_5000_PC,10,KMeans,5,0.1428,55.5,1.8994,-0.0032,0.3288,0.3734,44,0.55,"60,80,68,44,76"
V3,MAD_5000_PC,10,KMeans,6,0.1449,52.1,1.7664,-0.0003,0.3221,0.379,25,0.329,"42,63,58,25,64,76"
V3,MAD_5000_PC,10,KMeans,7,0.1418,48.4,1.6737,0.001,0.2932,0.3732,21,0.292,"72,21,59,40,50,44,42"
V3,MAD_5000_PC,10,Ward,3,0.0994,57.8,2.4225,-0.0022,0.1164,0.1489,85,0.545,"156,85,87"
V3,MAD_5000_PC,10,Ward,4,0.0982,50.2,2.1775,0.0004,0.1889,0.2144,45,0.405,"85,111,87,45"
V3,MAD_5000_PC,10,Ward,5,0.1045,46.7,2.0512,0.001,0.1861,0.2509,37,0.333,"111,45,87,48,37"
V3,MAD_5000_PC,10,Ward,6,0.1045,44.7,1.8985,0.003,0.2331,0.2863,37,0.425,"87,45,62,48,37,49"
V3,MAD_5000_PC,10,Ward,7,0.1139,42.4,1.9077,-0.0012,0.2529,0.3042,35,0.565,"35,45,52,48,37,49,62"
V3,MAD_5000_PC,10,GMM,3,0.096,40.6,2.7503,-0.0049,0.2484,0.2723,55,0.357,"119,55,154"
V3,MAD_5000_PC,10,GMM,4,0.0827,32.2,2.5634,-0.0021,0.2761,0.3197,36,0.273,"132,92,36,68"
V3,MAD_5000_PC,10,Spectral,3,0.151,65.9,2.0583,-0.0001,0.2256,0.2809,69,0.46,"109,69,150"
V3,MAD_5000_PC,10,Spectral,4,0.1399,58.8,2.0032,-0.0016,0.3009,0.3771,62,0.47,"62,62,132,72"
V3,MAD_5000_PC,10,Spectral,5,0.14,51.4,1.836,-0.0045,0.27,0.3454,29,0.223,"48,130,50,71,29"
V3,MAD_5000_PC,10,Spectral,6,0.1413,49.7,1.8117,-0.0013,0.2898,0.363,29,0.33,"35,51,52,88,29,73"
V3,MAD_5000_PC,10,Spectral,7,0.1338,45.0,1.8098,-0.0028,0.2302,0.3194,30,0.39,"41,51,44,53,32,30,77"
V3,MAD_5000_PC,15,KMeans,3,0.1466,61.6,2.0344,-0.0028,0.2018,0.2555,81,0.544,"149,81,98"
V3,MAD_5000_PC,15,KMeans,4,0.1313,53.4,2.1448,-0.0033,0.2955,0.3541,63,0.512,"63,70,72,123"
V3,MAD_5000_PC,15,KMeans,5,0.1246,47.7,2.0762,-0.0036,0.3427,0.386,44,0.557,"44,61,69,79,75"
V3,MAD_5000_PC,15,KMeans,6,0.1266,44.4,1.9203,-0.0019,0.3336,0.3862,25,0.329,"65,55,66,76,25,41"
V3,MAD_5000_PC,15,KMeans,7,0.1381,40.8,1.7439,0.0004,0.3269,0.3729,4,0.055,"71,60,42,25,53,73,4"
V3,MAD_5000_PC,15,Ward,3,0.1161,48.6,2.3027,-0.0039,0.2191,0.2473,80,0.479,"167,81,80"
V3,MAD_5000_PC,15,Ward,4,0.0982,42.1,2.3087,-0.0052,0.2555,0.3097,40,0.315,"127,81,80,40"
V3,MAD_5000_PC,15,Ward,5,0.0877,38.3,2.2722,-0.0007,0.333,0.3885,40,0.494,"81,40,80,70,57"
V3,MAD_5000_PC,15,Ward,6,0.0932,36.7,2.1152,0.0038,0.3472,0.3882,22,0.275,"80,40,59,70,57,22"
V3,MAD_5000_PC,15,Ward,7,0.0884,34.7,2.1077,0.0041,0.2798,0.3794,22,0.314,"40,70,59,42,57,22,38"
V3,MAD_5000_PC,15,GMM,3,0.0579,26.2,2.9779,-0.003,0.2011,0.2363,75,0.543,"115,138,75"
V3,MAD_5000_PC,15,GMM,4,0.0708,32.6,2.6618,-0.0052,0.1705,0.2648,45,0.369,"45,104,122,57"
V3,MAD_5000_PC,15,GMM,6,0.0825,34.5,2.3055,-0.0022,0.2801,0.3152,39,0.481,"46,52,50,81,60,39"
V3,MAD_5000_PC,15,Spectral,3,0.1305,58.2,2.2167,0.0007,0.2709,0.3096,74,0.521,"112,142,74"
V3,MAD_5000_PC,15,Spectral,4,0.1193,50.2,2.1742,-0.0036,0.3237,0.3524,65,0.508,"70,128,65,65"
V3,MAD_5000_PC,15,Spectral,5,0.1155,43.9,1.9773,-0.0048,0.3085,0.349,31,0.252,"123,57,31,46,71"
V3,MAD_5000_PC,15,Spectral,6,0.1247,42.4,2.028,0.0015,0.3177,0.3858,29,0.377,"67,29,77,58,58,39"
V3,MAD_5000_PC,15,Spectral,7,0.1141,38.7,2.0094,0.0012,0.2362,0.3274,29,0.414,"35,70,29,54,58,43,39"
V3,MAD_5000_PC,20,KMeans,3,0.137,56.8,2.1309,-0.0036,0.1981,0.2537,79,0.527,"99,79,150"
V3,MAD_5000_PC,20,KMeans,4,0.1211,48.9,2.2645,-0.004,0.3049,0.358,64,0.529,"64,72,71,121"
V3,MAD_5000_PC,20,KMeans,5,0.1148,43.5,2.1774,-0.0038,0.3413,0.3832,44,0.564,"76,61,78,44,69"
V3,MAD_5000_PC,20,KMeans,6,0.1148,40.2,2.058,-0.0029,0.3305,0.3793,32,0.438,"71,43,48,32,61,73"
V3,MAD_5000_PC,20,KMeans,7,0.1118,36.8,1.9947,-0.0027,0.277,0.345,27,0.422,"27,42,39,63,64,31,62"
V3,MAD_5000_PC,20,Ward,3,0.0765,45.1,2.7368,-0.0033,0.2405,0.2331,86,0.683,"126,86,116"
V3,MAD_5000_PC,20,Ward,4,0.0794,38.7,2.4371,0.0002,0.202,0.2381,37,0.319,"86,89,116,37"
V3,MAD_5000_PC,20,Ward,5,0.085,35.6,2.265,0.004,0.2146,0.264,22,0.19,"116,89,64,37,22"
V3,MAD_5000_PC,20,Ward,6,0.0818,33.7,2.1034,0.0022,0.2383,0.2849,22,0.247,"89,37,64,80,22,36"
V3,MAD_5000_PC,20,Ward,7,0.0916,31.3,1.9089,0.0024,0.2375,0.285,4,0.047,"37,85,64,80,22,36,4"
V3,MAD_5000_PC,20,GMM,3,0.0569,28.4,3.0548,-0.0047,0.2147,0.2428,77,0.472,"88,77,163"
V3,MAD_5000_PC,20,GMM,4,0.0719,33.6,2.4878,-0.0035,0.1758,0.2446,53,0.387,"137,55,53,83"
V3,MAD_5000_PC,20,GMM,5,0.0885,35.6,2.2622,-0.0046,0.3249,0.3262,40,0.388,"75,50,60,40,103"
V3,MAD_5000_PC,20,Spectral,3,0.1226,53.3,2.3081,-0.0012,0.2669,0.3067,73,0.533,"118,73,137"
V3,MAD_5000_PC,20,Spectral,4,0.1102,46.5,2.2344,-0.0031,0.2574,0.3356,54,0.403,"134,64,76,54"
V3,MAD_5000_PC,20,Spectral,5,0.1064,39.9,2.0767,-0.004,0.2902,0.3557,30,0.222,"135,30,59,38,66"
V3,MAD_5000_PC,20,Spectral,6,0.111,37.4,2.1402,0.0001,0.308,0.3784,29,0.354,"29,58,31,60,82,68"
V3,MAD_5000_PC,20,Spectral,7,0.0977,33.6,2.1484,-0.0025,0.2347,0.3292,29,0.358,"57,47,29,46,31,37,81"
V3,MAD_2000_ALL,5,KMeans,3,0.2108,120.4,1.5491,-0.0019,0.1347,0.1683,101,0.856,"101,118,109"
V3,MAD_2000_ALL,5,KMeans,4,0.1987,106.9,1.4967,0.0062,0.1595,0.2054,73,0.811,"73,81,84,90"
V3,MAD_2000_ALL,5,KMeans,5,0.192,95.6,1.4606,0.0041,0.2391,0.2823,60,0.857,"67,69,62,60,70"
V3,MAD_2000_ALL,5,KMeans,6,0.1867,88.9,1.4106,0.004,0.2549,0.3563,40,0.519,"68,51,42,40,50,77"
V3,MAD_2000_ALL,5,KMeans,7,0.2044,83.3,1.3996,0.0031,0.2413,0.323,29,0.46,"29,61,42,53,63,40,40"
V3,MAD_2000_ALL,5,Ward,3,0.1466,96.9,1.7805,-0.001,0.0332,0.0608,74,0.46,"161,93,74"
V3,MAD_2000_ALL,5,Ward,4,0.1587,89.2,1.6451,0.0039,0.1272,0.1658,65,0.677,"93,65,74,96"
V3,MAD_2000_ALL,5,Ward,5,0.1435,78.2,1.6553,0.0003,0.1505,0.2223,30,0.312,"65,96,74,63,30"
V3,MAD_2000_ALL,5,Ward,6,0.1467,72.7,1.5437,0.0016,0.1475,0.2361,27,0.281,"96,63,74,38,30,27"
V3,MAD_2000_ALL,5,Ward,7,0.1535,70.2,1.4679,0.0037,0.1762,0.2658,27,0.365,"74,63,59,38,30,27,37"
V3,MAD_2000_ALL,5,GMM,3,0.1223,53.5,1.7004,-0.0089,0.2405,0.3163,28,0.127,"79,221,28"
V3,MAD_2000_ALL,5,GMM,4,0.1154,52.5,1.9001,-0.0053,0.4072,0.4363,28,0.19,"147,80,73,28"
V3,MAD_2000_ALL,5,GMM,5,0.0643,43.4,2.0614,-0.0038,0.1545,0.2508,31,0.218,"37,62,142,31,56"
V3,MAD_2000_ALL,5,GMM,6,0.1029,45.9,2.284,-0.0048,0.2203,0.3801,23,0.181,"48,23,127,57,33,40"
V3,MAD_2000_ALL,5,GMM,7,0.1028,45.5,1.7954,-0.0031,0.3081,0.3853,29,0.426,"32,30,40,29,68,64,65"
V3,MAD_2000_ALL,5,Spectral,3,0.2089,114.5,1.525,-0.0038,0.1627,0.2071,96,0.738,"96,130,102"
V3,MAD_2000_ALL,5,Spectral,4,0.1875,95.8,1.4568,-0.0039,0.2174,0.302,32,0.258,"72,100,32,124"
V3,MAD_2000_ALL,5,Spectral,5,0.1746,86.4,1.457,-0.002,0.2601,0.3527,29,0.293,"88,57,29,99,55"
V3,MAD_2000_ALL,5,Spectral,6,0.1749,78.9,1.5549,0.0013,0.1884,0.2672,34,0.453,"45,34,59,69,46,75"
V3,MAD_2000_ALL,5,Spectral,7,0.1786,77.5,1.4309,0.003,0.1835,0.29,28,0.364,"40,41,77,28,54,49,39"
V3,MAD_2000_ALL,8,KMeans,3,0.1777,95.6,1.7565,-0.0019,0.1331,0.1672,101,0.842,"101,107,120"
V3,MAD_2000_ALL,8,KMeans,4,0.1607,82.4,1.7419,0.0103,0.1691,0.2209,74,0.796,"84,93,74,77"
V3,MAD_2000_ALL,8,KMeans,5,0.1551,72.3,1.6858,0.0059,0.2342,0.2757,60,0.857,"67,60,66,65,70"
V3,MAD_2000_ALL,8,KMeans,6,0.1531,66.5,1.6094,0.0051,0.2458,0.3544,40,0.494,"67,40,51,81,49,40"
V3,MAD_2000_ALL,8,KMeans,7,0.1523,61.7,1.673,0.0046,0.2371,0.3369,36,0.679,"49,51,43,36,46,53,50"
V3,MAD_2000_ALL,8,Ward,3,0.141,80.5,1.7995,0.0092,0.08,0.1398,73,0.403,"181,74,73"
V3,MAD_2000_ALL,8,Ward,4,0.1255,68.7,2.0526,0.0206,0.1383,0.1873,73,0.676,"108,74,73,73"
V3,MAD_2000_ALL,8,Ward,5,0.1211,62.1,1.9103,0.0207,0.1518,0.1955,37,0.5,"74,71,73,73,37"
V3,MAD_2000_ALL,8,Ward,6,0.1305,58.0,1.7905,0.0114,0.181,0.2574,33,0.452,"73,71,41,73,37,33"
V3,MAD_2000_ALL,8,Ward,7,0.1271,53.1,1.7413,0.0098,0.1887,0.276,14,0.192,"71,73,41,59,37,33,14"
V3,MAD_2000_ALL,8,GMM,3,0.1075,46.7,2.2106,-0.0047,0.1587,0.2062,71,0.452,"100,157,71"
V3,MAD_2000_ALL,8,GMM,4,0.0964,48.7,2.1687,-0.0037,0.2075,0.2986,52,0.477,"64,109,103,52"
V3,MAD_2000_ALL,8,GMM,5,0.0526,36.2,2.2479,0.0069,0.2875,0.3232,30,0.244,"72,50,53,30,123"
V3,MAD_2000_ALL,8,GMM,6,0.063,37.8,2.0339,-0.0045,0.3602,0.3811,16,0.167,"63,96,16,52,50,51"
V3,MAD_2000_ALL,8,GMM,7,0.0874,42.8,1.9338,-0.0027,0.1881,0.2944,22,0.275,"24,49,53,22,32,80,68"
V3,MAD_2000_ALL,8,Spectral,3,0.182,86.0,1.818,0.0003,0.2499,0.2922,91,0.746,"91,115,122"
V3,MAD_2000_ALL,8,Spectral,4,0.1534,71.8,1.7057,-0.0055,0.2086,0.278,31,0.242,"128,102,67,31"
V3,MAD_2000_ALL,8,Spectral,5,0.1439,66.8,1.7253,-0.0029,0.2574,0.3313,31,0.313,"99,31,57,80,61"
V3,MAD_2000_ALL,8,Spectral,6,0.1395,62.3,1.6782,0.0016,0.2327,0.3077,28,0.308,"54,54,56,45,28,91"
V3,MAD_2000_ALL,8,Spectral,7,0.134,55.7,1.7157,0.0033,0.2113,0.3598,28,0.295,"43,54,37,28,37,95,34"
V3,MAD_2000_ALL,10,KMeans,3,0.1663,87.1,1.84,-0.0015,0.1337,0.1672,100,0.847,"118,100,110"
V3,MAD_2000_ALL,10,KMeans,4,0.1526,74.5,1.7978,0.008,0.1495,0.1901,73,0.777,"80,94,73,81"
V3,MAD_2000_ALL,10,KMeans,5,0.1491,64.7,1.7742,0.0029,0.1997,0.2676,41,0.466,"88,67,41,59,73"
V3,MAD_2000_ALL,10,KMeans,6,0.1454,59.1,1.712,0.0037,0.2404,0.3335,40,0.5,"65,80,40,40,45,58"
V3,MAD_2000_ALL,10,KMeans,7,0.1441,54.6,1.7413,0.0062,0.2087,0.3037,33,0.569,"49,58,46,33,55,39,48"
V3,MAD_2000_ALL,10,Ward,3,0.1234,72.1,2.0407,-0.0012,0.0547,0.0792,73,0.474,"154,101,73"
V3,MAD_2000_ALL,10,Ward,4,0.0988,61.0,2.069,0.0102,0.1292,0.1514,69,0.683,"101,85,73,69"
V3,MAD_2000_ALL,10,Ward,5,0.0923,53.6,2.0645,0.0106,0.16,0.2227,42,0.494,"85,59,73,69,42"
V3,MAD_2000_ALL,10,Ward,6,0.0955,48.8,2.0614,0.011,0.1744,0.2591,42,0.575,"73,59,42,69,42,43"
V3,MAD_2000_ALL,10,Ward,7,0.1016,46.0,2.0511,0.0058,0.1929,0.2967,25,0.362,"59,48,42,69,42,43,25"
V3,MAD_2000_ALL,10,GMM,3,0.0743,38.0,2.5608,-0.0069,0.1662,0.2411,46,0.245,"94,46,188"
V3,MAD_2000_ALL,10,GMM,4,0.0649,28.0,2.8216,-0.0025,0.2212,0.2759,35,0.302,"35,116,114,63"
V3,MAD_2000_ALL,10,GMM,5,0.0614,35.8,2.5908,-0.0054,0.1483,0.2478,36,0.36,"53,100,36,43,96"
V3,MAD_2000_ALL,10,GMM,6,0.0648,37.3,2.2586,0.0029,0.1481,0.2323,32,0.299,"107,34,43,68,32,44"
V3,MAD_2000_ALL,10,GMM,7,0.071,37.7,2.1177,-0.0037,0.2895,0.3503,25,0.316,"53,43,59,25,36,79,33"
V3,MAD_2000_ALL,10,Spectral,3,0.1757,80.0,1.8677,0.0045,0.2006,0.2475,81,0.628,"81,118,129"
V3,MAD_2000_ALL,10,Spectral,4,0.147,67.1,1.7629,-0.0045,0.1923,0.2643,29,0.236,"70,123,29,106"
V3,MAD_2000_ALL,10,Spectral,5,0.1356,61.4,1.7508,-0.0034,0.2563,0.332,29,0.296,"98,62,29,56,83"
V3,MAD_2000_ALL,10,Spectral,6,0.1307,55.8,1.6997,-0.002,0.2202,0.3015,24,0.24,"39,58,100,51,24,56"
