gene_set,n_genes,protein_coding_only,n_pcs,cum_explained_var,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,min_cluster_size,max_cluster_size,size_balance,cluster_sizes
MAD_5000_PC,5000,True,30,0.7328,Spectral,2,0.1612,69.2,2.0236,-0.0041,116,212,0.547,"116,212"
MAD_5000_PC,5000,True,30,0.7328,Spectral,3,0.1175,49.3,2.426,-0.0025,73,141,0.518,"114,141,73"
MAD_5000_PC,5000,True,30,0.7328,Spectral,4,0.1017,41.2,2.4061,-0.0045,61,130,0.469,"64,73,61,130"
MAD_5000_PC,5000,True,30,0.7328,Spectral,5,0.0975,35.9,2.1942,-0.0043,29,128,0.227,"52,75,29,44,128"
MAD_5000_PC,5000,True,30,0.7328,Spectral,6,0.1015,33.6,2.2711,-0.0027,29,85,0.341,"29,85,35,57,71,51"
MAD_5000_PC,5000,True,30,0.7328,Spectral,7,0.0928,30.5,2.252,-0.0024,29,70,0.414,"48,40,35,50,70,29,56"
MAD_5000_PC,5000,True,30,0.7328,Spectral,8,0.0937,28.5,2.1469,0.0005,25,64,0.391,"29,52,25,64,44,33,33,48"
MAD_2000_ALL,2000,False,10,0.4601,KMeans,2,0.2184,117.0,1.624,-0.003,157,171,0.918,"171,157"
MAD_2000_ALL,2000,False,10,0.4601,KMeans,3,0.1663,87.1,1.84,-0.0015,100,118,0.847,"118,100,110"
MAD_2000_ALL,2000,False,10,0.4601,KMeans,4,0.1526,74.5,1.7978,0.008,73,94,0.777,"80,94,73,81"
MAD_2000_ALL,2000,False,10,0.4601,KMeans,5,0.1491,64.7,1.7742,0.0029,41,88,0.466,"88,67,41,59,73"
MAD_2000_ALL,2000,False,10,0.4601,KMeans,6,0.1454,59.1,1.712,0.0037,40,80,0.5,"65,80,40,40,45,58"
MAD_2000_ALL,2000,False,10,0.4601,KMeans,7,0.1441,54.6,1.7413,0.0062,33,58,0.569,"49,58,46,33,55,39,48"
MAD_2000_ALL,2000,False,10,0.4601,KMeans,8,0.1335,50.9,1.8431,0.006,34,50,0.68,"47,34,34,38,50,45,38,42"
MAD_2000_ALL,2000,False,10,0.4601,Ward,2,0.1715,81.3,1.7501,-0.0001,101,227,0.445,"227,101"
MAD_2000_ALL,2000,False,10,0.4601,Ward,3,0.1234,72.1,2.0407,-0.0012,73,154,0.474,"154,101,73"
MAD_2000_ALL,2000,False,10,0.4601,Ward,4,0.0988,61.0,2.069,0.0102,69,101,0.683,"101,85,73,69"
MAD_2000_ALL,2000,False,10,0.4601,Ward,5,0.0923,53.6,2.0645,0.0106,42,85,0.494,"85,59,73,69,42"
MAD_2000_ALL,2000,False,10,0.4601,Ward,6,0.0955,48.8,2.0614,0.011,42,73,0.575,"73,59,42,69,42,43"
MAD_2000_ALL,2000,False,10,0.4601,Ward,7,0.1016,46.0,2.0511,0.0058,25,69,0.362,"59,48,42,69,42,43,25"
MAD_2000_ALL,2000,False,10,0.4601,Ward,8,0.1072,43.1,1.9438,0.0063,12,69,0.174,"48,47,42,69,42,43,25,12"
MAD_2000_ALL,2000,False,10,0.4601,GMM,2,0.123,23.3,3.2187,-0.0058,83,245,0.339,"245,83"
MAD_2000_ALL,2000,False,10,0.4601,GMM,3,0.0743,38.0,2.5608,-0.0069,46,188,0.245,"94,46,188"
MAD_2000_ALL,2000,False,10,0.4601,GMM,4,0.0649,28.0,2.8216,-0.0025,35,116,0.302,"35,116,114,63"
MAD_2000_ALL,2000,False,10,0.4601,GMM,5,0.0614,35.8,2.5908,-0.0054,36,100,0.36,"53,100,36,43,96"
MAD_2000_ALL,2000,False,10,0.4601,GMM,6,0.0648,37.3,2.2586,0.0029,32,107,0.299,"107,34,43,68,32,44"
MAD_2000_ALL,2000,False,10,0.4601,GMM,7,0.071,37.7,2.1177,-0.0037,25,79,0.316,"53,43,59,25,36,79,33"
MAD_2000_ALL,2000,False,10,0.4601,Spectral,2,0.2073,109.9,1.6545,-0.0026,145,183,0.792,"145,183"
MAD_2000_ALL,2000,False,10,0.4601,Spectral,3,0.1757,80.0,1.8677,0.0045,81,129,0.628,"81,118,129"
MAD_2000_ALL,2000,False,10,0.4601,Spectral,4,0.147,67.1,1.7629,-0.0045,29,123,0.236,"70,123,29,106"
MAD_2000_ALL,2000,False,10,0.4601,Spectral,5,0.1356,61.4,1.7508,-0.0034,29,98,0.296,"98,62,29,56,83"
MAD_2000_ALL,2000,False,10,0.4601,Spectral,6,0.1307,55.8,1.6997,-0.002,24,100,0.24,"39,58,100,51,24,56"
MAD_2000_ALL,2000,False,10,0.4601,Spectral,7,0.1287,50.8,1.7647,0.0063,24,91,0.264,"41,91,34,50,36,52,24"
MAD_2000_ALL,2000,False,10,0.4601,Spectral,8,0.1254,47.4,1.7494,0.0126,24,72,0.333,"32,41,45,52,24,31,72,31"
MAD_2000_ALL,2000,False,15,0.509,KMeans,2,0.1984,102.4,1.7457,-0.003,156,172,0.907,"156,172"
MAD_2000_ALL,2000,False,15,0.509,KMeans,3,0.1466,75.1,1.9913,-0.0022,102,118,0.864,"102,118,108"
MAD_2000_ALL,2000,False,15,0.509,KMeans,4,0.1347,63.4,1.9717,0.0071,73,93,0.785,"93,81,81,73"
MAD_2000_ALL,2000,False,15,0.509,KMeans,5,0.1211,54.6,1.9592,0.005,61,70,0.871,"61,70,61,70,66"
MAD_2000_ALL,2000,False,15,0.509,KMeans,6,0.1247,49.4,1.8946,0.0038,39,81,0.481,"39,50,43,68,47,81"
MAD_2000_ALL,2000,False,15,0.509,KMeans,7,0.1145,45.2,1.9407,0.0054,36,77,0.468,"36,37,38,38,77,55,47"
MAD_2000_ALL,2000,False,15,0.509,KMeans,8,0.1185,41.5,2.0611,0.0038,27,52,0.519,"52,38,30,27,50,44,46,41"
MAD_2000_ALL,2000,False,15,0.509,Ward,2,0.1694,83.2,1.8927,-0.0027,132,196,0.673,"196,132"
MAD_2000_ALL,2000,False,15,0.509,Ward,3,0.1131,58.8,2.3239,-0.0027,92,132,0.697,"104,132,92"
MAD_2000_ALL,2000,False,15,0.509,Ward,4,0.0982,50.8,2.0131,-0.0004,38,132,0.288,"132,66,92,38"
MAD_2000_ALL,2000,False,15,0.509,Ward,5,0.0803,44.6,2.3323,0.0112,38,92,0.413,"67,66,92,38,65"
MAD_2000_ALL,2000,False,15,0.509,Ward,6,0.0902,40.7,2.1244,0.0067,27,92,0.293,"92,66,40,38,65,27"
MAD_2000_ALL,2000,False,15,0.509,Ward,7,0.0888,38.0,2.1965,0.0046,27,66,0.409,"66,35,40,38,65,27,57"
MAD_2000_ALL,2000,False,15,0.509,Ward,8,0.0836,36.0,2.1188,0.0053,25,65,0.385,"40,35,57,38,65,27,41,25"
MAD_2000_ALL,2000,False,15,0.509,GMM,2,0.0996,28.3,2.8662,0.0036,82,246,0.333,"246,82"
MAD_2000_ALL,2000,False,15,0.509,GMM,3,0.0912,34.8,2.5865,-0.0034,74,175,0.423,"79,74,175"
MAD_2000_ALL,2000,False,15,0.509,GMM,4,0.0845,41.2,2.2956,-0.0029,63,108,0.583,"63,75,82,108"
MAD_2000_ALL,2000,False,15,0.509,GMM,5,0.0852,44.4,2.2852,-0.0018,45,89,0.506,"45,72,71,89,51"
MAD_2000_ALL,2000,False,15,0.509,GMM,6,0.0875,40.5,2.0968,0.0008,43,84,0.512,"44,53,52,84,43,52"
MAD_2000_ALL,2000,False,15,0.509,Spectral,2,0.1884,96.6,1.7779,-0.0032,146,182,0.802,"182,146"
MAD_2000_ALL,2000,False,15,0.509,Spectral,3,0.1538,69.5,2.0279,0.0002,86,126,0.683,"86,116,126"
MAD_2000_ALL,2000,False,15,0.509,Spectral,4,0.1287,57.5,1.9354,-0.0056,32,117,0.274,"117,110,69,32"
MAD_2000_ALL,2000,False,15,0.509,Spectral,5,0.1156,51.5,1.9631,-0.0035,29,90,0.322,"90,56,29,63,90"
MAD_2000_ALL,2000,False,15,0.509,Spectral,6,0.115,46.4,1.9559,0.0028,23,83,0.277,"83,54,53,23,66,49"
MAD_2000_ALL,2000,False,15,0.509,Spectral,7,0.1083,42.0,1.945,0.0053,23,89,0.258,"89,37,56,48,23,38,37"
MAD_2000_ALL,2000,False,15,0.509,Spectral,8,0.1046,39.0,2.0669,0.0017,23,65,0.354,"35,65,29,29,42,48,57,23"
MAD_2000_ALL,2000,False,20,0.5458,KMeans,2,0.186,93.5,1.8309,-0.003,156,172,0.907,"156,172"
MAD_2000_ALL,2000,False,20,0.5458,KMeans,3,0.1337,67.9,2.0811,-0.002,101,119,0.849,"119,108,101"
MAD_2000_ALL,2000,False,20,0.5458,KMeans,4,0.1235,56.9,2.0956,0.0054,75,93,0.806,"79,93,75,81"
MAD_2000_ALL,2000,False,20,0.5458,KMeans,5,0.1196,48.9,2.0846,0.0002,41,84,0.488,"68,78,84,57,41"
MAD_2000_ALL,2000,False,20,0.5458,KMeans,6,0.1084,43.6,2.1096,-0.0027,39,75,0.52,"50,45,75,39,64,55"
MAD_2000_ALL,2000,False,20,0.5458,KMeans,7,0.114,39.8,1.8442,0.0009,4,75,0.053,"75,40,45,41,54,69,4"
MAD_2000_ALL,2000,False,20,0.5458,KMeans,8,0.1,36.9,2.109,0.0068,35,53,0.66,"37,46,53,44,37,37,35,39"
MAD_2000_ALL,2000,False,20,0.5458,Ward,2,0.1442,68.7,2.1211,-0.0028,148,180,0.822,"180,148"
MAD_2000_ALL,2000,False,20,0.5458,Ward,3,0.1051,56.7,2.2475,-0.0018,79,148,0.534,"148,79,101"
MAD_2000_ALL,2000,False,20,0.5458,Ward,4,0.0939,48.9,2.4046,0.0085,61,101,0.604,"61,79,101,87"
MAD_2000_ALL,2000,False,20,0.5458,Ward,5,0.0921,41.3,2.2867,0.0027,20,101,0.198,"79,87,101,41,20"
MAD_2000_ALL,2000,False,20,0.5458,Ward,6,0.0756,36.9,2.2902,0.0045,20,101,0.198,"101,87,49,41,20,30"
MAD_2000_ALL,2000,False,20,0.5458,Ward,7,0.0736,34.1,2.2603,0.0065,20,87,0.23,"87,74,49,41,20,30,27"
MAD_2000_ALL,2000,False,20,0.5458,Ward,8,0.0786,32.3,2.1894,0.0072,20,74,0.27,"74,30,49,41,20,30,27,57"
MAD_2000_ALL,2000,False,20,0.5458,GMM,2,0.0997,34.1,2.7549,0.0038,97,231,0.42,"231,97"
MAD_2000_ALL,2000,False,20,0.5458,GMM,3,0.0797,35.3,2.5533,-0.0012,64,157,0.408,"64,157,107"
MAD_2000_ALL,2000,False,20,0.5458,GMM,4,0.0965,45.7,2.2219,-0.0047,45,104,0.433,"92,45,104,87"
MAD_2000_ALL,2000,False,20,0.5458,GMM,5,0.0739,38.7,2.4811,0.0006,54,79,0.684,"62,54,79,60,73"
MAD_2000_ALL,2000,False,20,0.5458,GMM,6,0.0884,39.2,2.1466,-0.0001,41,71,0.577,"41,64,47,41,71,64"
MAD_2000_ALL,2000,False,20,0.5458,GMM,7,0.0828,33.7,2.3103,-0.003,17,67,0.254,"50,39,56,67,57,42,17"
MAD_2000_ALL,2000,False,20,0.5458,Spectral,2,0.1757,88.0,1.8625,-0.0032,144,184,0.783,"184,144"
MAD_2000_ALL,2000,False,20,0.5458,Spectral,3,0.1421,61.6,2.1031,0.0002,81,128,0.633,"81,119,128"
MAD_2000_ALL,2000,False,20,0.5458,Spectral,4,0.1183,52.3,2.0419,-0.0054,32,112,0.286,"111,112,73,32"
MAD_2000_ALL,2000,False,20,0.5458,Spectral,5,0.1009,45.2,2.064,-0.0022,29,98,0.296,"91,49,29,61,98"
MAD_2000_ALL,2000,False,20,0.5458,Spectral,6,0.0931,40.7,1.9759,0.0017,23,102,0.225,"61,102,55,49,23,38"
MAD_2000_ALL,2000,False,20,0.5458,Spectral,7,0.0971,36.9,2.0586,0.0036,23,89,0.258,"46,23,89,45,34,54,37"
MAD_2000_ALL,2000,False,20,0.5458,Spectral,8,0.0893,33.5,2.0885,0.0035,21,56,0.375,"55,49,28,27,21,56,54,38"
MAD_2000_ALL,2000,False,30,0.5995,KMeans,2,0.1714,83.1,1.9413,-0.003,156,172,0.907,"172,156"
MAD_2000_ALL,2000,False,30,0.5995,KMeans,3,0.1199,59.8,2.2174,-0.0019,101,118,0.856,"118,101,109"
MAD_2000_ALL,2000,False,30,0.5995,KMeans,4,0.1142,49.7,2.2283,-0.0017,49,97,0.505,"49,86,96,97"
MAD_2000_ALL,2000,False,30,0.5995,KMeans,5,0.1074,42.4,2.2493,0.0012,38,93,0.409,"66,93,38,76,55"
MAD_2000_ALL,2000,False,30,0.5995,KMeans,6,0.0942,37.8,2.1681,0.0049,38,79,0.481,"71,40,79,38,53,47"
MAD_2000_ALL,2000,False,30,0.5995,KMeans,7,0.0898,34.2,2.236,0.0064,36,70,0.514,"36,47,36,42,44,70,53"
MAD_2000_ALL,2000,False,30,0.5995,KMeans,8,0.0921,31.4,2.3368,0.0008,27,57,0.474,"37,49,46,27,57,50,27,35"
MAD_2000_ALL,2000,False,30,0.5995,Ward,2,0.1475,71.2,2.0509,-0.0031,138,190,0.726,"190,138"
MAD_2000_ALL,2000,False,30,0.5995,Ward,3,0.0921,51.7,2.3586,0.0019,64,138,0.464,"126,138,64"
MAD_2000_ALL,2000,False,30,0.5995,Ward,4,0.0973,41.9,2.2267,-0.0023,28,138,0.203,"138,98,64,28"
MAD_2000_ALL,2000,False,30,0.5995,Ward,5,0.0716,36.2,2.3848,-0.0036,28,102,0.275,"102,98,64,28,36"
MAD_2000_ALL,2000,False,30,0.5995,Ward,6,0.0665,32.8,2.3107,-0.0006,28,98,0.286,"98,71,64,28,36,31"
MAD_2000_ALL,2000,False,30,0.5995,Ward,7,0.0685,30.5,2.4355,0.0079,28,71,0.394,"60,71,64,28,36,31,38"
MAD_2000_ALL,2000,False,30,0.5995,Ward,8,0.0754,28.4,2.2393,0.008,4,71,0.056,"71,56,64,28,36,31,38,4"
MAD_2000_ALL,2000,False,30,0.5995,GMM,2,0.095,27.8,3.031,0.015,89,239,0.372,"239,89"
MAD_2000_ALL,2000,False,30,0.5995,GMM,3,0.1031,39.4,2.4362,-0.0026,65,176,0.369,"65,176,87"
MAD_2000_ALL,2000,False,30,0.5995,GMM,4,0.0934,41.5,2.3821,-0.0038,42,124,0.339,"67,42,124,95"
MAD_2000_ALL,2000,False,30,0.5995,GMM,5,0.0962,40.7,2.3181,-0.0032,42,86,0.488,"86,42,78,72,50"
MAD_2000_ALL,2000,False,30,0.5995,Spectral,2,0.1609,78.5,1.9621,-0.0033,141,187,0.754,"187,141"
MAD_2000_ALL,2000,False,30,0.5995,Spectral,3,0.1286,54.2,2.2798,0.0003,83,125,0.664,"83,125,120"
MAD_2000_ALL,2000,False,30,0.5995,Spectral,4,0.1049,45.0,2.1804,-0.0056,30,119,0.252,"119,110,69,30"
MAD_2000_ALL,2000,False,30,0.5995,Spectral,5,0.093,39.7,2.2193,-0.0019,30,101,0.297,"101,59,30,53,85"
MAD_2000_ALL,2000,False,30,0.5995,Spectral,6,0.094,35.6,2.229,0.0011,22,82,0.268,"82,54,68,47,22,55"
MAD_2000_ALL,2000,False,30,0.5995,Spectral,7,0.0879,32.1,2.2858,0.004,23,79,0.291,"37,79,23,44,56,42,47"
MAD_2000_ALL,2000,False,30,0.5995,Spectral,8,0.0859,29.5,2.2891,0.0061,22,55,0.4,"42,55,22,40,48,43,32,46"
MAD_3000_ALL,3000,False,10,0.4793,KMeans,2,0.2215,118.5,1.6066,-0.0025,151,177,0.853,"177,151"
MAD_3000_ALL,3000,False,10,0.4793,KMeans,3,0.164,87.2,1.8383,-0.0035,95,124,0.766,"95,109,124"
MAD_3000_ALL,3000,False,10,0.4793,KMeans,4,0.1444,74.3,1.8155,0.0043,71,100,0.71,"100,75,82,71"
MAD_3000_ALL,3000,False,10,0.4793,KMeans,5,0.1398,65.1,1.8032,0.0029,54,72,0.75,"72,69,72,61,54"
MAD_3000_ALL,3000,False,10,0.4793,KMeans,6,0.1436,59.1,1.771,0.0019,39,76,0.513,"65,39,76,45,47,56"
MAD_3000_ALL,3000,False,10,0.4793,KMeans,7,0.1406,54.2,1.7844,-0.0003,29,61,0.475,"52,61,29,45,45,55,41"
MAD_3000_ALL,3000,False,10,0.4793,KMeans,8,0.1374,51.0,1.8219,0.0019,32,50,0.64,"50,45,38,32,47,39,36,41"
MAD_3000_ALL,3000,False,10,0.4793,Ward,2,0.1949,93.0,1.7151,-0.0045,113,215,0.526,"215,113"
MAD_3000_ALL,3000,False,10,0.4793,Ward,3,0.1228,71.3,2.0883,-0.0015,83,132,0.629,"132,113,83"
MAD_3000_ALL,3000,False,10,0.4793,Ward,4,0.1093,59.2,2.151,0.0007,40,113,0.354,"113,92,83,40"
MAD_3000_ALL,3000,False,10,0.4793,Ward,5,0.1034,53.5,2.0506,-0.0036,28,92,0.304,"92,85,83,40,28"
MAD_3000_ALL,3000,False,10,0.4793,Ward,6,0.0965,48.9,1.9863,-0.0017,28,85,0.329,"85,40,83,42,28,50"
MAD_3000_ALL,3000,False,10,0.4793,Ward,7,0.0957,46.0,2.0373,-0.001,28,83,0.337,"83,40,42,42,28,50,43"
MAD_3000_ALL,3000,False,10,0.4793,Ward,8,0.1027,43.5,1.9878,-0.0009,26,57,0.456,"42,40,57,42,28,50,43,26"
MAD_3000_ALL,3000,False,10,0.4793,GMM,2,0.1257,18.9,3.3596,-0.0065,67,261,0.257,"261,67"
MAD_3000_ALL,3000,False,10,0.4793,GMM,3,0.0681,32.4,2.7797,-0.0038,58,155,0.374,"155,115,58"
MAD_3000_ALL,3000,False,10,0.4793,GMM,4,0.0339,23.3,3.361,-0.0005,23,137,0.168,"61,137,107,23"
MAD_3000_ALL,3000,False,10,0.4793,GMM,7,0.067,33.5,2.2966,0.0008,24,78,0.308,"36,68,24,54,35,33,78"
MAD_3000_ALL,3000,False,10,0.4793,Spectral,2,0.2104,111.6,1.6411,-0.0029,144,184,0.783,"144,184"
MAD_3000_ALL,3000,False,10,0.4793,Spectral,3,0.1765,79.8,1.9044,0.0039,81,130,0.623,"81,117,130"
MAD_3000_ALL,3000,False,10,0.4793,Spectral,4,0.1439,67.4,1.8065,-0.0017,32,120,0.267,"103,32,73,120"
MAD_3000_ALL,3000,False,10,0.4793,Spectral,5,0.1355,60.6,1.8602,-0.0034,31,96,0.323,"31,70,65,96,66"
MAD_3000_ALL,3000,False,10,0.4793,Spectral,6,0.1294,56.0,1.7481,-0.0019,25,90,0.278,"42,90,53,25,61,57"
MAD_3000_ALL,3000,False,10,0.4793,Spectral,7,0.1217,49.7,1.7633,0.0007,25,99,0.253,"99,54,34,32,50,34,25"
MAD_3000_ALL,3000,False,10,0.4793,Spectral,8,0.1246,46.4,1.7512,0.0087,25,74,0.338,"50,39,74,28,34,29,49,25"
MAD_3000_ALL,3000,False,15,0.5287,KMeans,2,0.2014,104.0,1.7259,-0.0025,151,177,0.853,"177,151"
MAD_3000_ALL,3000,False,15,0.5287,KMeans,3,0.1443,75.4,1.9832,-0.0035,95,124,0.766,"95,124,109"
MAD_3000_ALL,3000,False,15,0.5287,KMeans,4,0.1292,63.5,1.9795,0.0033,74,99,0.747,"99,77,78,74"
MAD_3000_ALL,3000,False,15,0.5287,KMeans,5,0.1201,55.1,1.9542,0.0012,54,79,0.684,"79,54,67,62,66"
MAD_3000_ALL,3000,False,15,0.5287,KMeans,6,0.1246,49.5,1.9907,0.0014,38,68,0.559,"67,68,47,50,38,58"
MAD_3000_ALL,3000,False,15,0.5287,KMeans,7,0.1171,45.2,2.0096,0.0036,33,66,0.5,"40,66,53,45,50,33,41"
MAD_3000_ALL,3000,False,15,0.5287,KMeans,8,0.1102,42.1,1.9719,0.0019,29,53,0.547,"48,47,29,53,34,51,33,33"
MAD_3000_ALL,3000,False,15,0.5287,Ward,2,0.1697,85.0,1.904,-0.0027,156,172,0.907,"172,156"
MAD_3000_ALL,3000,False,15,0.5287,Ward,3,0.1175,64.5,2.1887,0.0063,76,156,0.487,"156,96,76"
MAD_3000_ALL,3000,False,15,0.5287,Ward,4,0.0936,52.9,2.3594,0.0053,38,118,0.322,"118,96,76,38"
MAD_3000_ALL,3000,False,15,0.5287,Ward,5,0.0793,45.7,2.3159,0.0066,38,96,0.396,"96,78,76,38,40"
MAD_3000_ALL,3000,False,15,0.5287,Ward,6,0.0768,41.5,2.2796,-0.0004,27,78,0.346,"76,78,69,38,40,27"
MAD_3000_ALL,3000,False,15,0.5287,Ward,7,0.0824,38.6,2.1577,0.0004,27,78,0.346,"78,38,69,45,40,27,31"
MAD_3000_ALL,3000,False,15,0.5287,Ward,8,0.0839,36.4,2.1356,0.0059,27,69,0.391,"69,38,50,45,40,27,31,28"
MAD_3000_ALL,3000,False,15,0.5287,GMM,2,0.0977,19.5,3.5113,-0.0019,81,247,0.328,"247,81"
MAD_3000_ALL,3000,False,15,0.5287,GMM,3,0.0996,44.0,2.6107,-0.0045,65,168,0.387,"95,65,168"
MAD_3000_ALL,3000,False,15,0.5287,GMM,4,0.093,42.0,2.2717,-0.0022,50,103,0.485,"103,50,96,79"
MAD_3000_ALL,3000,False,15,0.5287,GMM,5,0.0763,37.6,2.3479,-0.0038,39,100,0.39,"39,82,100,47,60"
MAD_3000_ALL,3000,False,15,0.5287,GMM,6,0.0806,39.8,2.4169,-0.0027,39,98,0.398,"39,48,43,56,98,44"
MAD_3000_ALL,3000,False,15,0.5287,GMM,7,0.0679,35.9,2.5925,0.0053,25,62,0.403,"49,62,52,25,47,48,45"
MAD_3000_ALL,3000,False,15,0.5287,Spectral,2,0.1901,97.9,1.7695,-0.0031,148,180,0.822,"148,180"
MAD_3000_ALL,3000,False,15,0.5287,Spectral,3,0.1538,69.1,2.058,0.0017,85,130,0.654,"85,113,130"
MAD_3000_ALL,3000,False,15,0.5287,Spectral,4,0.1264,58.2,1.9567,-0.0056,32,118,0.271,"70,108,118,32"
MAD_3000_ALL,3000,False,15,0.5287,Spectral,5,0.1217,52.3,2.0384,0.0029,59,72,0.819,"71,59,61,72,65"
MAD_3000_ALL,3000,False,15,0.5287,Spectral,6,0.1187,47.1,2.02,0.0005,27,71,0.38,"44,61,60,27,65,71"
MAD_3000_ALL,3000,False,15,0.5287,Spectral,7,0.1049,41.8,1.9779,0.0025,29,96,0.302,"42,34,33,58,36,29,96"
MAD_3000_ALL,3000,False,15,0.5287,Spectral,8,0.1107,39.9,2.0441,0.0046,20,71,0.282,"48,71,20,27,40,56,33,33"
MAD_3000_ALL,3000,False,20,0.5657,KMeans,2,0.1889,95.3,1.8091,-0.0022,152,176,0.864,"176,152"
MAD_3000_ALL,3000,False,20,0.5657,KMeans,3,0.1329,68.5,2.0852,-0.0035,95,124,0.766,"124,109,95"
MAD_3000_ALL,3000,False,20,0.5657,KMeans,4,0.1185,57.3,2.0886,0.0022,71,96,0.74,"71,83,96,78"
MAD_3000_ALL,3000,False,20,0.5657,KMeans,5,0.1095,49.4,2.0841,-0.0,54,74,0.73,"73,74,67,54,60"
MAD_3000_ALL,3000,False,20,0.5657,KMeans,6,0.1124,44.2,2.0779,0.0008,38,72,0.528,"63,63,38,43,72,49"
MAD_3000_ALL,3000,False,20,0.5657,KMeans,7,0.1163,40.1,1.9485,-0.0018,4,70,0.057,"4,68,45,70,56,51,34"
MAD_3000_ALL,3000,False,20,0.5657,KMeans,8,0.1067,37.2,2.0081,-0.0011,4,62,0.065,"62,33,53,51,47,35,4,43"
MAD_3000_ALL,3000,False,20,0.5657,Ward,2,0.1573,74.4,2.0112,-0.0035,133,195,0.682,"195,133"
MAD_3000_ALL,3000,False,20,0.5657,Ward,3,0.1109,59.8,2.239,-0.0021,71,133,0.534,"133,124,71"
MAD_3000_ALL,3000,False,20,0.5657,Ward,4,0.098,51.1,2.2265,-0.004,63,124,0.508,"124,70,71,63"
MAD_3000_ALL,3000,False,20,0.5657,Ward,5,0.0935,45.2,2.1596,0.0035,44,80,0.55,"70,80,71,63,44"
MAD_3000_ALL,3000,False,20,0.5657,Ward,6,0.0987,40.2,2.2177,0.0014,33,80,0.412,"37,80,71,63,44,33"
MAD_3000_ALL,3000,False,20,0.5657,Ward,7,0.1054,36.7,1.9535,0.0015,4,80,0.05,"71,80,33,63,44,33,4"
MAD_3000_ALL,3000,False,20,0.5657,Ward,8,0.1017,34.2,2.0501,0.0018,4,80,0.05,"80,23,33,48,44,33,4,63"
MAD_3000_ALL,3000,False,20,0.5657,GMM,2,0.0873,33.2,2.8558,-0.0006,106,222,0.477,"222,106"
MAD_3000_ALL,3000,False,20,0.5657,GMM,3,0.0764,36.4,2.5003,0.0003,67,164,0.409,"164,97,67"
MAD_3000_ALL,3000,False,20,0.5657,GMM,4,0.0885,43.3,2.2867,-0.0037,58,125,0.464,"63,125,58,82"
MAD_3000_ALL,3000,False,20,0.5657,GMM,5,0.0924,41.0,2.2412,-0.0034,39,93,0.419,"70,72,54,39,93"
MAD_3000_ALL,3000,False,20,0.5657,GMM,6,0.089,39.4,2.3932,-0.0038,34,84,0.405,"59,52,51,48,34,84"
MAD_3000_ALL,3000,False,20,0.5657,GMM,7,0.0826,34.8,2.3479,0.0004,23,68,0.338,"42,53,47,23,46,68,49"
MAD_3000_ALL,3000,False,20,0.5657,Spectral,2,0.1791,90.4,1.8498,-0.0028,150,178,0.843,"150,178"
MAD_3000_ALL,3000,False,20,0.5657,Spectral,3,0.132,61.7,2.1971,-0.0016,104,114,0.912,"104,110,114"
MAD_3000_ALL,3000,False,20,0.5657,Spectral,4,0.1173,53.1,2.0542,-0.0049,32,111,0.288,"75,111,110,32"
MAD_3000_ALL,3000,False,20,0.5657,Spectral,5,0.1071,42.4,2.2348,-0.0026,31,91,0.341,"91,77,61,31,68"
MAD_3000_ALL,3000,False,20,0.5657,Spectral,6,0.1029,42.1,2.0859,0.0033,23,82,0.28,"82,61,48,23,60,54"
MAD_3000_ALL,3000,False,20,0.5657,Spectral,7,0.0935,37.6,2.0842,0.0015,23,86,0.267,"58,54,86,40,33,34,23"
MAD_3000_ALL,3000,False,20,0.5657,Spectral,8,0.0947,35.2,2.1272,0.0005,25,61,0.41,"30,48,51,25,35,50,28,61"
MAD_3000_ALL,3000,False,30,0.6175,KMeans,2,0.1753,85.3,1.9127,-0.0022,152,176,0.864,"176,152"
MAD_3000_ALL,3000,False,30,0.6175,KMeans,3,0.1191,60.8,2.2031,-0.0035,95,124,0.766,"95,109,124"
MAD_3000_ALL,3000,False,30,0.6175,KMeans,4,0.1036,50.3,2.2231,0.0029,73,95,0.768,"76,84,73,95"
MAD_3000_ALL,3000,False,30,0.6175,KMeans,5,0.1004,43.1,2.289,-0.0001,54,78,0.692,"78,54,61,67,68"
MAD_3000_ALL,3000,False,30,0.6175,KMeans,6,0.1035,38.5,2.2228,0.0005,37,81,0.457,"47,54,37,81,47,62"
MAD_3000_ALL,3000,False,30,0.6175,KMeans,7,0.1065,35.0,1.9942,0.0025,4,76,0.053,"4,76,40,39,61,65,43"
MAD_3000_ALL,3000,False,30,0.6175,KMeans,8,0.0939,32.5,2.0911,0.0031,4,69,0.058,"36,38,69,45,47,4,51,38"
MAD_3000_ALL,3000,False,30,0.6175,Ward,2,0.1576,68.9,2.0551,-0.0037,119,209,0.569,"209,119"
MAD_3000_ALL,3000,False,30,0.6175,Ward,3,0.0979,53.7,2.3638,-0.0004,80,129,0.62,"119,129,80"
MAD_3000_ALL,3000,False,30,0.6175,Ward,4,0.09,43.0,2.3475,-0.0053,34,129,0.264,"129,85,80,34"
MAD_3000_ALL,3000,False,30,0.6175,Ward,5,0.0815,37.6,2.424,-0.0035,34,85,0.4,"85,85,80,34,44"
MAD_3000_ALL,3000,False,30,0.6175,Ward,6,0.074,33.3,2.4589,0.0008,27,85,0.318,"58,85,80,34,44,27"
