gene_set,n_genes,protein_coding_only,n_pcs,cum_explained_var,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size,size_balance,cluster_sizes
MAD_1000_PC,1000,True,10,0.7216,KMeans,2,0.4212,298.8,0.9872,142,186,0.763,"142,186"
MAD_1000_PC,1000,True,10,0.7216,KMeans,3,0.3042,203.6,1.4228,68,141,0.482,"119,141,68"
MAD_1000_PC,1000,True,10,0.7216,KMeans,4,0.2225,167.4,1.6377,68,119,0.571,"71,119,70,68"
MAD_1000_PC,1000,True,10,0.7216,KMeans,5,0.2042,147.4,1.6261,53,72,0.736,"72,71,53,62,70"
MAD_1000_PC,1000,True,10,0.7216,KMeans,6,0.1971,129.1,1.6288,34,71,0.479,"46,70,34,68,71,39"
MAD_1000_PC,1000,True,10,0.7216,KMeans,7,0.1761,117.0,1.6387,38,64,0.594,"41,38,45,42,64,39,59"
MAD_1000_PC,1000,True,10,0.7216,KMeans,8,0.1765,107.3,1.6675,32,65,0.492,"32,38,34,65,36,39,41,43"
MAD_1000_PC,1000,True,10,0.7216,Ward,2,0.4215,298.5,0.9861,141,187,0.754,"187,141"
MAD_1000_PC,1000,True,10,0.7216,Ward,3,0.295,190.8,1.3954,43,144,0.299,"141,144,43"
MAD_1000_PC,1000,True,10,0.7216,Ward,4,0.2053,155.1,1.631,43,144,0.299,"144,78,43,63"
MAD_1000_PC,1000,True,10,0.7216,Ward,5,0.1869,137.6,1.7364,43,87,0.494,"87,78,43,63,57"
MAD_1000_PC,1000,True,10,0.7216,Ward,6,0.1713,118.2,1.8067,21,78,0.269,"78,57,43,63,66,21"
MAD_1000_PC,1000,True,10,0.7216,Ward,7,0.1436,105.5,1.7927,21,66,0.318,"57,52,43,63,66,21,26"
MAD_1000_PC,1000,True,10,0.7216,Ward,8,0.1361,96.7,1.7239,21,66,0.318,"34,52,43,63,66,21,26,23"
MAD_1000_PC,1000,True,10,0.7216,GMM,2,0.4215,298.5,0.9861,141,187,0.754,"141,187"
MAD_1000_PC,1000,True,10,0.7216,GMM,3,0.2916,178.9,1.6012,41,146,0.281,"146,141,41"
MAD_1000_PC,1000,True,10,0.7216,GMM,4,0.1788,152.1,1.8435,61,110,0.555,"77,80,61,110"
MAD_1000_PC,1000,True,10,0.7216,GMM,5,0.1564,120.3,1.837,22,111,0.198,"22,111,79,76,40"
MAD_1000_PC,1000,True,10,0.7216,GMM,6,0.1694,110.9,1.7045,7,77,0.091,"76,33,77,62,7,73"
MAD_1000_PC,1000,True,10,0.7216,Spectral,2,0.4215,298.5,0.9861,141,187,0.754,"141,187"
MAD_1000_PC,1000,True,10,0.7216,Spectral,3,0.2988,202.3,1.4539,73,141,0.518,"141,73,114"
MAD_1000_PC,1000,True,10,0.7216,Spectral,4,0.2181,165.3,1.6512,55,114,0.482,"55,86,114,73"
MAD_1000_PC,1000,True,10,0.7216,Spectral,5,0.2064,143.2,1.5993,36,99,0.364,"55,99,86,36,52"
MAD_1000_PC,1000,True,10,0.7216,Spectral,6,0.1851,124.2,1.6642,33,99,0.333,"52,64,36,99,44,33"
MAD_1000_PC,1000,True,10,0.7216,Spectral,7,0.1699,112.8,1.7311,31,69,0.449,"44,69,45,61,36,42,31"
MAD_1000_PC,1000,True,10,0.7216,Spectral,8,0.1701,103.5,1.7061,31,69,0.449,"31,34,69,45,35,31,42,41"
MAD_1000_PC,1000,True,20,0.7953,KMeans,2,0.3806,249.9,1.0953,142,186,0.763,"142,186"
MAD_1000_PC,1000,True,20,0.7953,KMeans,3,0.2644,165.8,1.5851,67,141,0.475,"120,141,67"
MAD_1000_PC,1000,True,20,0.7953,KMeans,4,0.186,133.3,1.8541,67,120,0.558,"70,120,71,67"
MAD_1000_PC,1000,True,20,0.7953,KMeans,5,0.1681,114.8,1.8689,53,72,0.736,"62,70,72,53,71"
MAD_1000_PC,1000,True,20,0.7953,KMeans,6,0.1572,99.3,1.8561,30,71,0.423,"70,71,71,39,47,30"
MAD_1000_PC,1000,True,20,0.7953,KMeans,7,0.1407,88.6,1.9526,32,67,0.478,"47,42,41,67,32,50,49"
MAD_1000_PC,1000,True,20,0.7953,KMeans,8,0.148,80.5,1.7774,6,68,0.088,"52,34,43,54,68,39,32,6"
MAD_1000_PC,1000,True,20,0.7953,Ward,2,0.3808,249.7,1.0942,141,187,0.754,"187,141"
MAD_1000_PC,1000,True,20,0.7953,Ward,3,0.2462,157.8,1.7772,85,141,0.603,"141,85,102"
MAD_1000_PC,1000,True,20,0.7953,Ward,4,0.1596,125.0,2.0561,69,102,0.676,"85,69,102,72"
MAD_1000_PC,1000,True,20,0.7953,Ward,5,0.153,107.3,1.9538,41,102,0.402,"102,69,41,72,44"
MAD_1000_PC,1000,True,20,0.7953,Ward,6,0.1393,93.6,2.0576,41,72,0.569,"69,72,41,53,44,49"
MAD_1000_PC,1000,True,20,0.7953,Ward,7,0.1259,83.9,2.0133,32,72,0.444,"72,53,41,37,44,49,32"
MAD_1000_PC,1000,True,20,0.7953,Ward,8,0.1233,76.2,2.0865,32,53,0.604,"41,53,37,37,44,49,32,35"
MAD_1000_PC,1000,True,20,0.7953,GMM,2,0.3808,249.7,1.0942,141,187,0.754,"141,187"
MAD_1000_PC,1000,True,20,0.7953,GMM,3,0.2562,146.1,1.7631,68,187,0.364,"68,187,73"
MAD_1000_PC,1000,True,20,0.7953,GMM,4,0.1326,118.5,2.2342,68,100,0.68,"68,100,73,87"
MAD_1000_PC,1000,True,20,0.7953,GMM,5,0.1422,106.2,2.0382,41,93,0.441,"53,73,41,68,93"
MAD_1000_PC,1000,True,20,0.7953,GMM,7,0.124,81.4,2.1151,20,73,0.274,"33,73,66,20,65,22,49"
MAD_1000_PC,1000,True,20,0.7953,Spectral,2,0.3808,249.7,1.0942,141,187,0.754,"141,187"
MAD_1000_PC,1000,True,20,0.7953,Spectral,3,0.2599,165.1,1.6214,74,141,0.525,"74,113,141"
MAD_1000_PC,1000,True,20,0.7953,Spectral,4,0.1799,131.3,1.8509,48,113,0.425,"93,113,74,48"
MAD_1000_PC,1000,True,20,0.7953,Spectral,5,0.1668,111.9,1.8451,42,94,0.447,"50,94,42,51,91"
MAD_1000_PC,1000,True,20,0.7953,Spectral,6,0.1554,96.9,1.9012,34,93,0.366,"93,64,48,44,34,45"
MAD_1000_PC,1000,True,20,0.7953,Spectral,7,0.138,87.0,2.0011,34,64,0.531,"41,64,44,48,34,52,45"
MAD_1000_PC,1000,True,20,0.7953,Spectral,8,0.1356,79.2,1.997,30,64,0.469,"64,45,39,44,34,30,38,34"
MAD_1000_PC,1000,True,30,0.8337,KMeans,2,0.3633,230.3,1.1461,142,186,0.763,"186,142"
MAD_1000_PC,1000,True,30,0.8337,KMeans,3,0.247,151.2,1.6661,68,141,0.482,"119,141,68"
MAD_1000_PC,1000,True,30,0.8337,KMeans,4,0.1714,120.4,1.9581,67,120,0.558,"67,69,120,72"
MAD_1000_PC,1000,True,30,0.8337,KMeans,5,0.1536,103.0,1.984,54,72,0.75,"71,54,72,61,70"
MAD_1000_PC,1000,True,30,0.8337,KMeans,6,0.1449,88.5,2.0058,36,72,0.5,"45,69,68,72,38,36"
MAD_1000_PC,1000,True,30,0.8337,KMeans,7,0.1283,78.9,2.084,37,65,0.569,"39,47,37,55,65,46,39"
MAD_1000_PC,1000,True,30,0.8337,KMeans,8,0.1214,71.2,2.1463,31,51,0.608,"35,51,47,31,37,48,38,41"
MAD_1000_PC,1000,True,30,0.8337,Ward,2,0.3634,230.1,1.145,141,187,0.754,"187,141"
MAD_1000_PC,1000,True,30,0.8337,Ward,3,0.2413,149.4,1.718,72,141,0.511,"141,115,72"
MAD_1000_PC,1000,True,30,0.8337,Ward,4,0.1488,113.3,2.1821,55,115,0.478,"115,55,72,86"
MAD_1000_PC,1000,True,30,0.8337,Ward,5,0.1211,93.3,2.3033,54,86,0.628,"72,55,61,86,54"
MAD_1000_PC,1000,True,30,0.8337,Ward,6,0.1123,80.9,2.2167,24,86,0.279,"55,86,61,48,54,24"
MAD_1000_PC,1000,True,30,0.8337,Ward,7,0.1071,72.3,2.0961,24,86,0.279,"86,48,61,24,54,24,31"
MAD_1000_PC,1000,True,30,0.8337,Ward,8,0.1033,66.4,2.1463,24,61,0.393,"61,48,60,24,54,24,31,26"
MAD_1000_PC,1000,True,30,0.8337,GMM,2,0.3633,230.3,1.1461,142,186,0.763,"186,142"
MAD_1000_PC,1000,True,30,0.8337,GMM,3,0.2499,136.7,1.7721,70,186,0.376,"186,72,70"
MAD_1000_PC,1000,True,30,0.8337,GMM,4,0.1568,116.7,2.0684,69,112,0.616,"75,69,112,72"
MAD_1000_PC,1000,True,30,0.8337,Spectral,2,0.3634,230.1,1.145,141,187,0.754,"141,187"
MAD_1000_PC,1000,True,30,0.8337,Spectral,3,0.2379,149.5,1.744,84,141,0.596,"141,84,103"
MAD_1000_PC,1000,True,30,0.8337,Spectral,4,0.1591,117.2,2.0076,48,103,0.466,"103,93,84,48"
MAD_1000_PC,1000,True,30,0.8337,Spectral,5,0.1496,99.9,1.9801,48,93,0.516,"51,49,93,48,87"
MAD_1000_PC,1000,True,30,0.8337,Spectral,6,0.139,85.7,2.025,37,93,0.398,"93,64,48,40,37,46"
MAD_1000_PC,1000,True,30,0.8337,Spectral,7,0.1251,76.9,2.1297,37,64,0.578,"37,50,40,64,50,46,41"
MAD_1000_PC,1000,True,30,0.8337,Spectral,8,0.1223,69.7,2.0869,30,64,0.469,"35,64,45,46,37,30,31,40"
MAD_2000_PC,2000,True,10,0.7165,KMeans,2,0.3963,264.1,1.0427,142,186,0.763,"142,186"
MAD_2000_PC,2000,True,10,0.7165,KMeans,3,0.2974,188.6,1.4048,68,141,0.482,"141,68,119"
MAD_2000_PC,2000,True,10,0.7165,KMeans,4,0.2192,151.3,1.6505,58,120,0.483,"120,83,58,67"
MAD_2000_PC,2000,True,10,0.7165,KMeans,5,0.1978,133.7,1.6837,51,83,0.614,"83,71,51,58,65"
MAD_2000_PC,2000,True,10,0.7165,KMeans,6,0.1838,116.7,1.7262,38,71,0.535,"63,65,71,40,51,38"
MAD_2000_PC,2000,True,10,0.7165,KMeans,7,0.173,106.2,1.729,39,60,0.65,"60,42,55,42,47,43,39"
MAD_2000_PC,2000,True,10,0.7165,KMeans,8,0.1772,98.6,1.6051,7,64,0.109,"39,40,38,47,35,64,7,58"
MAD_2000_PC,2000,True,10,0.7165,Ward,2,0.3899,248.6,1.0711,143,185,0.773,"185,143"
MAD_2000_PC,2000,True,10,0.7165,Ward,3,0.2886,172.9,1.4159,61,143,0.427,"143,124,61"
MAD_2000_PC,2000,True,10,0.7165,Ward,4,0.2051,138.1,1.6864,53,124,0.427,"124,90,61,53"
MAD_2000_PC,2000,True,10,0.7165,Ward,5,0.1678,117.2,1.8447,53,90,0.589,"90,60,61,53,64"
MAD_2000_PC,2000,True,10,0.7165,Ward,6,0.1763,106.2,1.7093,8,82,0.098,"61,60,82,53,64,8"
MAD_2000_PC,2000,True,10,0.7165,Ward,7,0.1657,96.7,1.7047,8,82,0.098,"60,34,82,53,64,8,27"
MAD_2000_PC,2000,True,10,0.7165,Ward,8,0.1677,89.0,1.6608,8,82,0.098,"82,34,8,53,64,39,27,21"
MAD_2000_PC,2000,True,10,0.7165,GMM,2,0.3964,263.6,1.0418,141,187,0.754,"141,187"
MAD_2000_PC,2000,True,10,0.7165,GMM,3,0.2332,152.8,1.9559,57,141,0.404,"57,141,130"
MAD_2000_PC,2000,True,10,0.7165,GMM,4,0.1348,120.0,2.1482,57,130,0.438,"130,57,57,84"
MAD_2000_PC,2000,True,10,0.7165,GMM,5,0.1579,99.1,2.3469,29,112,0.259,"102,29,46,39,112"
MAD_2000_PC,2000,True,10,0.7165,GMM,6,0.1183,85.8,2.1369,20,100,0.2,"20,46,50,41,100,71"
MAD_2000_PC,2000,True,10,0.7165,GMM,7,0.1183,82.3,2.0054,22,87,0.253,"35,22,63,87,23,66,32"
MAD_2000_PC,2000,True,10,0.7165,Spectral,2,0.3964,263.6,1.0418,141,187,0.754,"141,187"
MAD_2000_PC,2000,True,10,0.7165,Spectral,3,0.3009,187.7,1.3887,63,141,0.447,"141,124,63"
MAD_2000_PC,2000,True,10,0.7165,Spectral,4,0.2223,148.7,1.6085,42,124,0.339,"42,63,124,99"
MAD_2000_PC,2000,True,10,0.7165,Spectral,5,0.2025,129.7,1.6578,42,99,0.424,"99,52,91,42,44"
MAD_2000_PC,2000,True,10,0.7165,Spectral,6,0.1842,114.1,1.722,41,91,0.451,"59,52,44,41,41,91"
MAD_2000_PC,2000,True,10,0.7165,Spectral,7,0.1702,103.2,1.7664,37,64,0.578,"41,43,41,37,43,59,64"
MAD_2000_PC,2000,True,10,0.7165,Spectral,8,0.1713,95.1,1.7048,31,64,0.484,"64,31,41,37,43,33,43,36"
MAD_2000_PC,2000,True,20,0.7889,KMeans,2,0.3578,223.3,1.1524,142,186,0.763,"142,186"
MAD_2000_PC,2000,True,20,0.7889,KMeans,3,0.2567,155.0,1.5749,71,141,0.504,"141,71,116"
MAD_2000_PC,2000,True,20,0.7889,KMeans,4,0.1834,122.2,1.8607,58,119,0.487,"83,119,68,58"
MAD_2000_PC,2000,True,20,0.7889,KMeans,5,0.164,105.8,1.9018,55,83,0.663,"73,58,59,55,83"
MAD_2000_PC,2000,True,20,0.7889,KMeans,6,0.1535,91.3,1.8929,31,82,0.378,"37,59,74,82,31,45"
MAD_2000_PC,2000,True,20,0.7889,KMeans,7,0.1588,82.2,1.7435,7,78,0.09,"29,60,71,78,7,44,39"
MAD_2000_PC,2000,True,20,0.7889,KMeans,8,0.1458,75.8,1.8172,6,70,0.086,"6,70,53,29,45,37,39,49"
MAD_2000_PC,2000,True,20,0.7889,Ward,2,0.3549,219.2,1.1549,139,189,0.735,"189,139"
MAD_2000_PC,2000,True,20,0.7889,Ward,3,0.2576,147.7,1.4671,45,144,0.312,"139,144,45"
MAD_2000_PC,2000,True,20,0.7889,Ward,4,0.1647,114.4,1.8559,45,144,0.312,"144,74,45,65"
MAD_2000_PC,2000,True,20,0.7889,Ward,5,0.142,97.2,2.0933,45,97,0.464,"47,97,45,65,74"
MAD_2000_PC,2000,True,20,0.7889,Ward,6,0.1416,84.4,1.842,4,97,0.041,"97,74,45,65,43,4"
MAD_2000_PC,2000,True,20,0.7889,Ward,7,0.1363,76.0,1.9792,4,74,0.054,"74,65,45,55,43,4,42"
MAD_2000_PC,2000,True,20,0.7889,Ward,8,0.1202,69.6,1.9519,4,65,0.062,"65,43,45,55,46,4,42,28"
MAD_2000_PC,2000,True,20,0.7889,GMM,2,0.3579,222.9,1.1516,141,187,0.754,"141,187"
MAD_2000_PC,2000,True,20,0.7889,GMM,3,0.229,142.1,1.8451,84,141,0.596,"141,103,84"
MAD_2000_PC,2000,True,20,0.7889,GMM,4,0.1344,108.1,2.2321,61,95,0.642,"61,92,80,95"
MAD_2000_PC,2000,True,20,0.7889,GMM,5,0.1292,88.8,2.1807,35,99,0.354,"35,88,41,99,65"
MAD_2000_PC,2000,True,20,0.7889,GMM,6,0.1374,87.0,2.0447,40,81,0.494,"40,54,46,81,52,55"
MAD_2000_PC,2000,True,20,0.7889,GMM,7,0.1317,79.2,1.9632,29,78,0.372,"32,39,38,78,29,71,41"
MAD_2000_PC,2000,True,20,0.7889,Spectral,2,0.3579,222.9,1.1516,141,187,0.754,"141,187"
MAD_2000_PC,2000,True,20,0.7889,Spectral,3,0.2622,154.4,1.538,62,141,0.44,"141,125,62"
MAD_2000_PC,2000,True,20,0.7889,Spectral,4,0.1849,120.2,1.7858,40,125,0.32,"40,62,125,101"
MAD_2000_PC,2000,True,20,0.7889,Spectral,5,0.1621,103.2,1.8942,40,101,0.396,"40,81,55,101,51"
MAD_2000_PC,2000,True,20,0.7889,Spectral,6,0.1504,87.0,1.9211,37,102,0.363,"102,40,37,62,45,42"
MAD_2000_PC,2000,True,20,0.7889,Spectral,7,0.1368,80.1,2.0333,37,62,0.597,"41,60,42,37,46,40,62"
MAD_2000_PC,2000,True,20,0.7889,Spectral,8,0.125,71.4,1.9749,23,67,0.343,"67,40,33,23,33,60,31,41"
MAD_2000_PC,2000,True,30,0.8266,KMeans,2,0.3416,206.7,1.2034,142,186,0.763,"142,186"
MAD_2000_PC,2000,True,30,0.8266,KMeans,3,0.2419,141.8,1.6307,68,141,0.482,"68,119,141"
MAD_2000_PC,2000,True,30,0.8266,KMeans,4,0.1697,111.0,1.9519,58,121,0.479,"83,121,58,66"
MAD_2000_PC,2000,True,30,0.8266,KMeans,5,0.151,95.5,2.0154,50,83,0.602,"58,83,65,50,72"
MAD_2000_PC,2000,True,30,0.8266,KMeans,6,0.1395,82.1,2.0117,33,83,0.398,"46,83,71,37,58,33"
MAD_2000_PC,2000,True,30,0.8266,KMeans,7,0.1448,73.4,1.8692,7,81,0.086,"40,81,45,57,7,63,35"
MAD_2000_PC,2000,True,30,0.8266,KMeans,8,0.1218,66.8,1.987,27,62,0.435,"62,37,27,54,38,34,31,45"
MAD_2000_PC,2000,True,30,0.8266,Ward,2,0.3388,203.0,1.2061,139,189,0.735,"189,139"
MAD_2000_PC,2000,True,30,0.8266,Ward,3,0.2072,126.0,1.9837,71,139,0.511,"118,139,71"
MAD_2000_PC,2000,True,30,0.8266,Ward,4,0.1987,98.0,1.8892,51,139,0.367,"139,67,71,51"
MAD_2000_PC,2000,True,30,0.8266,Ward,5,0.1284,84.9,2.1365,51,86,0.593,"71,67,86,51,53"
MAD_2000_PC,2000,True,30,0.8266,Ward,6,0.1133,75.0,2.1157,22,86,0.256,"67,51,86,49,53,22"
MAD_2000_PC,2000,True,30,0.8266,Ward,7,0.1224,67.8,1.9198,4,86,0.047,"63,51,86,49,53,22,4"
MAD_2000_PC,2000,True,30,0.8266,Ward,8,0.1222,62.4,1.8875,4,86,0.047,"86,51,33,49,53,22,4,30"
MAD_2000_PC,2000,True,30,0.8266,GMM,2,0.3416,206.7,1.2034,142,186,0.763,"142,186"
MAD_2000_PC,2000,True,30,0.8266,GMM,3,0.2306,121.6,1.8232,57,186,0.306,"85,186,57"
MAD_2000_PC,2000,True,30,0.8266,GMM,4,0.1589,108.7,2.0358,57,106,0.538,"57,81,84,106"
MAD_2000_PC,2000,True,30,0.8266,GMM,5,0.1967,87.3,1.7953,29,141,0.206,"70,141,43,29,45"
MAD_2000_PC,2000,True,30,0.8266,Spectral,2,0.3416,206.3,1.2026,141,187,0.754,"141,187"
MAD_2000_PC,2000,True,30,0.8266,Spectral,3,0.2457,141.1,1.6044,61,141,0.433,"141,126,61"
MAD_2000_PC,2000,True,30,0.8266,Spectral,4,0.1692,109.0,1.9051,42,126,0.333,"42,61,126,99"
MAD_2000_PC,2000,True,30,0.8266,Spectral,5,0.1492,92.9,1.9986,42,99,0.424,"47,88,99,52,42"
MAD_2000_PC,2000,True,30,0.8266,Spectral,6,0.1346,77.9,2.0312,35,100,0.35,"100,68,42,35,43,40"
MAD_2000_PC,2000,True,30,0.8266,Spectral,7,0.1256,71.8,2.139,35,67,0.522,"44,43,67,42,35,46,51"
MAD_2000_PC,2000,True,30,0.8266,Spectral,8,0.1261,65.4,2.0795,31,67,0.463,"36,42,35,31,41,67,43,33"
MAD_3000_PC,3000,True,10,0.7202,KMeans,2,0.3832,247.4,1.0703,142,186,0.763,"142,186"
MAD_3000_PC,3000,True,10,0.7202,KMeans,3,0.3015,187.5,1.3369,66,141,0.468,"121,141,66"
MAD_3000_PC,3000,True,10,0.7202,KMeans,4,0.2195,148.5,1.6422,65,121,0.537,"66,65,121,76"
MAD_3000_PC,3000,True,10,0.7202,KMeans,5,0.192,129.6,1.742,51,76,0.671,"76,63,65,73,51"
MAD_3000_PC,3000,True,10,0.7202,KMeans,6,0.1754,113.1,1.7105,24,72,0.333,"59,57,72,47,69,24"
MAD_3000_PC,3000,True,10,0.7202,KMeans,7,0.1857,102.8,1.5532,7,84,0.083,"54,64,84,45,25,7,49"
MAD_3000_PC,3000,True,10,0.7202,KMeans,8,0.1895,96.2,1.5052,7,86,0.081,"29,86,24,52,50,43,37,7"
MAD_3000_PC,3000,True,10,0.7202,Ward,2,0.3801,242.2,1.0725,139,189,0.735,"189,139"
MAD_3000_PC,3000,True,10,0.7202,Ward,3,0.2798,173.5,1.4978,81,139,0.583,"81,139,108"
MAD_3000_PC,3000,True,10,0.7202,Ward,4,0.2433,132.5,1.6424,23,139,0.165,"108,139,58,23"
MAD_3000_PC,3000,True,10,0.7202,Ward,5,0.2274,112.9,1.6208,23,139,0.165,"139,47,58,23,61"
MAD_3000_PC,3000,True,10,0.7202,Ward,6,0.164,102.1,1.7175,23,114,0.202,"114,47,58,23,61,25"
MAD_3000_PC,3000,True,10,0.7202,Ward,7,0.142,93.9,1.7383,23,90,0.256,"47,90,58,23,61,25,24"
MAD_3000_PC,3000,True,10,0.7202,Ward,8,0.1528,88.8,1.5832,4,90,0.044,"58,90,43,23,61,25,24,4"
MAD_3000_PC,3000,True,10,0.7202,GMM,2,0.3834,246.9,1.0693,141,187,0.754,"141,187"
MAD_3000_PC,3000,True,10,0.7202,GMM,3,0.2234,144.9,1.8058,49,141,0.348,"138,141,49"
MAD_3000_PC,3000,True,10,0.7202,GMM,4,0.1301,113.1,2.2876,65,104,0.625,"65,104,76,83"
MAD_3000_PC,3000,True,10,0.7202,GMM,5,0.1306,94.4,2.1845,23,122,0.189,"74,42,67,122,23"
MAD_3000_PC,3000,True,10,0.7202,GMM,6,0.1089,79.2,2.2923,19,95,0.2,"79,95,68,27,19,40"
MAD_3000_PC,3000,True,10,0.7202,Spectral,2,0.3834,246.9,1.0693,141,187,0.754,"141,187"
MAD_3000_PC,3000,True,10,0.7202,Spectral,3,0.3051,184.9,1.2987,56,141,0.397,"141,131,56"
MAD_3000_PC,3000,True,10,0.7202,Spectral,4,0.2188,145.5,1.6015,52,131,0.397,"89,131,52,56"
MAD_3000_PC,3000,True,10,0.7202,Spectral,5,0.195,125.8,1.7236,44,93,0.473,"50,90,93,44,51"
MAD_3000_PC,3000,True,10,0.7202,Spectral,6,0.1766,109.4,1.7576,41,93,0.441,"50,93,53,47,41,44"
MAD_3000_PC,3000,True,10,0.7202,Spectral,7,0.159,100.7,1.7631,34,60,0.567,"47,60,34,41,52,53,41"
MAD_3000_PC,3000,True,10,0.7202,Spectral,8,0.1631,93.6,1.6787,24,53,0.453,"41,52,53,24,33,47,32,46"
MAD_3000_PC,3000,True,20,0.7911,KMeans,2,0.3464,210.9,1.1789,142,186,0.763,"142,186"
MAD_3000_PC,3000,True,20,0.7911,KMeans,3,0.2625,154.9,1.4837,66,141,0.468,"121,141,66"
MAD_3000_PC,3000,True,20,0.7911,KMeans,4,0.1869,120.8,1.8301,61,123,0.496,"80,64,123,61"
MAD_3000_PC,3000,True,20,0.7911,KMeans,5,0.1604,103.6,1.9607,51,80,0.637,"64,80,51,72,61"
MAD_3000_PC,3000,True,20,0.7911,KMeans,6,0.1453,89.7,1.9368,25,72,0.347,"69,57,42,63,25,72"
MAD_3000_PC,3000,True,20,0.7911,KMeans,7,0.1491,80.7,1.7784,7,77,0.091,"77,49,69,25,40,7,61"
MAD_3000_PC,3000,True,20,0.7911,KMeans,8,0.137,74.1,1.9423,24,57,0.421,"57,41,24,33,55,37,34,47"
MAD_3000_PC,3000,True,20,0.7911,Ward,2,0.3434,206.8,1.1817,139,189,0.735,"189,139"
MAD_3000_PC,3000,True,20,0.7911,Ward,3,0.2398,145.1,1.6814,93,139,0.669,"139,93,96"
MAD_3000_PC,3000,True,20,0.7911,Ward,4,0.1611,111.8,2.0044,68,96,0.708,"93,71,96,68"
MAD_3000_PC,3000,True,20,0.7911,Ward,5,0.1269,95.2,2.1058,25,96,0.26,"96,71,68,68,25"
MAD_3000_PC,3000,True,20,0.7911,Ward,6,0.1309,83.9,2.0437,25,71,0.352,"65,71,68,68,25,31"
MAD_3000_PC,3000,True,20,0.7911,Ward,7,0.138,76.6,1.8244,4,71,0.056,"71,68,68,61,25,31,4"
MAD_3000_PC,3000,True,20,0.7911,Ward,8,0.1228,70.4,1.8365,4,68,0.059,"68,68,31,61,25,38,4,33"
MAD_3000_PC,3000,True,20,0.7911,GMM,2,0.3464,210.5,1.1781,141,187,0.754,"141,187"
MAD_3000_PC,3000,True,20,0.7911,GMM,3,0.2319,135.5,1.8201,67,141,0.475,"120,141,67"
MAD_3000_PC,3000,True,20,0.7911,GMM,4,0.1429,103.4,2.1577,51,120,0.425,"51,120,67,90"
MAD_3000_PC,3000,True,20,0.7911,GMM,6,0.1304,84.9,2.0362,29,80,0.362,"43,80,29,40,75,61"
MAD_3000_PC,3000,True,20,0.7911,GMM,7,0.1317,77.6,2.0072,30,78,0.385,"30,35,38,78,31,73,43"
MAD_3000_PC,3000,True,20,0.7911,Spectral,2,0.3464,210.5,1.1781,141,187,0.754,"141,187"
MAD_3000_PC,3000,True,20,0.7911,Spectral,3,0.2655,152.5,1.4538,57,141,0.404,"141,130,57"
MAD_3000_PC,3000,True,20,0.7911,Spectral,4,0.184,118.1,1.7972,49,130,0.377,"49,57,130,92"
MAD_3000_PC,3000,True,20,0.7911,Spectral,5,0.1587,101.8,1.9658,49,92,0.533,"49,70,92,68,49"
MAD_3000_PC,3000,True,20,0.7911,Spectral,6,0.1424,87.6,2.0545,41,70,0.586,"70,68,41,46,49,54"
MAD_3000_PC,3000,True,20,0.7911,Spectral,7,0.1236,78.4,2.0087,30,70,0.429,"46,30,40,54,70,41,47"
MAD_3000_PC,3000,True,20,0.7911,Spectral,8,0.1279,71.9,1.9532,24,58,0.414,"46,34,58,24,41,54,30,41"
MAD_3000_PC,3000,True,30,0.8281,KMeans,2,0.3311,195.9,1.2289,142,186,0.763,"142,186"
MAD_3000_PC,3000,True,30,0.8281,KMeans,3,0.2468,142.1,1.5492,66,141,0.468,"66,141,121"
MAD_3000_PC,3000,True,30,0.8281,KMeans,4,0.1732,110.0,1.9346,64,122,0.525,"122,64,65,77"
MAD_3000_PC,3000,True,30,0.8281,KMeans,5,0.1488,93.8,2.0685,51,80,0.637,"63,80,51,73,61"
MAD_3000_PC,3000,True,30,0.8281,KMeans,6,0.1362,80.7,1.9956,22,91,0.242,"64,43,22,50,91,58"
MAD_3000_PC,3000,True,30,0.8281,KMeans,7,0.134,72.3,1.8988,5,73,0.068,"65,50,45,44,46,73,5"
MAD_3000_PC,3000,True,30,0.8281,KMeans,8,0.1395,66.7,1.8404,5,79,0.063,"43,39,79,43,59,24,36,5"
MAD_3000_PC,3000,True,30,0.8281,Ward,2,0.3282,192.1,1.2318,139,189,0.735,"189,139"
MAD_3000_PC,3000,True,30,0.8281,Ward,3,0.2503,133.0,1.3813,35,154,0.227,"154,139,35"
MAD_3000_PC,3000,True,30,0.8281,Ward,4,0.2015,100.0,1.9914,35,139,0.252,"139,57,35,97"
MAD_3000_PC,3000,True,30,0.8281,Ward,5,0.1274,84.3,2.2167,35,102,0.343,"57,97,35,102,37"
MAD_3000_PC,3000,True,30,0.8281,Ward,6,0.1296,73.6,1.9486,4,102,0.039,"97,102,35,53,37,4"
MAD_3000_PC,3000,True,30,0.8281,Ward,7,0.1192,66.7,1.995,4,102,0.039,"102,53,35,50,37,4,47"
MAD_3000_PC,3000,True,30,0.8281,Ward,8,0.103,61.5,2.0767,4,73,0.055,"53,73,35,50,37,4,47,29"
MAD_3000_PC,3000,True,30,0.8281,GMM,2,0.3311,195.9,1.2289,142,186,0.763,"142,186"
MAD_3000_PC,3000,True,30,0.8281,GMM,3,0.2147,112.9,1.9466,54,186,0.29,"54,186,88"
MAD_3000_PC,3000,True,30,0.8281,GMM,4,0.1309,96.7,2.2527,53,98,0.541,"53,98,88,89"
